Sunspot positions and areas from observations by Galileo Galilei defined by Vokhmyanin, Arlt, and Zolotova (in Solar Physics 2020).

Method I: sunspot positions are defined according to the time of observation reported by the observer (Hor).

Draw - Number of drawing;
Place - Location of the observer;
YYYY - Year;

MM - Month;

DD - Day;

HH - UT Hour (Time of observation defined by means of Method I);

MI- Minute (Time of observation defined by means of Method I);
G_Har - Number of sunspot group according to numeration assigned by us in the Harriot’s observations (Sunspot positions and areas from observations by Thomas Harriot defined by Vokhmyanin, Arlt, and Zolotova, Solar Physics 2020, v. 295:39; https://doi.org/10.1007/s11207-020-01604-4);

G - Arbitrary number of sunspot group;

Sp - Arbitrary number of sunspot;

BBB.BB - Heliographic latitude. Southern latitudes are negative;

LLL.LL - Heliographic longitude in the Carrington rotation frame;
B0 - Heliographic latitude of apparent disk center;
L0 - Heliographic longitude of apparent disk center;

P - Position angle;
Rot - Rotation angle of solar image in x-y plane;

q - Parallactic angle;

Alt - Altitude;

Azm - Azimuth;
Area_w - Area of the whole sunspot in millionths of the solar hemisphere (msh);
Area_u - Area of umbra in millionths of the solar hemisphere (msh);
Area_p - Area of penumbra in millionths of the solar hemisphere (msh), negative values indicate that several umbrae have a common penumbra, e.g. -203 means that the given umbra shares a penumbra with umbra No.203;

alpha - Angular distance on the surface of the Sun from the center of the disk to the area-weighted position of the object;
Hor - Time of observation noted by the observer in hours after sunset;
HH_rise and MI_rise - Time of sunrise in UT Hour and Minute;
HH_set and MI_set - Time of sunset in UT Hour and Minute.




Draw	Place	YYYY	MM	DD	HH	MI	G_Har	G	Sp	BBB.BB	LLL.LL	B0	L0	P	Rot	q	Alt	Azm	Area_w	Area_u	Area_p	alpha	Hor	HH_rise	MI_rise	HH_set	MI_set	Comment
18	Villa delle Selve 	1612	4	26	17	7	66	24	99	18.9	91.18	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	4461	NaN	NaN	74.01	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	NaN	25	100	-13.72	157.03	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	1219	NaN	NaN	11.24	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	NaN	25	101	-10.37	160.63	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	18	NaN	NaN	6.7	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	NaN	25	102	-10.04	158.58	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	51	NaN	NaN	7.32	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	NaN	25	103	-7.69	155.93	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	54	NaN	NaN	7.73	sunset			4	22	18	4	
18	Villa delle Selve 	1612	4	26	17	7	NaN	25	104	-11.75	147.4	-4.01	162.77	-25.27	-72.51	47.24	10.54	279.03	524	NaN	NaN	17.07	sunset			4	22	18	4	
																														
19	Villa delle Selve 	1612	4	28	14	38	66	24	98	11.19	106.23	-3.82	137.7	-24.95	-70.24	45.28	37.5	252.42	2323	NaN	NaN	34.72	21			4	19	18	6	
19	Villa delle Selve 	1612	4	28	14	38	66	24	99	14.03	95.14	-3.82	137.7	-24.95	-70.24	45.28	37.5	252.42	1923	NaN	NaN	45.82	21			4	19	18	6	
																														
20	Villa delle Selve 	1612	4	29	18	7	66	24	98	6.23	100.18	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	2043	NaN	NaN	24.45	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	99	13.64	87.37	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	2376	NaN	NaN	38.99	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	105	5.04	87.67	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	704	NaN	NaN	35.94	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	106	4.08	94.67	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	727	NaN	NaN	28.93	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	107	8.87	90.11	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	306	NaN	NaN	34.71	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	108	11.6	92.64	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	491	NaN	NaN	33.46	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	109	9.55	95	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	234	NaN	NaN	30.49	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	110	17.65	93.25	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	24	NaN	NaN	35.94	sunset			4	17	18	7	
20	Villa delle Selve 	1612	4	29	18	7	66	24	111	19.1	89.29	-3.7	122.56	-24.75	-69.33	44.57	0.65	289.94	64	NaN	NaN	39.89	sunset			4	17	18	7	
																														
21	Villa delle Selve 	1612	4	30	4	16	66	24	98	7.38	114.46	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	2298	NaN	NaN	11.32	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	99	23.35	89.83	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	2142	NaN	NaN	37.81	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	112	14.71	106.21	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	166	NaN	NaN	21.23	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	113	11.6	107.03	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	225	NaN	NaN	18.18	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	114	8.87	105.26	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	300	NaN	NaN	17.12	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	115	13.16	101.77	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	40	NaN	NaN	22.59	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	116	12.39	98.78	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	286	NaN	NaN	24.17	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	117	15.9	100	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	170	NaN	NaN	25.77	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	118	18.53	99.87	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	63	NaN	NaN	27.86	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	119	21.63	96.73	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	145	NaN	NaN	32.13	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	120	19.48	95.8	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	124	NaN	NaN	31.12	sunrise			4	16	18	9	
21	Villa delle Selve 	1612	4	30	4	16	66	24	121	16.11	93.45	-3.65	116.97	-24.68	19.77	-44.45	0.41	69.63	353	NaN	NaN	30.52	sunrise			4	16	18	9	
																														
22	Villa delle Selve 	1612	5	1	17	13	66	24	98	6.72	90.92	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	2101	NaN	NaN	11.69	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	99	21.31	66.38	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	1189	NaN	NaN	38.63	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	122	9.82	74.39	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	2461	NaN	NaN	25.83	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	123	8.2	81.98	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	364	NaN	NaN	18.7	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	124	17.16	75.43	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	985	NaN	NaN	29.39	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	125	13.84	80.95	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	544	NaN	NaN	23.28	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	126	12.47	83.95	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	93	NaN	NaN	20.33	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	127	11.77	85.33	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	35	NaN	NaN	18.94	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	128	14.43	86.23	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	26	NaN	NaN	20.66	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	129	10.29	86.75	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	65	NaN	NaN	16.92	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	130	12.32	88.66	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	85	NaN	NaN	17.67	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	131	10.52	89.74	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	104	NaN	NaN	15.6	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	66	24	132	12.96	91.87	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	45	NaN	NaN	17.11	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	68	26	133	-30.42	140.24	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	1602	NaN	NaN	49.17	sunset			4	15	18	10	
22	Villa delle Selve 	1612	5	1	17	13	68	26	134	-28.45	134.05	-3.49	96.62	-24.39	-71.62	47.23	10.39	281.31	729	NaN	NaN	43.46	sunset			4	15	18	10	
																														
23	Villa delle Selve 	1612	5	3	7	38	66	24	98	-2.2	96.47	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	1574	NaN	NaN	21.03	Mane ab ortu H 3	4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	99	17.56	64.95	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	1098	NaN	NaN	23.31	Third hour from sunrise	4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	122	6.63	71.82	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	1182	NaN	NaN	10.59	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	135	-1.96	101.43	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	95	NaN	NaN	25.99	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	136	0.65	94.32	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	93	NaN	NaN	19.27	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	137	-0.58	91.44	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	254	NaN	NaN	16.21	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	138	-4.01	93.01	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	86	NaN	NaN	17.54	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	139	2.78	87.5	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	125	NaN	NaN	13.5	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	140	0.6	86.04	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	235	NaN	NaN	11.28	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	141	4.4	84.41	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	225	NaN	NaN	11.82	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	142	2.44	82.07	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	357	NaN	NaN	8.77	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	143	6.26	81.23	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	158	NaN	NaN	11.18	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	144	3.96	77.18	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	467	NaN	NaN	7.48	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	145	9.12	79.93	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	139	NaN	NaN	13.22	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	146	7.24	78.04	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	320	NaN	NaN	10.87	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	147	10.14	76.66	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	325	NaN	NaN	13.51	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	148	11.04	74.91	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	45	NaN	NaN	14.37	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	149	12.86	73.72	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	169	NaN	NaN	16.27	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	150	11.12	72.76	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	227	NaN	NaN	14.68	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	151	14.59	70.38	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	187	NaN	NaN	18.6	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	152	18.29	68.29	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	38	NaN	NaN	22.73	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	153	19.96	67.95	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	68	NaN	NaN	24.41	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	154	21.41	65.82	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	8	NaN	NaN	26.46	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	155	21.65	62.99	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	33	NaN	NaN	27.79	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	156	20.21	61.57	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	13	NaN	NaN	27.19	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	157	17.75	61.25	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	99	NaN	NaN	25.3	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	158	15.7	62.28	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	32	NaN	NaN	23.06	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	159	10.29	69.68	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	46	NaN	NaN	14.77	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	160	9.68	68.42	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	70	NaN	NaN	14.76	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	161	6.92	68.73	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	82	NaN	NaN	12.24	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	162	5.05	69.75	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	72	NaN	NaN	10.12	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	66	24	163	5.99	74.48	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	57	NaN	NaN	9.36	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	164	-10.12	24.55	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	1075	NaN	NaN	50.95	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	165	-10.64	17.51	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	1898	NaN	NaN	57.89	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	166	-9.85	8.44	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	530	NaN	NaN	66.79	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	167	-11.92	9.54	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	102	NaN	NaN	65.76	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	168	-13.57	13.06	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	221	NaN	NaN	62.4	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	169	-14.9	16.76	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	278	NaN	NaN	58.92	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	170	-13.91	20.07	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	143	NaN	NaN	55.64	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	171	-13.44	25.45	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	120	NaN	NaN	50.39	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	172	-11.47	28.49	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	107	NaN	NaN	47.22	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	173	-9.85	29.28	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	178	NaN	NaN	46.28	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	174	-8.23	27.98	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	115	NaN	NaN	47.46	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	175	-7.23	24.71	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	151	NaN	NaN	50.66	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	176	-7.38	22.14	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	77	NaN	NaN	53.21	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	177	-12.66	4.87	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	11	NaN	NaN	70.34	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	71	27	178	-13.61	22.11	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	9	NaN	NaN	53.63	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	179	23.15	27.34	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	807	NaN	NaN	53.84	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	180	22.37	19.48	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	30	NaN	NaN	60.36	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	181	19.45	24.89	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	87	NaN	NaN	54.64	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	182	18.43	30.9	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	142	NaN	NaN	48.96	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	183	20.12	34.99	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	219	NaN	NaN	46.1	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	184	24.03	33.17	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	229	NaN	NaN	49.38	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	185	26.77	30.16	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	57	NaN	NaN	53.06	NaN			4	12	18	12	
23	Villa delle Selve 	1612	5	3	7	38	72	28	186	25.87	28.01	-3.32	75.45	-24.07	22.53	-46.61	36.97	104.45	176	NaN	NaN	54.39	NaN			4	12	18	12	
																														
24	Villa delle Selve 	1612	8	19	8	39	162	29	187	24.56	36.4	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	150	NaN	NaN	50.58	14			4	31	18	5	Image rotated 90 degrees.
24	Villa delle Selve 	1612	8	19	8	39	161	30	188	10.96	56.42	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	33	0	33	29.96	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	161	30	189	12.7	56.74	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	273	90	183	29.71	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	161	30	190	13.69	59.42	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	239	66	173	27.21	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	161	30	191	13.39	62.46	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	159	39	120	24.56	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	161	30	192	12.73	65.12	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	209	47	162	21.74	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	193	8.96	89.51	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	42	42	-203	4.26	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	194	7.59	87.72	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	83	83	-203	1.55	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	195	13.04	82.2	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	22	22	-203	7.25	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	196	12.73	79.47	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	68	2	66	8.85	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	197	13.99	84.08	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	62	62	-203	7.28	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	198	11.07	82.67	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	36	36	-203	5.18	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	199	10.22	84.49	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	27	27	-203	4.38	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	200	11.24	85.46	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	52	52	-203	3.73	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	201	12.92	84.93	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	6	6	-203	6.16	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	202	12.9	86.25	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	25	25	-203	5.53	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	203	10.77	86.79	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	2281	55	2226	3.94	14			4	31	18	5	This sunspot has a common penumbra with spots 193-195, 197-202, and 204-206.
24	Villa delle Selve 	1612	8	19	8	39	160	31	204	9.87	88.47	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	46	46	-203	3.41	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	205	10.43	89.86	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	40	40	-203	5.46	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	160	31	206	11.6	83.93	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	16	16	-203	3.99	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	207	17.28	109.36	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	271	88	183	24.77	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	208	25.02	103.71	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	102	14	88	24.57	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	209	26.98	102.21	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	225	69	156	25.12	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	210	29.69	101.46	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	34	0	34	26.85	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	211	20.59	106.63	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	90	7	83	24.01	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	212	18.49	107.39	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	116	7	109	23.52	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	156	32	213	26.01	103.42	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	39	0	39	25.04	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	155	33	214	8.23	141.08	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	318	NaN	NaN	54.49	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	155	33	215	8.98	139.78	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	82	NaN	NaN	53.17	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	155	33	216	9.37	136.29	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	190	NaN	NaN	49.72	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	157	34	217	14.07	145.84	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	350	NaN	NaN	59.04	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	159	35	218	-15.39	126.63	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	236	NaN	NaN	46.02	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	159	35	219	-16.42	137.96	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	414	NaN	NaN	56.43	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	159	35	220	-13.62	125.78	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	31	NaN	NaN	44.51	14			4	31	18	5	
24	Villa delle Selve 	1612	8	19	8	39	158	36	221	-18.05	115.8	7.04	86.07	18.17	58.13	-39.96	43.83	119.82	161	NaN	NaN	38.61	14			4	31	18	5	
																														
25	Villa delle Selve 	1612	8	20	7	37	162	29	187	25.14	32.13	7.06	73.43	18.48	63.8	-45.32	33.33	105.91	190	NaN	NaN	43.35	14			4	32	18	3	Image rotated 90 degrees.
25	Villa delle Selve 	1612	8	20	7	37	161	30	189	13.86	52.17	7.06	73.43	18.48	63.8	-45.32	33.33	105.91	99	NaN	NaN	21.97	14			4	32	18	3	
25	Villa delle Selve 	1612	8	20	7	37	161	30	191	14.33	58.03	7.06	73.43	18.48	63.8	-45.32	33.33	105.91	28	NaN	NaN	16.78	14			4	32	18	3	
25	Villa delle Selve 	1612	8	20	7	37	161	30	192	13.24	61.06	7.06	73.43	18.48	63.8	-45.32	33.33	105.91	254	NaN	NaN	13.65	14			4	32	18	3	
25	Villa delle Selve 	1612	8	20	7	37	161	30	225	14.23	56.17	7.06	73.43	18.48	63.8	-45.32	33.33	105.91	15	NaN	NaN	18.4	14			4	32	18	3	
