Supplementary data 2 of Hayakawa et al. (2021, The Astrophysical Journal, 919, 1) 'Stephan Prantner’s Sunspot Observations during the Dalton Minimum'. The sunspot positions have been extracted from MS A07 03 07 in Stiftsarchiv Wilten.

Reference:
Hayakawa et al. (2021) Stephan Prantner’s Sunspot Observations during the Dalton Minimum, The Astrophysical Journal, DOI: 10.3847/1538-4357/abee1b

Abb. Meaning
------------------------------------------------------------------
Folio - Folio number for the said sunspot drawing;
YYYY - Year;
MM - Month;
DD - Date;
HH - Hour of the observational time in local time;
Element - arbitrary number for individual sunspots
BB - Heliographic latitude
LL - Calculated Carrington longitude
AREA - Individual sunspot area (msh)
TOYAL AREA - Total sunspot area for the day (msh)
LCM - Heliographic longitude from the central meridian.

The data blank shows the gap of observational data for the specified observational date.
------------------------------------------------------------------




       Folio        YYYY          MM          DD          HH     ELEMENT          BB          LL        AREA  TOTAL_AREA         LCM
          03        1816          04          03         009         E02      -10.21      164.89         630        2442       -37.1
          03        1816          04          03         009         E03       -0.49      176.60         335        2442       -20.8
          03        1816          04          03         009         E04        4.10      181.71         119        2442       -13.2
          03        1816          04          03         009         E05        6.12      183.45         206        2442       -10.3
          03        1816          04          03         009         E06        6.72      179.59         477        2442       -13.2
          03        1816          04          03         009         E07        4.33      172.94         521        2442       -20.9
          04        1816          04          04         010         E01       -3.05      209.39          56        2354        13.4
          04        1816          04          04         010         E02        1.51      213.23          64        2354        19.3
          04        1816          04          04         010         E03      -12.20      164.65          45        2354       -26.7
          04        1816          04          04         010         E04       -8.46      166.80         490        2354       -22.7
          04        1816          04          04         010         E05        1.41      176.61         417        2354        -8.4
          04        1816          04          04         010         E06        5.29      180.02         389        2354        -3.0
          04        1816          04          04         010         E07        8.73      183.28         476        2354         2.0
          04        1816          04          04         010         E08        5.24      172.88         417        2354        -8.8
          05        1816          04          05         010         E01        1.00      206.75         128        3296        24.1
          05        1816          04          05         010         E02        3.81      209.36          61        3296        27.9
          05        1816          04          05         010         E03        7.93      213.07          81        3296        33.5
          05        1816          04          05         010         E04      -10.06      182.05          81        3296        -1.9
          05        1816          04          05         010         E05      -11.70      179.06          84        3296        -5.1
          05        1816          04          05         010         E06       -8.23      179.55         410        3296        -2.5
          05        1816          04          05         010         E07        2.43      188.49         733        3296        11.3
          05        1816          04          05         010         E08        9.51      195.58         670        3296        21.3
          05        1816          04          05         010         E09        6.49      191.93         424        3296        16.6
          05        1816          04          05         010         E10        6.08      186.75          29        3296        12.5
          05        1816          04          05         010         E11        5.49      184.41         171        3296        10.4
          05        1816          04          05         010         E12       -2.81      140.60          47        3296       -31.1
          05        1816          04          05         010         E13       -1.92      140.77           1        3296       -30.5
          05        1816          04          05         010         E14       -0.61      136.61         268        3296       -33.8
          05        1816          04          05         010         E15        0.77      131.69          38        3296       -38.2
          05        1816          04          05         010         E16        3.60      132.33          70        3296       -35.9
          06        1816          04          07         010         E01      -59.79      190.47           7        7980        35.1
          06        1816          04          07         010         E02       -5.00      185.58         302        7980        30.8
          06        1816          04          07         010         E03       -1.86      193.37         799        7980        38.6
          06        1816          04          07         010         E04       -4.92      163.73          24        7980         9.0
          06        1816          04          07         010         E05       -4.12      169.20         151        7980        14.4
          06        1816          04          07         010         E06       -3.53      164.71         120        7980         9.9
          06        1816          04          07         010         E07       -3.59      189.33         186        7980        34.5
          06        1816          04          07         010         E08       -2.23      166.12          80        7980        11.2
          06        1816          04          07         010         E09       -2.23      197.31         496        7980        42.5
          06        1816          04          07         010         E10       -1.05      168.79         516        7980        13.9
          06        1816          04          07         010         E11       -1.62      186.19         421        7980        31.4
          06        1816          04          07         010         E12        7.31       92.37         850        7980       -63.3
          06        1816          04          07         010         E13        2.17      132.71         479        7980       -22.6
          06        1816          04          07         010         E14       -1.18      191.08          92        7980        36.3
          06        1816          04          07         010         E15        1.04      189.36         102        7980        34.6
          06        1816          04          07         010         E16        4.63      135.89         255        7980       -19.6
          06        1816          04          07         010         E17        2.29      187.43          63        7980        32.6
          06        1816          04          07         010         E18       14.82      107.85         458        7980       -49.0
          06        1816          04          07         010         E19       11.09      151.19         582        7980        -4.8
          06        1816          04          07         010         E20       14.54      112.63         534        7980       -44.2
          06        1816          04          07         010         E21       12.86      146.66         454        7980        -9.5
          06        1816          04          07         010         E22       17.86      101.86         217        7980       -55.3
          06        1816          04          07         010         E23       19.52      107.35         792        7980       -50.1
          07        1816          04          09         010         E01      -19.05       81.89         125        8325       -44.8
          07        1816          04          09         010         E02      -18.84       90.35         201        8325       -36.6
          07        1816          04          09         010         E03       -3.15      171.29         262        8325        43.2
          07        1816          04          09         010         E04       -0.97      175.93         586        8325        48.0
          07        1816          04          09         010         E05       -1.89      140.42          93        8325        12.3
          07        1816          04          09         010         E06        2.66      186.66         832        8325        59.1
          07        1816          04          09         010         E07        2.60      194.24         434        8325        66.8
          07        1816          04          09         010         E08       -0.58      136.12         144        8325         8.0
          07        1816          04          09         010         E09        4.88      204.82        2290        8325        78.1
          07        1816          04          09         010         E10        1.18       90.29         136        8325       -38.0
          07        1816          04          09         010         E11        5.61      197.44         314        8325        70.4
          07        1816          04          09         010         E12        6.20      187.40         520        8325        60.2
          07        1816          04          09         010         E13       13.69      154.77         233        8325        27.5
          07        1816          04          09         010         E14       15.07      103.67         177        8325       -25.2
          07        1816          04          09         010         E15       14.81      152.19         171        8325        24.9
          07        1816          04          09         010         E16       15.54      148.21          71        8325        20.8
          07        1816          04          09         010         E17       16.23      106.80         131        8325       -22.1
          07        1816          04          09         010         E18       16.88      101.59          62        8325       -27.5
          07        1816          04          09         010         E19       17.86      110.24         351        8325       -18.6
          07        1816          04          09         010         E20       19.95      105.74         789        8325       -23.3
          07        1816          04          09         010         E21       22.13      100.53         403        8325       -28.9
          08        1816          04          11         012         E01       -0.31      163.03         611        3419        60.0
          08        1816          04          11         012         E02      -15.36       89.09          75        3419       -15.1
          08        1816          04          11         012         E03      -14.42       87.47          85        3419       -16.2
          08        1816          04          11         012         E04      -13.48       89.39          31        3419       -14.2
          08        1816          04          11         012         E05      -15.23       81.27          90        3419       -22.1
          08        1816          04          11         012         E06      -12.99       86.29          41        3419       -16.8
          08        1816          04          11         012         E07      -14.55       79.74          98        3419       -23.3
          08        1816          04          11         012         E08      -11.67       89.04          18        3419       -13.8
          08        1816          04          11         012         E09      -10.59       84.42         164        3419       -17.7
          08        1816          04          11         012         E10       16.80      151.05         401        3419        53.8
          08        1816          04          11         012         E11       12.78      120.91         138        3419        25.0
          08        1816          04          11         012         E12       15.28      123.94         311        3419        28.8
          08        1816          04          11         012         E13       17.02      127.39         159        3419        32.6
          08        1816          04          11         012         E14       16.27      118.67         183        3419        24.5
          08        1816          04          11         012         E15       19.39      126.99         118        3419        33.3
          08        1816          04          11         012         E16       18.93      122.89         635        3419        29.4
          08        1816          04          11         012         E17       20.34      119.74          57        3419        27.2
          08        1816          04          11         012         E18        5.65       82.79          78        3419       -13.5
          08        1816          04          11         012         E19       21.33       52.52         126        3419       -40.5
          09        1816          04          12         012         E01      -13.86       88.22         316        2082        -2.8
          09        1816          04          12         012         E02      -13.73       80.94         260        2082        -9.6
          09        1816          04          12         012         E03      -11.33       83.94         104        2082        -6.1
          09        1816          04          12         012         E04        8.51      139.80         253        2082        53.0
          09        1816          04          12         012         E05       -2.73       85.90         112        2082        -1.8
          09        1816          04          12         012         E06        8.28      109.60         254        2082        24.2
          09        1816          04          12         012         E07       10.02      112.21         162        2082        27.3
          09        1816          04          12         012         E08       11.25      114.65          92        2082        30.0
          09        1816          04          12         012         E09       13.17      114.07         127        2082        30.0
          09        1816          04          12         012         E10       13.18      110.75         290        2082        26.9
          09        1816          04          12         012         E11       19.79       53.55         112        2082       -28.5
          10        1816          04          14         010         E01      -11.81       75.60        1413        4673        11.1
          10        1816          04          14         010         E02      -14.13       65.68        1285        4673         1.0
          10        1816          04          14         010         E03       -9.11       70.41         237        4673         6.9
          10        1816          04          14         010         E04       -1.48       73.44         108        4673        11.9
          10        1816          04          14         010         E05       12.98       97.39        1067        4673        38.8
          10        1816          04          14         010         E06       16.29       97.88          69        4673        40.2
          10        1816          04          14         010         E07       17.00       94.80         388        4673        37.5
          10        1816          04          14         010         E08        7.38       29.68         106        4673       -29.4
          11        1816          04          16         013         E01      -10.76       82.73         802        4237        39.7
          11        1816          04          16         013         E02      -14.69       72.66         467        4237        28.0
          11        1816          04          16         013         E03       -9.60       75.15         182        4237        33.0
          11        1816          04          16         013         E04       11.77      108.71         629        4237        74.3
          11        1816          04          16         013         E05        3.03       80.79         202        4237        44.2
          11        1816          04          16         013         E06       15.55      104.84        1263        4237        71.5
          11        1816          04          16         013         E07       10.24      -29.67         582        4237       -60.1
          11        1816          04          16         013         E08       12.95      -37.77         110        4237       -70.0
          12        1816          04          17         007         E01      -16.48      -34.63         347        7007       -51.6
          12        1816          04          17         007         E02      -12.66      -36.11         751        7007       -54.3
          12        1816          04          17         007         E03      -14.35      -34.03         122        7007       -51.7
          12        1816          04          17         007         E04        6.32      -35.44         437        7007       -58.6
          12        1816          04          17         007         E05        8.36      -42.55         214        7007       -65.8
          12        1816          04          17         007         E06      -15.55       73.01         847        7007        50.7
          12        1816          04          17         007         E07      -13.18       86.21        1112        7007        63.3
          12        1816          04          17         007         E08      -11.68       77.40         221        7007        54.5
          12        1816          04          17         007         E09       -0.64       69.17         184        7007        44.8
          12        1816          04          17         007         E10       14.93       98.75        2772        7007        76.9
          13        1816          04          18         012         E01       -4.48       83.54         623        3076        72.5
          13        1816          04          18         012         E02        7.41       74.56         210        3076        66.0
          13        1816          04          18         012         E03      -14.60      -37.38         113        3076       -46.8
          13        1816          04          18         012         E04      -12.99      -33.40         451        3076       -42.7
          13        1816          04          18         012         E05      -14.05      -40.22          61        3076       -49.4
          13        1816          04          18         012         E06      -12.64      -42.58          21        3076       -51.5
          13        1816          04          18         012         E07       -9.85      -35.60         729        3076       -44.2
          13        1816          04          18         012         E08      -10.60      -40.85         157        3076       -49.5
          13        1816          04          18         012         E09        1.79      -27.99         542        3076       -34.2
          13        1816          04          18         012         E10        1.77      -34.89         169        3076       -41.3
          14        1816          04          19         007         E01      -17.24      328.88         196        2009       -23.5
          14        1816          04          19         007         E02      -13.55      328.97        1224        2009       -24.4
          14        1816          04          19         007         E03        1.06      323.52         191        2009       -33.0
          14        1816          04          19         007         E04        2.97      327.38         398        2009       -29.7
          15        1816          04          20         016         E01       -3.29      348.26          62        2660         4.3
          15        1816          04          20         016         E02       -3.84      344.38         118        2660         1.8
          15        1816          04          20         016         E03       -9.79      336.15         893        2660        -7.7
          15        1816          04          20         016         E04       -2.18      340.85          33        2660         1.3
          15        1816          04          20         016         E05       -7.04      331.95        1080        2660        -7.6
          15        1816          04          20         016         E06       -6.40      328.41          80        2660        -9.1
          15        1816          04          20         016         E07        8.86      333.99         320        2660         7.2
          15        1816          04          20         016         E08        8.05      330.54          74        2660         4.7
          16        1816          04          22         007         E01       -9.77      315.11         130        2383        -0.3
          16        1816          04          22         007         E02      -11.35      321.32          31        2383         6.0
          16        1816          04          22         007         E03       -9.78      318.72         220        2383         3.2
          16        1816          04          22         007         E04       -9.04      324.57         662        2383         8.7
          16        1816          04          22         007         E05       -6.67      319.82         825        2383         3.6
          16        1816          04          22         007         E06        1.16      331.86          33        2383        13.9
          16        1816          04          22         007         E07        1.44      335.87          62        2383        17.9
          16        1816          04          22         007         E08        6.41      316.68          27        2383        -2.2
          16        1816          04          22         007         E09        8.75      320.21         393        2383         0.8
          17        1816          04          23         009         E01      -13.09      325.84          29        2583        22.2
          17        1816          04          23         009         E02      -12.78      322.10          16        2583        18.5
          17        1816          04          23         009         E03      -11.88      317.84          31        2583        14.3
          17        1816          04          23         009         E04       -8.65      325.89        2085        2583        22.4
          17        1816          04          23         009         E05      -10.79      319.31          11        2583        15.8
          17        1816          04          23         009         E06      -10.28      320.33           1        2583        16.8
          17        1816          04          23         009         E07       -0.39      347.22          90        2583        44.0
          17        1816          04          23         009         E08       -0.38      340.09          43        2583        36.9
          17        1816          04          23         009         E09        3.99      329.55         277        2583        26.5
          18        1816          04          25         008         E01       -7.32      322.72         987        4383        45.7
          18        1816          04          25         008         E02       -6.34      327.68         564        4383        50.7
          18        1816          04          25         008         E03       12.16      203.09        2336        4383       -74.3
          18        1816          04          25         008         E04       10.63      321.46         496        4383        45.5
          19        1816          04          27         008         E01      -50.11      245.75           7        6949        -4.3
          19        1816          04          27         008         E02        0.01      331.77        3979        6949        81.9
          19        1816          04          27         008         E03        9.03      193.38        2963        6949       -57.7
          20        1816          04          29         007         E01      -60.26      232.55           8        2200        26.2
          20        1816          04          29         007         E02       -2.64      172.47          68        2200       -50.5
          20        1816          04          29         007         E03        1.94      178.42          99        2200       -45.7
          20        1816          04          29         007         E04        2.62      195.57          55        2200       -29.2
          20        1816          04          29         007         E05        7.59      197.76        1862        2200       -28.3
          20        1816          04          29         007         E06        9.55      191.52          82        2200       -34.8
          20        1816          04          29         007         E07        9.12      193.12          26        2200       -33.2
          21        1816          04          30         012         E01        6.87      204.42        2218        2331        -4.2
          21        1816          04          30         012         E02        0.50      180.21          53        2331       -29.5
          21        1816          04          30         012         E03        3.06      185.33          60        2331       -24.0
          22        1816          05          02         006         E01       16.72      140.09         251        2498       -47.3
          22        1816          05          02         006         E02       16.05      144.79         236        2498       -43.0
          22        1816          05          02         006         E03        3.73      162.84          31        2498       -21.3
          22        1816          05          02         006         E04        6.08      167.33          75        2498       -19.3
          22        1816          05          02         006         E05        5.29      192.52         115        2498         0.5
          22        1816          05          02         006         E06        3.49      194.40          15        2498         3.2
          22        1816          05          02         006         E07        3.20      195.93          31        2498         4.6
          22        1816          05          02         006         E08        2.96      197.86         129        2498         6.3
          22        1816          05          02         006         E09        7.06      198.40        1452        2498         4.0
          22        1816          05          02         006         E10        9.99      194.03         163        2498        -1.5
          23        1816          05          03         012         E01        2.86      190.27         233        2909        20.2
          23        1816          05          03         012         E02        4.26      194.55          28        2909        24.7
          23        1816          05          03         012         E03        6.01      196.24          52        2909        27.0
          23        1816          05          03         012         E04        4.71      186.60        1225        2909        17.6
          23        1816          05          03         012         E05        2.83      180.80         138        2909        11.5
          23        1816          05          03         012         E06       -6.36      156.83          66        2909       -14.1
          23        1816          05          03         012         E07        1.00      134.96         351        2909       -32.6
          23        1816          05          03         012         E08       14.35      103.74         816        2909       -63.6
          24        1816          05          06         010         E01      -10.73       97.49         143        2096       -33.6
          24        1816          05          06         010         E02       -6.89      139.87         119        2096         8.4
          24        1816          05          06         010         E03       -0.28      106.89         100        2096       -24.5
          24        1816          05          06         010         E04        1.06      168.85         403        2096        37.6
          24        1816          05          06         010         E05        1.87      173.65         360        2096        42.4
          24        1816          05          06         010         E06        8.39       85.36         242        2096       -46.4
          24        1816          05          06         010         E07        9.94       81.62         282        2096       -50.2
          24        1816          05          06         010         E08       10.60       86.58         192        2096       -45.3
          24        1816          05          06         010         E09       12.40       83.10         255        2096       -48.9
          25        1816          05          08         008         E01      -13.30       87.00         239         796       -14.4
          25        1816          05          08         008         E02       10.04      101.91         112         796        -6.7
          25        1816          05          08         008         E03       12.34      100.64         106         796        -8.6
          25        1816          05          08         008         E04       11.31      104.49         119         796        -4.6
          25        1816          05          08         008         E05       13.59      103.83         220         796        -5.9
          26        1816          05          11         006         E01      -18.87       44.50          42         630        -3.1
          26        1816          05          11         006         E02      -18.35       46.67          53         630        -1.9
          26        1816          05          11         006         E03        3.33       96.91         125         630        19.9
          26        1816          05          11         006         E04        5.32       97.19         154         630        18.7
          26        1816          05          11         006         E05        3.46       99.94         116         630        22.5
          26        1816          05          11         006         E06        5.77      100.68         140         630        21.5
          27        1816          05          18         006         E01      -14.63      338.23          17         263        12.0
          27        1816          05          18         006         E02      -14.16      341.53          30         263        14.3
          27        1816          05          18         006         E03        2.63      321.39         129         263       -11.8
          27        1816          05          18         006         E04      -11.41      345.11          34         263        15.4
          27        1816          05          18         006         E05        3.59      335.67          53         263        -1.2
          28        1816          05          20         006         E01      -15.63      256.92         133         210       -42.0
          28        1816          05          20         006         E02        8.15      319.58          77         210         8.4
          29        1816          05          21         006         E01      -18.15      223.09         286         375       -64.2
          29        1816          05          21         006         E02       10.35      318.79          89         375        19.5
          30        1816          05          22         006         E01       -1.78      228.62         225         551       -34.2
          30        1816          05          22         006         E02       -1.85      221.80         326         551       -41.4
          31        1816          05          24         017         E01       -1.57      228.30         288        1782       -17.7
          31        1816          05          24         017         E02       -1.83      223.08         255        1782       -21.9
          31        1816          05          24         017         E03       15.78      210.39         372        1782       -17.9
          31        1816          05          24         017         E04       12.98      177.37         867        1782       -64.5
          32        1816          05          25         006         E01      -14.81      159.42         469        3420       -78.0
          32        1816          05          25         006         E02       -5.20      176.13         754        3420       -61.9
          32        1816          05          25         006         E03      -11.66      221.67         103        3420       -14.4
          32        1816          05          25         006         E04      -10.39      225.78         221        3420       -10.8
          32        1816          05          25         006         E05        9.88      162.93        1431        3420       -77.1
          32        1816          05          25         006         E06       13.20      207.79         442        3420       -35.0
          33        1816          05          27         008         E01       -7.20      173.50         138        2214       -33.8
          33        1816          05          27         008         E02      -18.12      214.44          36        2214         9.0
          33        1816          05          27         008         E03      -15.55      217.21         341        2214        10.1
          33        1816          05          27         008         E04       19.73      153.05         103        2214       -62.5
          33        1816          05          27         008         E05       19.99      158.48         213        2214       -57.7
          33        1816          05          27         008         E06       13.06      181.40         389        2214       -34.8
          33        1816          05          27         008         E07       20.53      163.88         285        2214       -53.1
          33        1816          05          27         008         E08       20.51      174.17         324        2214       -44.1
          33        1816          05          27         008         E09       20.50      170.77          10        2214       -47.0
          33        1816          05          27         008         E10       21.06      197.00         185        2214       -24.8
          33        1816          05          27         008         E11       21.77      200.77         146        2214       -22.0
          33        1816          05          27         008         E12       23.88      197.06          18        2214       -26.1
          33        1816          05          27         008         E13       24.08      202.55          26        2214       -21.7
          34        1816          05          31         008         E01       14.54      109.06         196        1822       -52.9
          34        1816          05          31         008         E02       13.25      112.08          57        1822       -49.7
          34        1816          05          31         008         E03       14.75      112.71          60        1822       -49.6
          34        1816          05          31         008         E04        4.00      158.31         135        1822        -4.0
          34        1816          05          31         008         E05        6.18      157.54         140        1822        -5.7
          34        1816          05          31         008         E06        5.67      161.78         206        1822        -1.6
          34        1816          05          31         008         E07        6.02      179.23         131        1822        14.3
          34        1816          05          31         008         E08       12.97      171.18         731        1822         3.8
          34        1816          05          31         008         E09       14.81      216.87         166        1822        49.4
          35        1816          06          04         018         E01      -21.25      176.35         599        2990        19.3
          35        1816          06          04         018         E02      -21.58      168.54         436        2990        11.0
          35        1816          06          04         018         E03        9.42      185.07         736        2990        70.5
          35        1816          06          04         018         E04       13.25      170.01          50        2990        54.2
          35        1816          06          04         018         E05       15.58      174.35          65        2990        60.4
          35        1816          06          04         018         E06        9.61      162.91         229        2990        44.3
          35        1816          06          04         018         E07        9.07      157.65         154        2990        39.0
          35        1816          06          04         018         E08        8.89       77.42         295        2990        -7.6
          35        1816          06          04         018         E09       11.38       78.93         251        2990        -4.2
          35        1816          06          04         018         E10        8.74       73.54          97        2990       -10.1
          35        1816          06          04         018         E11        8.35       68.30          78        2990       -13.8
          36        1816          06          06         008         E01        0.15       60.67          14        1378       -18.4
          36        1816          06          06         008         E02        0.17       62.25          10        1378       -17.0
          36        1816          06          06         008         E03        1.17       61.55          16        1378       -18.0
          36        1816          06          06         008         E04       -0.08       64.46          12        1378       -14.9
          36        1816          06          06         008         E05        0.59       63.43          12        1378       -16.1
          36        1816          06          06         008         E06        1.17       62.63           4        1378       -17.1
          36        1816          06          06         008         E07       -0.39       65.93           9        1378       -13.4
          36        1816          06          06         008         E08        0.65       64.75          10        1378       -14.9
          36        1816          06          06         008         E09        2.59       62.55          23        1378       -17.8
          36        1816          06          06         008         E10        3.08       64.31          88        1378       -16.4
          36        1816          06          06         008         E11        4.32       67.85          69        1378       -13.9
          36        1816          06          06         008         E12        6.60       72.78         967        1378       -10.5
          36        1816          06          06         008         E13       -7.86      103.04          53        1378        22.9
          36        1816          06          06         008         E14       -7.33      107.62          91        1378        26.8
          37        1816          06          09         006         E01        7.02       80.17        1559        1863        31.3
          37        1816          06          09         006         E02       25.39       -2.56         159        1863        -4.7
          37        1816          06          09         006         E03       25.55       -7.45         145        1863        -7.9
          38        1816          06          10         017         E01       -7.83       92.82         246        2246        39.3
          38        1816          06          10         017         E02       16.30       76.05        1692        2246        43.0
          38        1816          06          10         017         E03        4.69      -12.72         237        2246       -20.9
          38        1816          06          10         017         E04        4.29      -17.58          71        2246       -25.1
          39        1816          06          12         006         E01       -0.25      -51.57         219        1663       -48.5
          39        1816          06          12         006         E02       -1.56      -46.45          72        1663       -42.7
          39        1816          06          12         006         E03       12.32       10.02          70        1663         0.7
          39        1816          06          12         006         E04       11.39       13.40         255        1663         4.1
          39        1816          06          12         006         E05       23.46       -4.20          53        1663       -17.3
          39        1816          06          12         006         E06       23.00       -0.80         259        1663       -14.3
          39        1816          06          12         006         E07       17.28       70.05         735        1663        59.3
          40        1816          06          13         006         E01      -15.38      324.99          33        1597       -14.4
          40        1816          06          13         006         E02       -5.30      302.82          99        1597       -40.7
          40        1816          06          13         006         E03      -14.89      328.59          61        1597       -11.2
          40        1816          06          13         006         E04       -3.05      306.99         143        1597       -37.3
          40        1816          06          13         006         E05      -24.40      366.83          52        1597        27.3
          40        1816          06          13         006         E06      -21.06      367.76          29        1597        26.6
          40        1816          06          13         006         E07       15.29      347.97          61        1597        -7.0
          40        1816          06          13         006         E08       15.02      352.41          68        1597        -2.9
          40        1816          06          13         006         E09        9.53      366.42         237        1597        12.3
          40        1816          06          13         006         E10       16.12      425.46         814        1597        73.6
          41        1816          06          14         006         E01       -2.36      272.15         160        1071       -59.7
          41        1816          06          14         006         E02       -3.99      300.15          89        1071       -30.5
          41        1816          06          14         006         E03       -3.86      301.85         143        1071       -28.9
          41        1816          06          14         006         E04      -14.03      323.15          61        1071        -4.2
          41        1816          06          14         006         E05      -13.30      325.28          48        1071        -2.6
          41        1816          06          14         006         E06       -2.55      304.01         101        1071       -27.3
          41        1816          06          14         006         E07       -2.20      306.70          28        1071       -24.8
          41        1816          06          14         006         E08      -14.77      354.36          89        1071        23.9
          41        1816          06          14         006         E09      -12.97      355.52          17        1071        24.2
          41        1816          06          14         006         E10      -12.61      356.82          30        1071        25.2
          41        1816          06          14         006         E11       14.59      344.58         191        1071         2.2
          41        1816          06          14         006         E12       11.60      358.15          59        1071        16.1
          41        1816          06          14         006         E13       11.50      359.90          55        1071        17.8
          42        1816          06          22         006         E01       12.18      237.23         482         515         0.7
          42        1816          06          22         006         E02       14.19      234.57          33         515        -2.7
          43        1816          06          25         017         E01        8.99      228.01         597         826        33.2
          43        1816          06          25         017         E02        7.70      189.31          15         826         3.4
          43        1816          06          25         017         E03        8.93      190.07          79         826         4.8
          43        1816          06          25         017         E04        7.01      188.30           4         826         2.2
          43        1816          06          25         017         E05        8.53      186.23         131         826         1.9
          44        1816          06          30         018         E01        7.33      174.86         191         684        44.7
          44        1816          06          30         018         E02        4.45       71.95         493         684       -40.7
          45        1816          07          01         017         E01        6.91      168.48         131         883        51.8
          45        1816          07          01         017         E02        7.29      164.94          66         883        48.3
          45        1816          07          01         017         E03        8.57      163.74          21         883        47.7
          45        1816          07          01         017         E04       11.29      127.85          99         883        18.3
          45        1816          07          01         017         E05       11.00      124.47         143         883        15.6
          45        1816          07          01         017         E06        7.61       74.04         423         883       -24.7
          46        1816          07          04         008         E01        8.56      -10.67        3100        5478       -78.4
          46        1816          07          04         008         E02        7.54       -0.94         137        5478       -68.4
          46        1816          07          04         008         E03        7.19        3.88         206        5478       -63.2
          46        1816          07          04         008         E04        7.74        8.78         120        5478       -58.2
          46        1816          07          04         008         E05        8.08       11.00          90        5478       -56.0
          46        1816          07          04         008         E06        9.68       16.14        1448        5478       -51.4
          46        1816          07          04         008         E07      -14.92       71.77         103        5478        11.7
          46        1816          07          04         008         E08      -15.32       74.23          62        5478        13.9
          46        1816          07          04         008         E09        6.40       74.81         212        5478         1.7
          47        1816          07          06         006         E01        6.16       -4.09          27        2629       -43.7
          47        1816          07          06         006         E02        7.32       -4.98          11        2629       -45.0
          47        1816          07          06         006         E03        8.20       -0.62         420        2629       -41.2
          47        1816          07          06         006         E04        4.77        7.55         128        2629       -31.9
          47        1816          07          06         006         E05        5.51        5.16          26        2629       -34.5
          47        1816          07          06         006         E06        7.69        4.59          12        2629       -36.0
          47        1816          07          06         006         E07        6.80        6.67          12        2629       -33.7
          47        1816          07          06         006         E08        5.02       12.38          65        2629       -27.6
          47        1816          07          06         006         E09        6.12       10.65          23        2629       -29.7
          47        1816          07          06         006         E10        9.24        4.76          15        2629       -36.6
          47        1816          07          06         006         E11        7.79        7.53           6        2629       -33.4
          47        1816          07          06         006         E12        7.03        8.69           2        2629       -32.0
          47        1816          07          06         006         E13        8.98        6.23          17        2629       -35.1
          47        1816          07          06         006         E14        5.83       14.41         187        2629       -26.2
          47        1816          07          06         006         E15        6.54       19.36        1215        2629       -22.2
          47        1816          07          06         006         E16      -15.98       61.18          97        2629        25.1
          47        1816          07          06         006         E17      -15.72       64.23         149        2629        27.4
          47        1816          07          06         006         E18        4.76       82.93         217        2629        31.9
          48        1816          07          07         018         E01      -12.10       64.38         147        2683        16.2
          48        1816          07          07         018         E02        5.89       83.31         365        2683        45.9
          48        1816          07          07         018         E03        7.93       31.47          18        2683         3.1
          48        1816          07          07         018         E04        7.88       26.49        1460        2683        -0.7
          48        1816          07          07         018         E05        9.50       31.66          36        2683         4.2
          48        1816          07          07         018         E06       10.47       30.52          43        2683         4.0
          48        1816          07          07         018         E07        4.33       23.15          14        2683        -5.6
          48        1816          07          07         018         E08        4.40       20.12          58        2683        -7.8
          48        1816          07          07         018         E09        5.30       21.75           9        2683        -6.0
          48        1816          07          07         018         E10        6.29       20.87          18        2683        -6.0
          48        1816          07          07         018         E11        4.67       16.97          36        2683       -10.0
          48        1816          07          07         018         E12        3.33       15.54          18        2683       -12.0
          48        1816          07          07         018         E13        5.54       18.02          11        2683        -8.6
          48        1816          07          07         018         E14        7.68       20.45          11        2683        -5.3
          48        1816          07          07         018         E15        7.12       18.95           6        2683        -6.8
          48        1816          07          07         018         E16       10.40       22.16          18        2683        -2.2
          48        1816          07          07         018         E17        9.63       20.45           8        2683        -4.0
          48        1816          07          07         018         E18       10.49       20.75           6        2683        -3.2
          48        1816          07          07         018         E19       10.18       19.76           4        2683        -4.2
          48        1816          07          07         018         E20       11.53       19.52           6        2683        -3.4
          48        1816          07          07         018         E21       10.84       18.59           3        2683        -4.6
          48        1816          07          07         018         E22        8.97       15.91           3        2683        -7.9
          48        1816          07          07         018         E23        7.85       11.36         369        2683       -12.1
          48        1816          07          07         018         E24       10.68       16.54          16        2683        -6.2
          49        1816          07          10         006         E01        8.93      359.71         177        1596         3.7
          49        1816          07          10         006         E02       13.35      357.72         284        1596        -0.7
          49        1816          07          10         006         E03        9.07      363.86         155        1596         6.8
          49        1816          07          10         006         E04      -12.08      395.41          79        1596        45.7
          49        1816          07          10         006         E05      -12.23      398.78          95        1596        48.7
          49        1816          07          10         006         E06       10.54      370.02         806        1596        10.8
          50        1816          07          14         016         E01        6.51      361.52         498        1875        60.0
          50        1816          07          14         016         E02       11.11      375.64        1002        1875        75.9
          50        1816          07          14         016         E03      -11.61      255.71         375        1875       -44.7
          51        1816          07          18         006         E01        5.50      219.31         232         651       -23.2
          51        1816          07          18         006         E02       -6.91      258.30         135         651        17.1
          51        1816          07          18         006         E03       -3.12      260.67         284         651        17.2
          52        1816          07          19         006         E01         NaN         NaN           0         875         NaN
          52        1816          07          19         006         E02       -6.10      268.91         198         875        20.7
          52        1816          07          19         006         E03       -2.75      271.36         274         875        25.4
