Supplementary data 2 of Hayakawa et al. (2021, The Astrophysical Journal, 919, 1) 'Stephan Prantner’s Sunspot Observations during the Dalton Minimum'. The sunspot positions have been extracted from MS A07 03 07 in Stiftsarchiv Wilten.

Reference:
Hayakawa et al. (2021) Stephan Prantner’s Sunspot Observations during the Dalton Minimum, The Astrophysical Journal, DOI: 10.3847/1538-4357/abee1b

Abb. Meaning
------------------------------------------------------------------
Folio - Folio number for the said sunspot drawing;
YYYY - Year;
MM - Month;
DD - Date;
HH - Hour of the observational time in local time;
Element - arbitrary number for individual sunspots
BB - Heliographic latitude
LL - Calculated Carrington longitude
AREA - Individual sunspot area (msh)
TOYAL AREA - Total sunspot area for the day (msh)
LCM - Heliographic longitude from the central meridian.

The data blank shows the gap of observational data for the specified observational date.
------------------------------------------------------------------




       Folio        YYYY          MM          DD          HH     ELEMENT          BB          LL        AREA  TOTAL_AREA         LCM
          52        1816          07          19         006         E04       12.47      235.46         209         875         7.6
          52        1816          07          19         006         E05        3.02      170.55         194         875       -52.3
          53        1816          07          21         006         E01      -11.12      270.74         399         824        58.6
          53        1816          07          21         006         E02        7.70      226.87         180         824        19.7
          53        1816          07          21         006         E03       -9.29      176.39         127         824       -32.6
          53        1816          07          21         006         E04       -9.31      170.75         118         824       -37.5
          54        1816          07          29         007         E01       13.29       48.51         202         531       -44.7
          54        1816          07          29         007         E02       13.58       53.30         329         531       -40.4
          55        1816          07          31         006         E01      -23.13       26.05         120         854       -13.8
          55        1816          07          31         006         E02      -22.31       31.88         237         854        -9.0
          55        1816          07          31         006         E03        3.38       14.22         195         854       -49.2
          55        1816          07          31         006         E04        9.36       51.03          47         854       -18.6
          55        1816          07          31         006         E05       10.84       54.07         255         854       -17.3
          56        1816          08          02         008         E01      -15.07       33.20          92         709         8.4
          56        1816          08          02         008         E02      -15.46       36.69          88         709        10.9
          56        1816          08          02         008         E03      -13.05       36.31          73         709         8.6
          56        1816          08          02         008         E04       10.61       19.17         197         709       -22.0
          56        1816          08          02         008         E05       11.20       49.18          44         709        -2.6
          56        1816          08          02         008         E06       12.98       52.51         215         709        -2.0
          57        1816          08          07         008         E01         NaN         NaN           0         479         NaN
          57        1816          08          07         008         E02        6.68      382.22         147         479        19.7
          57        1816          08          07         008         E03        8.11      414.52         332         479        49.7
          58        1816          08          08         008         E01        8.09      326.83         134         396        -1.8
          58        1816          08          08         008         E02       18.42      361.87         160         396         9.9
          58        1816          08          08         008         E03        4.24      377.04         102         396        35.1
          59        1816          08          12         007         E01        9.55      320.16         112         454        24.0
          59        1816          08          12         007         E02       11.69      318.84          60         454        20.7
          59        1816          08          12         007         E03       10.88      319.55          35         454        22.1
          59        1816          08          12         007         E04       11.67      323.55         126         454        24.2
          59        1816          08          12         007         E05       11.09      327.30         121         454        27.9
          61        1816          08          28         008         E01        7.88       -3.93          59         288       -50.6
          61        1816          08          28         008         E02        8.09        1.37         229         288       -44.0
          62        1816          09          02         008         E01       16.97      339.90          63         542       -18.2
          62        1816          09          02         008         E02       15.20      344.44         109         542       -14.0
          62        1816          09          02         008         E03       -0.95      364.53          90         542        10.8
          62        1816          09          02         008         E04        0.15      365.97          87         542        10.8
          62        1816          09          02         008         E05       -3.22      369.63          93         542        15.7
          62        1816          09          02         008         E06       -3.69      371.74          56         542        17.3
          62        1816          09          02         008         E07       -1.60      370.86          44         542        15.1
          63        1816          09          04         016         E01      -15.32      297.29          50         274       -38.2
          63        1816          09          04         016         E02      -14.63      295.99          71         274       -39.3
          63        1816          09          04         016         E03       24.26      357.34         153         274        28.3
          64        1816          09          10         008         E01      -14.92      212.19         267         988        -0.2
          64        1816          09          10         008         E02      -16.86      214.17          13         988         3.4
          64        1816          09          10         008         E03      -17.68      216.45          43         988         5.7
          64        1816          09          10         008         E04      -15.16      215.86          31         988         2.3
          64        1816          09          10         008         E05      -15.21      222.35         182         988         5.9
          64        1816          09          10         008         E06      -13.82      226.45          57         988         6.5
          64        1816          09          10         008         E07      -15.51      229.09         181         988         9.6
          64        1816          09          10         008         E08      -12.22      229.13          59         988         6.2
          64        1816          09          10         008         E09      -11.09      232.71          31         988         6.9
          64        1816          09          10         008         E10      -11.41      234.39          24         988         8.1
          64        1816          09          10         008         E11      -11.67      235.59          31         988         8.9
          64        1816          09          10         008         E12      -11.85      237.40          34         988        10.0
          64        1816          09          10         008         E13      -12.57      239.06          35         988        11.5
          65        1816          09          13         015         E01      -12.76      234.39         205        2686        23.0
          65        1816          09          13         015         E02      -10.56      209.07         107        2686        -3.2
          65        1816          09          13         015         E03      -10.57      225.45         181        2686        13.7
          65        1816          09          13         015         E04       -9.24      216.68         191        2686         4.7
          65        1816          09          13         015         E05       -8.18      231.28         763        2686        19.6
          65        1816          09          13         015         E06       -9.05      235.49         411        2686        24.0
          65        1816          09          13         015         E07       -9.71      219.42          12        2686         7.5
          65        1816          09          13         015         E08       -9.66      208.76           0        2686        -3.5
          65        1816          09          13         015         E09       -9.51      221.56          11        2686         9.7
          65        1816          09          13         015         E10       -9.08      227.50          33        2686        15.8
          65        1816          09          13         015         E11       -8.89      225.95          18        2686        14.2
          65        1816          09          13         015         E12       -8.83      222.90          17        2686        11.1
          65        1816          09          13         015         E13       -7.90      220.54          28        2686         8.6
          65        1816          09          13         015         E14       -7.98      219.35          14        2686         7.4
          65        1816          09          13         015         E15       -7.80      224.66          11        2686        12.8
          65        1816          09          13         015         E16       -7.57      226.76          16        2686        15.0
          65        1816          09          13         015         E17       -6.96      222.61          58        2686        10.7
          65        1816          09          13         015         E18       -6.96      217.29          11        2686         5.3
          65        1816          09          13         015         E19       -6.90      224.01           6        2686        12.1
          65        1816          09          13         015         E20       -6.41      219.13          10        2686         7.2
          65        1816          09          13         015         E21       -5.19      226.04         133        2686        14.2
          65        1816          09          13         015         E22       -5.48      218.64          21        2686         6.6
          65        1816          09          13         015         E23       -5.62      217.28           9        2686         5.2
          65        1816          09          13         015         E24       -5.60      221.36          12        2686         9.4
          65        1816          09          13         015         E25       -6.77      253.35          59        2686        42.0
          65        1816          09          13         015         E26       -5.20      222.61          15        2686        10.7
          65        1816          09          13         015         E27       -4.88      223.54           7        2686        11.6
          65        1816          09          13         015         E28       -3.96      221.06          58        2686         9.1
          65        1816          09          13         015         E29       -3.63      176.18         171        2686       -36.4
          65        1816          09          13         015         E30       -3.77      173.60          98        2686       -39.0
          66        1816          09          14         008         E01        2.67      157.89         118        4711       -20.0
          66        1816          09          14         008         E02       -2.78      164.98          65        4711        -9.5
          66        1816          09          14         008         E03       -1.22      165.70          52        4711       -10.6
          66        1816          09          14         008         E04       -1.93      168.26         360        4711        -8.2
          66        1816          09          14         008         E05       -9.64      199.24         119        4711        15.0
          66        1816          09          14         008         E06      -10.39      208.28        1513        4711        19.9
          66        1816          09          14         008         E07       -5.70      206.02         151        4711        14.8
          66        1816          09          14         008         E08       -7.21      208.96          92        4711        17.5
          66        1816          09          14         008         E09      -11.72      216.52         122        4711        25.2
          66        1816          09          14         008         E10      -13.27      218.25         112        4711        27.4
          66        1816          09          14         008         E11       -7.99      215.49         172        4711        21.4
          66        1816          09          14         008         E12      -10.14      219.62         279        4711        25.4
          66        1816          09          14         008         E13       -8.95      224.24        1162        4711        26.9
          66        1816          09          14         008         E14      -12.20      226.62         394        4711        31.0
          67        1816          09          15         009         E01        6.25      143.90         112        5285       -27.5
          67        1816          09          15         009         E02        2.68      157.05         348        5285       -14.2
          67        1816          09          15         009         E03      -11.64      214.56        2389        5285        32.5
          67        1816          09          15         009         E04       -6.74      216.53         103        5285        29.9
          67        1816          09          15         009         E05       -8.91      219.42         192        5285        33.5
          67        1816          09          15         009         E06      -11.08      222.92         149        5285        37.7
          67        1816          09          15         009         E07       -7.24      221.36          94        5285        33.6
          67        1816          09          15         009         E08      -12.06      227.73         244        5285        42.0
          67        1816          09          15         009         E09       -9.54      230.55        1654        5285        42.2
          68        1816          09          16         007         E01        5.28      157.32         364        6487        -2.1
          68        1816          09          16         007         E02        3.56      159.17          14        6487         0.2
          68        1816          09          16         007         E03        4.43      160.36          67        6487        -0.4
          68        1816          09          16         007         E04        4.93      162.24          29        6487        -0.4
          68        1816          09          16         007         E05        4.24      163.41          42        6487         0.6
          68        1816          09          16         007         E06      -11.18      195.81         257        6487        24.2
          68        1816          09          16         007         E07      -15.47      204.48        2303        6487        31.7
          68        1816          09          16         007         E08       -5.54      204.45          69        6487        21.4
          68        1816          09          16         007         E09       -6.41      205.53          20        6487        22.8
          68        1816          09          16         007         E10       -8.27      207.13         106        6487        25.4
          68        1816          09          16         007         E11       -9.97      207.88          31        6487        27.5
          68        1816          09          16         007         E12      -11.58      210.85         323        6487        30.6
          68        1816          09          16         007         E13       -9.15      210.15          19        6487        27.6
          68        1816          09          16         007         E14       -8.06      209.91          24        6487        26.3
          68        1816          09          16         007         E15       -9.24      212.23         128        6487        28.7
          68        1816          09          16         007         E16       -8.71      221.80        2691        6487        33.3
          69        1816          09          17         008         E01        6.43      137.21         217        7496       -10.9
          69        1816          09          17         008         E02        8.21      137.87          27        7496       -12.0
          69        1816          09          17         008         E03        6.19      141.43         210        7496        -8.3
          69        1816          09          17         008         E04        3.70      145.09         144        7496        -4.1
          69        1816          09          17         008         E05        1.51      147.97         191        7496        -0.7
          69        1816          09          17         008         E06        6.66      145.72         313        7496        -6.4
          69        1816          09          17         008         E07       -0.87      150.76          79        7496         2.9
          69        1816          09          17         008         E08        2.14      149.33          16        7496        -0.5
          69        1816          09          17         008         E09       -4.00      202.68        1769        7496        33.7
          69        1816          09          17         008         E10       -2.34      208.12         143        7496        36.2
          69        1816          09          17         008         E11       -0.32      208.23         157        7496        34.3
          69        1816          09          17         008         E12       -1.67      211.44         207        7496        38.3
          69        1816          09          17         008         E13       -3.95      215.59         481        7496        44.2
          69        1816          09          17         008         E14       -1.28      216.81         142        7496        42.8
          69        1816          09          17         008         E15       -3.58      226.91        3400        7496        56.3
          70        1816          09          19         016         E01        2.39      156.59         142        1245        23.5
          70        1816          09          19         016         E02        2.55      152.51         167        1245        19.4
          70        1816          09          19         016         E03        5.44      154.60         176        1245        21.5
          70        1816          09          19         016         E04        5.99      148.28         235        1245        15.3
          70        1816          09          19         016         E05       17.42       84.73         281        1245       -46.0
          70        1816          09          19         016         E06       20.31       92.35         244        1245       -38.1
          71        1816          09          23         013         E01       12.24       70.00         198        1769       -11.2
          71        1816          09          23         013         E02       12.56       72.73          70        1769        -8.9
          71        1816          09          23         013         E03       16.26       70.19         345        1769       -12.6
          71        1816          09          23         013         E04       13.88       74.57          81        1769        -7.7
          71        1816          09          23         013         E05       13.33       78.87          80        1769        -3.6
          71        1816          09          23         013         E06       16.39       76.16          50        1769        -7.2
          71        1816          09          23         013         E07       16.84       81.64         346        1769        -2.5
          71        1816          09          23         013         E08       16.90       78.19          26        1769        -5.7
          71        1816          09          23         013         E09       18.36       86.28         573        1769         0.9
          72        1816          09          28         006         E01       13.47      -31.19         243        2469       -32.3
          72        1816          09          28         006         E02       13.43      -11.19         598        2469       -18.5
          72        1816          09          28         006         E03       17.38       -1.35         162        2469       -16.6
          72        1816          09          28         006         E04       12.43        2.14         326        2469       -10.6
          72        1816          09          28         006         E05       -2.16       88.90        1140        2469        63.8
          73        1816          10          03         009         E01      -13.72      244.32         898        5063       -44.7
          73        1816          10          03         009         E02       -7.48      264.65        1197        5063       -24.6
          73        1816          10          03         009         E03      -10.02      265.14          47        5063       -22.1
          73        1816          10          03         009         E04        3.45      244.51         188        5063       -54.2
          73        1816          10          03         009         E05       -9.28      267.87          51        5063       -20.0
          73        1816          10          03         009         E06        8.17      239.05          96        5063       -62.4
          73        1816          10          03         009         E07        8.26      246.36         130        5063       -54.1
          73        1816          10          03         009         E08        5.60      252.49          76        5063       -46.1
          73        1816          10          03         009         E09       -2.51      270.10         114        5063       -23.1
          73        1816          10          03         009         E10       -3.27      272.55         142        5063       -20.3
          73        1816          10          03         009         E11        9.99      255.95        1146        5063       -44.7
          73        1816          10          03         009         E12        9.12      319.30         180        5063         5.7
          73        1816          10          03         009         E13       10.44      339.25         611        5063        18.9
          73        1816          10          03         009         E14       12.41      350.03         150        5063        25.7
          73        1816          10          03         009         E15       12.32      353.10          37        5063        28.4
          74        1816          10          05         009         E01      -18.50      227.50         330        7697       -26.7
          74        1816          10          05         009         E02      -13.49      234.44         707        7697       -23.5
          74        1816          10          05         009         E03      -10.37      253.48         702        7697        -8.4
          74        1816          10          05         009         E04        8.69      223.87         326        7697       -49.9
          74        1816          10          05         009         E05       12.24      225.02         254        7697       -50.3
          74        1816          10          05         009         E06      -23.25      273.57         257        7697        17.2
          74        1816          10          05         009         E07       12.66      236.00         768        7697       -39.8
          74        1816          10          05         009         E08      -23.21      279.11         204        7697        20.6
          74        1816          10          05         009         E09        0.90      266.66         266        7697        -6.7
          74        1816          10          05         009         E10       13.39      252.37         166        7697       -26.2
          74        1816          10          05         009         E11       18.12      246.65          46        7697       -33.6
          74        1816          10          05         009         E12       16.52      251.97         767        7697       -28.5
          74        1816          10          05         009         E13       14.63      258.02         341        7697       -22.6
          74        1816          10          05         009         E14        5.96      268.39         257        7697        -9.1
          74        1816          10          05         009         E15        1.97      275.06        1063        7697        -1.4
          74        1816          10          05         009         E16       22.05      315.38         350        7697        10.6
          74        1816          10          05         009         E17       16.73      346.37         893        7697        44.8
          75        1816          10          06         009         E01      -13.80      219.27         195        7649       -25.5
          75        1816          10          06         009         E02       -7.65      217.88         203        7649       -32.2
          75        1816          10          06         009         E03       -7.53      225.49         579        7649       -24.2
          75        1816          10          06         009         E04       -8.55      242.74         954        7649        -7.9
          75        1816          10          06         009         E05      -27.79      258.34          83        7649        19.9
          75        1816          10          06         009         E06      -23.85      258.74          63        7649        16.6
          75        1816          10          06         009         E07      -25.23      265.09         284        7649        21.8
          75        1816          10          06         009         E08       13.88      227.35         104        7649       -36.4
          75        1816          10          06         009         E09       17.56      224.76          86        7649       -40.7
          75        1816          10          06         009         E10       13.54      233.52          85        7649       -30.9
          75        1816          10          06         009         E11       18.05      229.93         638        7649       -36.5
          75        1816          10          06         009         E12       14.12      236.40          97        7649       -28.9
          75        1816          10          06         009         E13       17.23      237.06         732        7649       -30.3
          75        1816          10          06         009         E14        1.64      262.41         188        7649        -0.9
          75        1816          10          06         009         E15       11.32      251.68          49        7649       -15.4
          75        1816          10          06         009         E16       19.98      241.74          73        7649       -28.4
          75        1816          10          06         009         E17       17.76      246.61          74        7649       -23.4
          75        1816          10          06         009         E18        4.89      262.90         375        7649        -2.8
          75        1816          10          06         009         E19       20.16      245.42         102        7649       -25.8
          75        1816          10          06         009         E20       16.47      251.92         242        7649       -18.7
          75        1816          10          06         009         E21       13.82      253.50          65        7649       -15.8
          75        1816          10          06         009         E22       19.18      249.37         111        7649       -22.3
          75        1816          10          06         009         E23        1.56      270.43         962        7649         4.8
          75        1816          10          06         009         E24       17.79      254.84         202        7649       -17.5
          75        1816          10          06         009         E25       20.46      313.47         163        7649        20.8
          75        1816          10          06         009         E26       17.05      348.22         940        7649        68.1
          76        1816          10          14         009         E01       -1.60      230.34         515        2483        55.6
          76        1816          10          14         009         E02       -4.66      243.86        1968        2483        78.1
          77        1816          10          16         009         E01       16.82      119.93         274         829       -18.6
          77        1816          10          16         009         E02       12.88      129.28         555         829       -10.1
          78        1816          10          23         012         E01        8.10       -3.06         493         493       -45.5
          79        1816          10          28         012         E01      -16.11      286.64         199        2120       -43.6
          79        1816          10          28         012         E02      -10.96      280.36        1236        2120       -52.3
          79        1816          10          28         012         E03      -10.41      288.80          71        2120       -43.0
          79        1816          10          28         012         E04       20.24      266.93         401        2120       -70.8
          79        1816          10          28         012         E05       -0.94      357.53         213        2120        19.6
          80        1816          11          03         010         E01         NaN         NaN           0        2863         NaN
          80        1816          11          03         010         E02        5.98      236.16         223        2863       -17.5
          80        1816          11          03         010         E03      -10.41      272.77        2093        2863        19.7
          80        1816          11          03         010         E04       -9.52      285.16         107        2863        27.6
          80        1816          11          03         010         E05       18.40      270.62         440        2863        -3.7
          81        1816          11          12         013         E01        6.31      176.10         122        1034        32.7
          81        1816          11          12         013         E02        9.00      172.00         499        1034        27.9
          81        1816          11          12         013         E03        8.16      178.89          38        1034        34.9
          81        1816          11          12         013         E04        7.92      182.64         183        1034        38.7
          81        1816          11          12         013         E05       10.12      185.99         192        1034        41.4
          82        1816          11          18         013         E01       13.32        7.03         105         775       -54.9
          82        1816          11          18         013         E02       12.48       16.28         337         775       -45.9
          82        1816          11          18         013         E03       13.38       10.66         142         775       -51.5
          82        1816          11          18         013         E04       15.71        5.33         191         775       -56.9
          83        1826          03          05         008         E01       -9.63      216.96         160        2213       -45.8
          83        1826          03          05         008         E02       -9.47      222.72          48        2213       -40.3
          83        1826          03          05         008         E03       -5.71      221.26          70        2213       -43.2
          83        1826          03          05         008         E04       -1.62      225.56          74        2213       -40.8
          83        1826          03          05         008         E05       -2.16      228.22          20        2213       -38.1
          83        1826          03          05         008         E06       -1.33      234.02          26        2213       -33.0
          83        1826          03          05         008         E07       -0.18      232.79          68        2213       -34.7
          83        1826          03          05         008         E08       -1.62      240.19          58        2213       -27.3
          83        1826          03          05         008         E09       -0.54      238.08          46        2213       -29.7
          83        1826          03          05         008         E10      -16.75      319.12        1309        2213        50.8
          83        1826          03          05         008         E11      -12.36      322.30         101        2213        53.3
          83        1826          03          05         008         E12      -12.61      326.19         233        2213        57.2
          84        1826          03          09         016         E01      -31.56      212.99         131        2317       -21.3
          84        1826          03          09         016         E02      -29.08      213.02         321        2317       -19.1
          84        1826          03          09         016         E03      -29.51      208.39          43        2317       -21.8
          84        1826          03          09         016         E04      -27.14      209.99          20        2317       -19.1
          84        1826          03          09         016         E05      -27.96      208.40          22        2317       -20.6
          84        1826          03          09         016         E06      -27.92      205.95          31        2317       -21.8
          84        1826          03          09         016         E07      -25.62      206.71          51        2317       -19.6
          84        1826          03          09         016         E08      -31.18      201.39          26        2317       -26.9
          84        1826          03          09         016         E09      -25.99      201.10        1672        2317       -23.0
          85        1826          03          22         009         E01      -48.62       53.73          11        1528        15.6
          85        1826          03          22         009         E02        0.48       48.85         328        1528         4.1
          85        1826          03          22         009         E03        1.21       51.26          41        1528         6.4
          85        1826          03          22         009         E04        1.94       52.95          45        1528         8.0
          85        1826          03          22         009         E05       14.20       -2.24         242        1528       -49.0
          85        1826          03          22         009         E06       14.25        6.45         359        1528       -40.5
          85        1826          03          22         009         E07       13.99        0.72         170        1528       -46.1
          85        1826          03          22         009         E08       14.10        3.44         102        1528       -43.4
          85        1826          03          22         009         E09       14.29        9.15         160        1528       -37.8
          85        1826          03          22         009         E10       15.68        5.42          70        1528       -41.8
          86        1826          10          02         008         E01      -27.84      306.50        3588        4395        15.5
          86        1826          10          02         008         E02        2.64      392.23         470        4395        19.7
          86        1826          10          02         008         E03       -0.50      396.50         172        4395        25.2
          86        1826          10          02         008         E04       -1.06      400.63          80        4395        28.4
          86        1826          10          02         008         E05       -0.58      403.87          85        4395        30.2
          87        1827          04          03         014         E01      -35.94      142.57          23        3438         3.9
          87        1827          04          03         014         E02      -38.18      139.47          13        3438        -0.6
          87        1827          04          03         014         E03      -41.66      135.71          14        3438        -6.7
          87        1827          04          03         014         E04      -39.83      137.31          16        3438        -3.8
          87        1827          04          03         014         E05      -35.98      140.41          13        3438         2.3
          87        1827          04          03         014         E06      -37.49      138.25          12        3438        -0.7
          87        1827          04          03         014         E07      -38.26      131.15         590        3438        -6.1
          87        1827          04          03         014         E08      -30.04      136.17        1318        3438         4.9
          87        1827          04          03         014         E09      -30.57      126.83          63        3438        -2.3
          87        1827          04          03         014         E10      -30.19      122.13         743        3438        -5.3
          87        1827          04          03         014         E11      -30.34      125.25          76        3438        -3.2
          87        1827          04          03         014         E12       10.38      174.93         557        3438        66.9
          88        1844          07          31         006         E01      -22.83       22.75         872        4376       -40.6
          88        1844          07          31         006         E02      -20.14       49.92         392        4376        -9.5
          88        1844          07          31         006         E03      -17.26       48.26          33        4376       -14.0
          88        1844          07          31         006         E04      -13.72       49.50         993        4376       -16.2
          88        1844          07          31         006         E05      -19.70       53.47          15        4376        -6.8
          88        1844          07          31         006         E06      -17.46       54.54          96        4376        -8.1
          88        1844          07          31         006         E07      -15.77       52.95          33        4376       -11.1
          88        1844          07          31         006         E08      -18.43       58.90         254        4376        -3.6
          88        1844          07          31         006         E09      -13.29       56.28         500        4376       -10.5
          88        1844          07          31         006         E10      -16.37       59.79          54        4376        -4.8
          88        1844          07          31         006         E11      -14.88       58.93          28        4376        -6.8
          88        1844          07          31         006         E12      -14.52       62.79         478        4376        -4.0
          88        1844          07          31         006         E13       -9.94       80.50         283        4376         5.3
          88        1844          07          31         006         E14       26.21       82.00         190        4376       -19.6
          88        1844          07          31         006         E15       27.52       91.32         155        4376       -14.8
          89        1844          08          21         006         E01       -2.88      178.70         151         935        12.1
          89        1844          08          21         006         E02        5.74      173.00          44         935         1.8
          89        1844          08          21         006         E03        1.47      177.13         449         935         7.6
          89        1844          08          21         006         E04        5.22      173.91           0         935         2.7
          89        1844          08          21         006         E05        0.59      181.25         114         935        10.8
          89        1844          08          21         006         E06        0.12      183.78          68         935        12.6
          89        1844          08          21         006         E07       -0.44      186.37         109         935        14.6
