YYYY MM DD HH MI T  Book_num Image_num     LO    BO W_limb E_limb X_diaa X_diab Y_dia spt_Xa spt_Xb spt_Y   CMD LLL.L BBB.B   N S  In  Ob Rdr D C
1769 10 08 10 51 1  book6 IMG_6610.jpg    7.0   6.1 125016 125225 02 09 10.68 01 00  8.65 -14.4 352.6 -29.9   l 0  MA   K CSJ b 0
1769 10 09 10 40 1  book6 IMG_6612.jpg  353.9   6.0 124244 124454 02 10 10.61 00 49  8.43  -3.0 350.8 -33.5   l 0  MA   S CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 00 26  7.25  25.5 353.1 -30.5   a 0  MA   K CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 00 29  7.41  21.6 349.1 -30.7   b 0  MA   K CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 01 10  7.39 -15.1 312.5 -11.8   2 1  MA   K CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 01 13  7.26 -16.9 310.7  -9.3   1 1  MA   K CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 01 31  8.06 -38.0 289.6 -10.8   c 0  MA   K CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 01 43  8.76 -59.1 268.5 -14.4   d 0  MA   K CSJ b 0
1769 10 11 10 31 1  book6 IMG_6613.jpg  327.6   5.9 124216 124424 02 08 10.69 02 02  6.20 -67.7 259.9  17.6   r 1  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 00 18  6.82  36.8 351.2 -30.5   a 0  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 00 21  6.93  32.5 346.9 -30.1   b 0  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 01 14  4.24  -3.0 311.4  20.3   g 1  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 01 20  4.18  -8.0 306.4  23.4   h 1  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 01 20  7.48 -24.3 290.1  -9.3   c 0  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 01 33  4.58 -22.2 292.3  24.5   k 1  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 01 38  4.58 -27.5 287.0  26.4   l 1  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 01 38  8.46 -49.5 265.0 -13.2   d 0  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 02 03  6.36 -71.3 243.1  15.6   r 0  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 02 05  6.25 -76.8 237.6  17.0   m 0  MA   K CSJ b 0
1769 10 12 10 25 1  book6 IMG_6614.jpg  314.4   5.8 123953 124201 02 08 10.63 02 07  6.30   NaN   NaN   NaN   y 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 00 11  6.30  48.7 349.9 -28.9   a 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 00 13  6.54  45.0 346.2 -30.4   b 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 01 05  7.06  -9.1 292.1 -11.3   c 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 01 22  8.19 -30.4 270.8 -16.4   d 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 01 26  5.14 -17.1 284.0  15.7   h 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 01 56  6.28 -55.3 245.9  14.5   r 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 01 59  6.26 -60.1 241.0  15.5   m 0  MA   K CSJ b 0
1769 10 13 10 34 1  none none           301.2   5.7 125214 125423 02 09 10.62 02 04  6.28 -70.9 230.2  16.4   y 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 00 04  6.00  64.6 352.4 -29.8   a 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 00 07  6.15  56.9 344.7 -29.4   b 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 00 53  6.57   3.6 291.4 -11.2   c 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 08  3.86   5.1 292.9  21.2   g 1  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 10  7.59 -15.4 272.4 -14.7   e 1  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 12  7.85 -18.7 269.1 -16.6   d 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 15  4.62  -4.7 283.2  16.5   h 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 16  7.86 -22.1 265.7 -15.1   f 1  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 20  4.95 -10.4 277.4  15.2   k 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 26  5.06 -16.1 271.7  16.4   l 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 26  7.86 -30.7 257.1 -11.3   n 1  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 48  5.98 -42.0 245.9  15.0   r 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 50  5.98 -44.4 243.4  15.7   m 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 51  6.21 -46.6 241.2  13.7   y 0  MA   K CSJ b 0
1769 10 14 10 50 1  book6 IMG_6616.jpg  287.8   5.7 131310 131520 02 10 10.67 01 58  5.75 -54.7 233.2  20.5   z 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 00 03  5.34  68.1 342.7 -23.7   a 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 00 55  4.21  13.2 287.8  12.2   h 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 00 58  7.18  -4.1 270.5 -15.7   d 0  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 01  4.21   8.3 283.0  14.7   k 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 02  4.11   8.1 282.7  16.1   g 0  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 06  7.04  -9.8 264.8 -11.0   n 0  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 29  6.10 -24.3 250.4   7.0   2 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 30  5.01 -20.3 254.3  18.2   1 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 36  5.44 -27.9 246.8  16.1   r 0  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 39  5.48 -31.1 243.6  16.8   m 0  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 44  6.19 -39.5 235.1  11.3   5 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 47  6.34 -43.6 231.0  10.8   4 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 48  6.10 -43.7 231.0  13.6   3 1  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 49  5.54 -42.6 232.0  19.6   y 0  MA   K CSJ b 0
1769 10 15 10 51 1  book6 IMG_6618.jpg  274.6   5.6 131719 131928 02 09 10.59 01 51  5.77 -46.1 228.6  17.9   z 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 36  2.81  39.8 261.7  17.0   2 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 38  2.86  37.5 259.4  17.4   1 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 41  3.14  32.5 254.4  16.1   b 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 47  3.38  25.6 247.5  16.4   r 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 48  3.62  23.2 245.1  14.5   4 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 50  3.27  23.8 245.7  18.7   m 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 55  6.84   1.0 222.9 -13.9   e 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 00 55  7.09  -0.2 221.7 -16.4   c 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 06  4.19   5.2 227.1  16.4   y 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 12  4.19   0.3 222.2  18.8   z 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 20  3.57  -3.4 218.4  28.4   3 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 21  4.54  -9.0 212.9  18.8  æ 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 21  8.11 -27.7 194.2 -16.8   d 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 31  8.36 -38.7 183.2 -15.8   x 1  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 01 43  9.29 -66.0 155.9 -22.5   a 0  MA   K CSJ b 0
1769 10 19 10 49 1  book6 IMG_6620.jpg  221.9   5.2 133126 133337 02 11 10.64 02 07  5.20 -70.0 151.8  27.7   v 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 13  6.13  46.9 216.2 -25.7   a 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 15  6.19  43.8 213.1 -25.3  18 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 18  1.84  79.2 248.6  16.8   b 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 21  6.19  36.0 205.4 -22.2  17 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 26  2.04  59.8 229.2  19.4  13 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 31  1.94  55.0 224.4  22.8   c 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 31  6.76  23.2 192.6 -23.6   d 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 36  6.44  19.6 189.0 -18.0   e 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 40  7.24  12.6 182.0 -24.7   f 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 44  6.46  12.4 181.8 -14.8  19 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 45  2.11  38.5 207.9  27.8  12 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 45  6.19  12.8 182.2 -11.6  16 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 50  6.26   8.3 177.7 -10.3  15 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 53  6.50   4.8 174.2 -11.5  14 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 54  2.14  30.0 199.4  31.6  11 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 00 56  7.14  -0.7 168.7 -16.8   g 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 01  7.84  -8.5 160.9 -22.2   h 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 02  2.21  22.2 191.6  34.6  10 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 03  2.45  19.2 188.6  32.5   9 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 08  7.45 -12.0 157.4 -15.2   k 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 09  2.18  16.1 185.5  38.2   8 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 09  7.82 -14.9 154.5 -18.7  25 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 10  7.58 -14.3 155.1 -15.8  24 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 11  2.58  11.1 180.4  34.7   7 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 11  7.86 -16.8 152.6 -18.4  23 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 26  2.01  -0.0 169.4  48.8   6 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 32  2.45  -9.8 159.6  46.0   5 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 35  7.84 -37.4 131.9  -9.4   l 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 36  2.11 -13.8 155.6  52.7   4 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 36  2.22 -14.2 155.2  51.1   m 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 38  2.93 -19.0 150.4  42.8   3 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 38  3.64 -21.1 148.3  34.5  21 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 38  3.84 -21.7 147.6  32.2  20 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 40  6.05 -32.0 137.4  10.2   1 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 41  2.22 -22.0 147.3  53.8   n 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 41  3.71 -24.8 144.6  34.9   2 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 42  8.27 -48.2 121.2 -11.6   o 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 43  8.27 -49.3 120.1 -11.2   p 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 44  5.58 -34.1 135.3  16.3   q 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 01 53  5.68 -44.7 124.7  18.2  22 1  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 02 01  6.62 -60.5 108.9  11.0   r 0  MA   K CSJ b 0
1769 10 23 10 22 1  book6 IMG_6622.jpg  169.4   4.9 131943 132155 02 12 10.68 02 04  5.35 -60.8 108.6  24.9   s 0  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 00 10  6.40  52.0 194.7 -30.1   4 1  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 00 22  2.00  66.7 209.5  17.9   C 0  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 00 25  5.95  32.7 175.5 -17.8   B 0  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 00 34  6.09  23.3 166.0 -15.3   3 1  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 00 39  6.52  17.0 159.8 -17.6   2 1  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 00 41  6.03  17.3 160.1 -11.8   1 1  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 01 07  2.09  19.1 161.8  38.0   a 1  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 01 10  8.25 -17.8 124.9 -23.2   A 1  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 01 14  4.67  -2.7 140.0  14.1   x 0  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 01 15  4.79  -4.1 138.7  13.3   D 0  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 01 41  5.58 -30.2 112.6  14.8   y 0  MA   K CSJ b 0
1769 10 25 10 48 1  book6 IMG_6624.jpg  142.8   4.7 135432 135645 02 13 10.71 01 46  5.58 -35.3 107.5  16.5   z 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 00 16  5.48  44.8 174.5 -17.1   B 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 00 59  2.85  19.4 149.1  26.5   a 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 00  3.90  12.0 141.7  16.4   x 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 03  6.86  -4.7 125.0 -11.2   A 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 07  4.03   5.6 135.3  17.9   2 1  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 15  3.71   0.6 130.3  24.3   1 1  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 16  4.60  -4.5 125.2  15.7   D 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 28  5.13 -17.0 112.7  14.9   y 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 34  5.13 -22.4 107.3  17.1   z 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 41  9.20 -58.3  71.4 -22.3   g 0  MA   K CSJ b 0
1769 10 26 10 36 1  book6 IMG_6627.jpg  129.7   4.6 134535 134747 02 12 10.72 01 55  5.41 -46.4  83.3  21.4  æ 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 05  5.65  63.2 179.6 -24.7  13 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 12  4.40  55.6 172.0  -8.6  14 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 14  6.86  45.1 161.5 -33.5  12 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 16  4.08  52.1 168.5  -3.7  15 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 16  4.63  48.8 165.2  -8.9   B 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 17  6.96  40.3 156.7 -33.0  11 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 27  6.33  29.3 145.7 -21.1  10 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 30  6.65  25.1 141.5 -23.1   9 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 36  7.02  17.9 134.3 -24.5   8 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 48  3.23  26.2 142.6  17.8   x 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 49  2.35  32.4 148.8  27.0   a 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 00 54  6.32   5.3 121.7  -9.8   A 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 05  3.86   8.4 124.8  18.4   D 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 10  5.03  -1.3 115.1   8.8   6 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 14  4.35  -1.3 115.1  17.0   7 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 16  4.87  -5.4 111.0  12.6   5 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 18  4.63  -5.9 110.5  15.7   z 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 18  5.34  -9.1 107.3   8.7   2 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 21  4.63  -8.4 108.0  16.8  æ 0  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 21  4.92  -9.7 106.7  13.9   3 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 23  4.24  -8.4 108.0  21.5   4 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 23  5.39 -13.4 103.0  10.0   1 1  MA   K CSJ b 0
1769 10 27 10 48 1  book6 IMG_6628.jpg  116.4   4.5 140143 140356 02 13 10.68 01 33  8.94 -44.8  71.6 -22.8   g 0  MA   K CSJ b 0
