YYYY MM DD HH MI T  Book_num Image_num     LO    BO W_limb E_limb X_diaa X_diab Y_dia spt_Xa spt_Xb spt_Y   CMD LLL.L BBB.B   N S  In  Ob Rdr D C
1769 04 24 11 05 1  book6 IMG_6467.jpg   54.7  -4.5 020601 020811 02 09 10.53 01 52  5.33 -45.5   9.2 -22.3   x 1  MA   K CSJ b _
1769 04 24 11 05 1  book6 IMG_6467.jpg   54.7  -4.5 020601 020811 02 09 10.53 02 00  2.39   NaN   NaN   NaN   s 0  MA   K CSJ b _
1769 04 24 11 05 1  book6 IMG_6467.jpg   54.7  -4.5 020601 020811 02 09 10.53 02 00  4.95 -59.1 355.6 -20.7   e 1  MA   K CSJ b _
1769 04 25 10 33 1  book6 IMG_6469.jpg   41.8  -4.4 013719 013929 02 10 10.60 00 03  4.99  68.6 110.3  25.8   a 0  MA   S CSJ b !
1769 04 25 10 33 1  book6 IMG_6469.jpg   41.8  -4.4 013719 013929 02 10 10.60 00 08  5.99  60.5 102.2  12.7   j 1  MA   S CSJ b !
1769 04 25 10 33 1  book6 IMG_6469.jpg   41.8  -4.4 013719 013929 02 10 10.60 00 16  5.43  45.6  87.4  14.4   b 0  MA   S CSJ b !
1769 04 25 10 33 1  book6 IMG_6469.jpg   41.8  -4.4 013719 013929 02 10 10.60 00 42  3.76  12.1  53.8  20.2   r 0  MA   S CSJ b !
1769 04 25 10 33 1  book6 IMG_6469.jpg   41.8  -4.4 013719 013929 02 10 10.60 01 01  2.98  -8.1  33.7  20.6   s 0  MA   S CSJ b !
1769 04 25 10 33 1  book6 IMG_6469.jpg   41.8  -4.4 013719 013929 02 10 10.60 01 48  5.58 -38.6   3.2 -22.7   x 0  MA   S CSJ b !
1769 04 26 10 28 1  book6 IMG_6471.jpg   28.6  -4.3 013615 013826 02 10 10.66 00 08  5.71  58.9  87.5  15.7   b 0  MA   S CSJ b _
1769 04 26 10 28 1  book6 IMG_6471.jpg   28.6  -4.3 013615 013826 02 10 10.66 00 13  6.40  54.6  83.2   6.6   j 1  MA   S CSJ b _
1769 04 26 10 28 1  book6 IMG_6471.jpg   28.6  -4.3 013615 013826 02 10 10.66 00 31  4.13  23.9  52.6  21.3   r 0  MA   S CSJ b _
1769 04 26 10 28 1  book6 IMG_6471.jpg   28.6  -4.3 013615 013826 02 10 10.66 00 38  4.50  18.7  47.3  14.4   v 0  MA   S CSJ b _
1769 04 26 10 28 1  book6 IMG_6471.jpg   28.6  -4.3 013615 013826 02 10 10.66 00 49  3.47   4.6  33.2  20.6   s 0  MA   S CSJ b _
1769 04 26 10 28 1  book6 IMG_6471.jpg   28.6  -4.3 013615 013826 02 10 10.66 01 36  5.83 -24.8   3.8 -20.6   x 0  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 00 19  5.46  42.5  57.5  12.2   r 0  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 00 25  5.71  37.0  52.0   7.2   v 0  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 00 37  3.82  17.5  32.5  21.6   s 0  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 01 25  6.25 -11.8   3.3 -21.4   x 0  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 01 27  6.64 -12.0   3.0 -26.3   k 1  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 01 34  5.98 -21.2 353.8 -21.9   l 1  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 01 36  5.77 -24.0 351.1 -20.4   m 1  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 01 38  6.06 -25.0 350.1 -24.2   t 1  MA   S CSJ b _
1769 04 27 11 05 1  book6 IMG_6474.jpg   15.0  -4.2 021756 022008 02 11 10.51 01 52  6.02 -41.6 333.4 -28.7   u 0  MA   S CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 00 10  4.75  52.7  54.5  23.8   r 0  MA   K CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 00 16  5.09  44.6  46.5  17.3   v 0  MA   K CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 00 21  5.90  42.1  43.9   7.0   n 1  MA   K CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 00 26  4.12  29.6  31.4  23.1   s 0  MA   K CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 01 12  6.54   0.3   2.1 -19.5   x 0  MA   K CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 01 37  6.16 -24.4 337.4 -24.9   t 0  MA   K CSJ b _
1769 04 28 11 06 1  book6 IMG_6475.jpg    1.8  -4.1 022202 022413 02 10 10.52 01 42  6.29 -29.5 332.3 -28.2   u 0  MA   K CSJ b _
1769 04 29 10 48 1  book6 IMG_6477.jpg  348.8  -4.0 020837 021048 02 10 10.50 00 05  5.24  63.9  52.7  21.0   r 0  MA   S CSJ b _
1769 04 29 10 48 1  book6 IMG_6477.jpg  348.8  -4.0 020837 021048 02 10 10.50 00 06  5.80  63.9  52.7  14.7   v 0  MA   S CSJ b _
1769 04 29 10 48 1  book6 IMG_6477.jpg  348.8  -4.0 020837 021048 02 10 10.50 00 16  5.00  44.4  33.2  18.1   s 0  MA   S CSJ b _
1769 04 29 10 48 1  book6 IMG_6477.jpg  348.8  -4.0 020837 021048 02 10 10.50 00 58  7.26  16.1   4.8 -21.5   x 0  MA   S CSJ b _
1769 04 29 10 48 1  book6 IMG_6477.jpg  348.8  -4.0 020837 021048 02 10 10.50 01 26  6.60 -11.9 336.8 -25.5   t 0  MA   S CSJ b _
1769 04 29 10 48 1  book6 IMG_6477.jpg  348.8  -4.0 020837 021048 02 10 10.50 01 32  6.98 -16.5 332.3 -32.0   u 0  MA   S CSJ b _
1769 05 02 11 06 1  book6 IMG_6482.jpg  308.9  -3.7 023826 024037 02 10 10.45 00 27  8.25  54.5   3.5 -19.0   x 0  MA   K CSJ b _
1769 05 02 11 06 1  book6 IMG_6482.jpg  308.9  -3.7 023826 024037 02 10 10.45 00 48  7.97  30.0 339.0 -25.1   t 0  MA   K CSJ b _
1769 05 02 11 06 1  book6 IMG_6482.jpg  308.9  -3.7 023826 024037 02 10 10.45 00 56  7.97  22.8 331.7 -28.4   u 0  MA   K CSJ b _
1769 05 02 11 06 1  book6 IMG_6482.jpg  308.9  -3.7 023826 024037 02 10 10.45 01 02  6.40   7.9 316.9 -14.4   a 1  MA   K CSJ b _
1769 05 02 11 06 1  book6 IMG_6482.jpg  308.9  -3.7 023826 024037 02 10 10.45 01 04  5.98   4.3 313.2 -10.9   b 1  MA   K CSJ b _
1769 05 09 11 04 1  book6 IMG_6486.jpg  216.4  -2.9 030339 030552 02 13 10.46 00 42  4.27  16.3 232.7  15.3   d 0  MA   K CSJ b 0
1769 05 09 11 04 1  book6 IMG_6486.jpg  216.4  -2.9 030339 030552 02 13 10.46 01 09  3.07 -11.8 204.7  18.7   e 0  MA   K CSJ b 0
1769 05 09 11 04 1  book6 IMG_6486.jpg  216.4  -2.9 030339 030552 02 13 10.46 01 09  7.00   5.9 222.3 -22.0   a 0  MA   K CSJ b 0
1769 05 09 11 04 1  book6 IMG_6486.jpg  216.4  -2.9 030339 030552 02 13 10.46 01 13  7.00   2.5 218.9 -23.4   b 0  MA   K CSJ b 0
1769 05 09 11 04 1  book6 IMG_6486.jpg  216.4  -2.9 030339 030552 02 13 10.46 01 17  7.00  -1.0 215.4 -24.8   c 0  MA   K CSJ b 0
1769 05 14 11 04 1  book6 IMG_6489.jpg  150.3  -2.3 032353 032607 02 14 10.59 00 52  4.62   9.5 159.8   9.2   e 0  MA   S CSJ b 0
1769 05 14 11 04 1  book6 IMG_6489.jpg  150.3  -2.3 032353 032607 02 14 10.59 02 01  5.13 -52.7  97.5 -16.7   f 0  MA   S CSJ b 0
1769 05 15 11 03 1  book6 IMG_6490.jpg  137.1  -2.2 032656 032909 02 13 10.43 01 52  5.24 -41.6  95.5 -16.1   f 0  MA   K CSJ b 0
1769 05 16 10 52 1  book6 IMG_6491.jpg  123.9  -2.1 031920 032135 02 15 10.55 01 41  5.82 -26.7  97.3 -17.7   f 0  MA   S CSJ b 0
1769 05 18 10 57 1  book6 IMG_6493.jpg   97.4  -1.9 033207 033422 02 15 10.59 01 02  6.80  10.4 107.9 -15.7   c 0  MA   S CSJ b 0
1769 05 18 10 57 1  book6 IMG_6493.jpg   97.4  -1.9 033207 033422 02 15 10.59 01 14  6.45  -0.9  96.5 -15.6   f 0  MA   S CSJ b 0
1769 05 18 10 57 1  book6 IMG_6493.jpg   97.4  -1.9 033207 033422 02 15 10.59 01 41  2.19 -45.7  51.8  21.1   m 0  MA   S CSJ b 0
1769 05 21 10 50 1  book6 IMG_6495.jpg   57.8  -1.5 033636 033851 02 15 10.58 00 35  7.85  40.3  98.1 -18.6   f 0  MA   S CSJ b 0
1769 05 21 10 50 1  book6 IMG_6495.jpg   57.8  -1.5 033636 033851 02 15 10.58 01 02  2.41  -6.8  51.0  31.2   k 1  MA   S CSJ b 0
1769 05 21 10 50 1  book6 IMG_6495.jpg   57.8  -1.5 033636 033851 02 15 10.58 01 07  3.19  -7.6  50.2  20.7   i 0  MA   S CSJ b 0
1769 05 21 10 50 1  book6 IMG_6495.jpg   57.8  -1.5 033636 033851 02 15 10.58 01 11  3.92  -7.9  49.9  11.6   l 0  MA   S CSJ b 0
1769 05 21 10 50 1  book6 IMG_6495.jpg   57.8  -1.5 033636 033851 02 15 10.58 01 20  3.44 -17.4  40.4  14.2   m 0  MA   S CSJ b 0
1769 05 22 11 09 1  book6 IMG_6496.jpg   44.4  -1.4 040022 040237 02 15 10.53 00 26  8.05  52.5  96.9 -18.5   f 0  MA   S CSJ b 0
1769 05 22 11 09 1  book6 IMG_6496.jpg   44.4  -1.4 040022 040237 02 15 10.53 00 55  3.45   4.0  48.3  21.3   i 0  MA   S CSJ b 0
1769 05 22 11 09 1  book6 IMG_6496.jpg   44.4  -1.4 040022 040237 02 15 10.53 00 58  4.18   3.9  48.3  12.5   l 0  MA   S CSJ b 0
1769 05 22 11 09 1  book6 IMG_6496.jpg   44.4  -1.4 040022 040237 02 15 10.53 01 07  3.82  -4.8  39.6  13.8   m 0  MA   S CSJ b 0
1769 05 22 11 09 1  book6 IMG_6496.jpg   44.4  -1.4 040022 040237 02 15 10.53 01 12  2.21 -16.9  27.5  30.5   k 1  MA   S CSJ b 0
1769 05 22 11 09 1  book6 IMG_6496.jpg   44.4  -1.4 040022 040237 02 15 10.53 01 55  5.67 -42.5   1.8 -18.5   a 0  MA   S CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 17  7.85  63.8  95.0 -14.4   f 0  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 23  4.46  37.8  69.1  19.3   l 1  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 30  3.61  28.7  59.9  26.8   m 1  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 35  3.46  23.1  54.3  27.0   n 1  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 51  4.30  10.4  41.6  12.9   c 1  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 54  3.46   5.1  36.3  21.3   k 1  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 00 55  3.64   4.8  36.0  19.0   b 0  MA   K CSJ b 0
1769 05 23 11 04 1  book6 IMG_6497.jpg   31.2  -1.3 035903 040118 02 15 10.45 01 44  6.01 -29.6   1.7 -19.4   a 0  MA   K CSJ b 0
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 00 28  3.91  31.3  49.3  23.6   m 0  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 00 28  4.18  31.7  49.7  20.6   l 0  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 00 39  4.18  20.6  38.6  17.4   b 0  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 00 46  3.32  11.8  29.8  25.0   c 1  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 00 52  3.39   6.5  24.5  22.4   k 1  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 01 32  6.22 -18.1 359.9 -18.7   a 0  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 01 47  6.52 -33.0 345.0 -26.3   e 0  MA   K CSJ b _
1769 05 24 11 04 1  book6 IMG_6499.jpg   18.0  -1.2 040300 040515 02 14 10.40 02 07  4.69 -64.0 314.0 -11.2   d 0  MA   K CSJ b _
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 00 13  4.61  51.4  56.2  20.3   n 1  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 00 18  4.31  44.2  48.9  22.2   l 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 00 18  4.47  44.3  49.0  20.4   m 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 00 31  4.47  29.5  34.2  16.6   b 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 00 32  4.47  28.4  33.2  16.3   c 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 00 33  4.47  27.5  32.2  16.1   k 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 01 17  6.55  -3.4   1.4 -17.7   a 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 01 36  6.75 -20.2 344.6 -25.2   e 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 01 47  1.93 -55.3 309.4  24.3   f 0  MA   K CSJ b 0
1769 05 25 11 04 1  book6 IMG_6500.jpg    4.7  -1.1 040649 040904 02 15 10.43 02 01  5.07 -51.6 313.1 -13.1   d 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 09  4.38  58.5  50.0  24.5   m 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 18  3.96  44.3  35.8  26.6   s 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 18  4.25  44.3  35.8  23.2   r 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 25  4.32  35.7  27.2  20.4   b 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 27  4.10  33.1  24.6  22.3   c 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 30  3.96  29.7  21.2  23.0   k 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 35  7.39  36.8  28.3 -14.5   o 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 36  7.25  34.9  26.5 -13.3   l 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 00 43  7.18  28.0  19.5 -14.5   n 1  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 01 03  6.97   9.7   1.2 -17.6   a 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 01 22  7.18  -6.1 345.4 -25.1   e 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 01 38  2.10 -42.6 308.9  25.3   f 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 01 52  5.22 -40.2 311.3 -11.5   d 0  MA   K CSJ b 0
1769 05 26 11 04 1  book6 IMG_6502.jpg  351.5  -0.9 041102 041317 02 15 10.55 02 04  5.22 -55.9 295.6 -14.5   g 0  MA   K CSJ b 0
1769 05 30 11 05 1  book6 IMG_6505.jpg  298.6  -0.5 042725 042941 02 16 10.48 00 49  3.35  10.7 309.3  24.6   f 0  MA   K CSJ b 0
1769 05 30 11 05 1  book6 IMG_6505.jpg  298.6  -0.5 042725 042941 02 16 10.48 00 55  6.45  14.6 313.1 -10.2   g 0  MA   K CSJ b 0
1769 05 30 11 05 1  book6 IMG_6505.jpg  298.6  -0.5 042725 042941 02 16 10.48 01 36  1.90 -41.1 257.5  29.6   t 1  MA   K CSJ b 0
1769 05 30 11 05 1  book6 IMG_6505.jpg  298.6  -0.5 042725 042941 02 16 10.48 01 50  2.93 -47.6 251.0  14.4   i 0  MA   K CSJ b 0
1769 05 31 11 05 1  book6 IMG_6506.jpg  285.3  -0.3 043111 043327 02 16 10.47 00 36  3.65  24.1 309.4  24.4   f 0  MA   K CSJ b 0
1769 05 31 11 05 1  book6 IMG_6506.jpg  285.3  -0.3 043111 043327 02 16 10.47 00 41  6.76  27.9 313.3 -10.3   g 0  MA   K CSJ b 0
1769 05 31 11 05 1  book6 IMG_6506.jpg  285.3  -0.3 043111 043327 02 16 10.47 01 35  2.16 -37.4 248.0  27.0   t 1  MA   K CSJ b 0
1769 05 31 11 05 1  book6 IMG_6506.jpg  285.3  -0.3 043111 043327 02 16 10.47 01 39  3.17 -34.3 251.0  14.6   i 0  MA   K CSJ b 0
1769 05 31 11 05 1  book6 IMG_6506.jpg  285.3  -0.3 043111 043327 02 16 10.47 02 01  3.02 -61.8 223.5  11.2   p 0  MA   K CSJ b 0
1769 06 02 11 05 1  book6 IMG_6508.jpg  258.9  -0.1 043927 044143 02 16 10.40 00 13  4.04  53.1 311.9  25.0   f 0  MA   K CSJ b 0
1769 06 02 11 05 1  book6 IMG_6508.jpg  258.9  -0.1 043927 044143 02 16 10.40 00 14  7.04  60.1 318.9  -8.0   g 0  MA   K CSJ b 0
1769 06 02 11 05 1  book6 IMG_6508.jpg  258.9  -0.1 043927 044143 02 16 10.40 01 13  3.69  -8.7 250.2  15.1   i 0  MA   K CSJ b 0
1769 06 02 11 05 1  book6 IMG_6508.jpg  258.9  -0.1 043927 044143 02 16 10.40 01 40  4.03 -31.0 227.9   5.5   p 0  MA   K CSJ b 0
1769 06 02 11 05 1  book6 IMG_6508.jpg  258.9  -0.1 043927 044143 02 16 10.40 02 08  4.03 -65.6 193.3  -0.5   k 0  MA   K CSJ b 0
1769 06 03 15 41 1  book6 IMG_6510.jpg  243.1   0.1 092009 092228 02 19 18.66 00 05  7.31  70.3 313.4  26.2   f 0  MP   S CSJ b 0
1769 06 03 15 41 1  book6 IMG_6510.jpg  243.1   0.1 092009 092228 02 19 18.66 00 57  7.31   7.2 250.2  14.8   i 0  MP   S CSJ b 0
1769 06 03 15 41 1  book6 IMG_6510.jpg  243.1   0.1 092009 092228 02 19 18.66 01 25  7.08 -16.3 226.8  10.3   p 0  MP   S CSJ b 0
1769 06 03 15 41 1  book6 IMG_6510.jpg  243.1   0.1 092009 092228 02 19 18.66 01 26  6.18 -19.0 224.1  15.6   r 0  MP   S CSJ b 0
1769 06 03 15 41 1  book6 IMG_6510.jpg  243.1   0.1 092009 092228 02 19 18.66 01 27  7.08 -18.0 225.1   9.9   s 0  MP   S CSJ b 0
1769 06 03 15 41 1  book6 IMG_6510.jpg  243.1   0.1 092009 092228 02 19 18.66 01 45  2.40 -57.5 185.6  36.4   k 1  MP   S CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 00 04  4.33  71.7 307.0  23.4   f 0  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 00 48  4.27  15.0 250.2  14.7   i 0  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 01 14  4.72  -5.4 229.8   4.5   b 1  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 01 17  4.99  -7.1 228.1   1.0   p 0  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 01 20  4.16 -12.0 223.3   9.3   a 1  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 01 21  3.43 -15.3 219.9  17.0   c 1  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 01 27  4.20 -17.7 217.6   7.4   n 1  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 01 38  3.30 -31.0 204.2  14.8   k 0  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 02 02  5.69 -48.7 186.5 -15.8   x 1  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 02 04  2.44 -72.6 162.6  18.8   y 1  MA   K CSJ b 0
1769 06 04 05 56 1  book6 IMG_6514.jpg  235.2   0.1 233655 233913 02 18 10.45 02 04  2.85 -65.8 169.4  14.3   r 0  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 00 31  4.64  31.2 250.3  13.8   i 0  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 00 54  2.81   6.0 225.2  30.0   d 1  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 01 01  4.17   3.1 222.3  12.9   p 0  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 01 04  2.91  -3.0 216.1  26.6   e 1  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 01 35  6.71 -20.0 199.2 -21.7   q 1  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 01 55  3.27 -50.9 168.3  11.6   r 0  MA   K CSJ b 0
1769 06 05 11 06 1  book6 IMG_6524.jpg  219.2   0.3 045209 045425 02 16 10.42 01 59  3.27 -56.2 162.9  10.8   y 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 00 09  4.97  59.6 252.2  14.2   i 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 00 31  4.50  31.4 224.1  15.3   c 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 00 31  4.97  32.1 224.7  10.2   p 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 00 32  4.97  31.1 223.8  10.0   b 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 01 34  7.69 -17.8 174.9 -32.4   � 1  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 01 35  3.52 -27.6 165.1  13.9   r 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 01 39  3.41 -31.9 160.8  14.3   y 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 01 40  6.63 -24.6 168.1 -20.9   z 0  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 01 42  6.65 -26.6 166.1 -21.6   w 1  MA   K CSJ b 0
1769 06 07 11 07 1  book6 IMG_6526.jpg  192.7   0.5 050110 050327 02 17 10.45 01 44  7.41 -28.8 163.9 -31.1   v 1  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 00 04  4.98  70.0 249.4  14.5   i 0  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 00 19  4.98  45.3 224.8  12.0   p 0  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 01 04  3.51  -0.4 179.0  20.1   k 0  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 01 06  8.75  13.8 193.2 -40.2   u 1  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 01 09  3.47  -4.8 174.6  19.6   t 0  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 01 14  2.98 -10.8 168.6  24.3   s 1  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 01 21  3.88 -13.8 165.6  12.8   r 0  MA   K CSJ b 0
1769 06 08 11 07 1  book6 IMG_6527.jpg  179.4   0.6 050514 050731 02 17 10.43 01 27  3.65 -19.8 159.6  14.2   y 0  MA   K CSJ b 0
