YYYY MM DD HH MI T    L0    B0   CMD LLL.L BBB.B M Q SS GROUP    MEASURER   MOD_L MOD_B SIGMA DELTA WSA
1861 10 20 12 00 0   -.-   -.-  99.9 119.5 -16.8 O 1  - 170      diercke      -.-   -.-  -.-   -.-   34
1861 10 14 12 00 0   -.-   -.-  99.9 193.1 -16.7 O 1  - 175      diercke      -.-   -.-  -.-   -.-   29
1861 10 09 12 00 0   -.-   -.-  99.9 267.7 -16.6 O 1  - 179      diercke      -.-   -.-  -.-   -.-   26
1861 10 09 12 00 0   -.-   -.-  99.9 269.0 -15.9 O 1  - 179      diercke      -.-   -.-  -.-   -.-   27
1861 10 03 12 00 0   -.-   -.-  99.9 349.6 -15.7 O 1  - 181      diercke      -.-   -.-  -.-   -.-   31
1861 10 20 12 00 0   -.-   -.-  99.9 122.3 -15.6 O 1  - 170      diercke      -.-   -.-  -.-   -.-   20
1861 10 20 12 00 0   -.-   -.-  99.9 120.8 -15.5 O 1  - 170      diercke      -.-   -.-  -.-   -.-   26
1861 10 03 12 00 0   -.-   -.-  99.9 347.5 -15.6 O 1  - 181      diercke      -.-   -.-  -.-   -.-   32
1861 10 20 12 00 0   -.-   -.-  99.9 120.0 -15.5 O 1  - 170      diercke      -.-   -.-  -.-   -.-    8
1861 10 20 12 00 0   -.-   -.-  99.9 119.1 -15.5 O 1  - 170      diercke      -.-   -.-  -.-   -.-   21
1861 10 09 12 00 0   -.-   -.-  99.9 267.3 -15.2 O 1  - 179      diercke      -.-   -.-  -.-   -.-   32
1861 10 03 12 00 0   -.-   -.-  99.9 344.9 -13.7 O 1  - 181      diercke      -.-   -.-  -.-   -.-  358
1861 10 03 12 00 0   -.-   -.-  99.9 350.3 -13.9 O 1  - 181      diercke      -.-   -.-  -.-   -.-   58
1861 10 20 12 00 0   -.-   -.-  99.9 121.2 -12.7 O 1  - 170      diercke      -.-   -.-  -.-   -.-  399
1861 10 03 12 00 0   -.-   -.-  99.9 348.1 -13.9 O 1  - 181      diercke      -.-   -.-  -.-   -.-   24
1861 10 20 12 00 0   -.-   -.-  99.9 124.6 -13.4 O 1  - 170      diercke      -.-   -.-  -.-   -.-   42
1861 10 03 12 00 0   -.-   -.-  99.9 342.1 -12.7 O 1  - 181      diercke      -.-   -.-  -.-   -.-   47
1861 10 19 12 00 0   -.-   -.-  99.9 134.6 -12.7 O 1  - 171      diercke      -.-   -.-  -.-   -.-   21
1861 10 20 12 00 0   -.-   -.-  99.9 128.0 -11.8 O 1  - 170      diercke      -.-   -.-  -.-   -.-   70
1861 10 20 12 00 0   -.-   -.-  99.9 124.5 -11.7 O 1  - 170      diercke      -.-   -.-  -.-   -.-   36
1861 10 19 12 00 0   -.-   -.-  99.9 134.3 -11.7 O 1  - 171      diercke      -.-   -.-  -.-   -.-   14
1861 10 19 12 00 0   -.-   -.-  99.9 135.9  -9.9 O 1  - 171      diercke      -.-   -.-  -.-   -.-  286
1861 10 19 12 00 0   -.-   -.-  99.9 133.4 -10.0 O 1  - 171      diercke      -.-   -.-  -.-   -.-   73
1861 10 19 12 00 0   -.-   -.-  99.9 143.8  -8.5 O 1  - 171      diercke      -.-   -.-  -.-   -.-  475
1861 10 29 12 00 0   -.-   -.-  99.9   6.0  -8.3 O 1  - 164      diercke      -.-   -.-  -.-   -.-  588
1861 10 29 12 00 0   -.-   -.-  99.9   1.1  -8.2 O 1  - 164      diercke      -.-   -.-  -.-   -.-  121
1861 10 15 12 00 0   -.-   -.-  99.9 189.9  -8.2 O 1  - 174      diercke      -.-   -.-  -.-   -.-  567
1861 10 13 12 00 0   -.-   -.-  99.9 209.3  -8.2 O 1  - 176      diercke      -.-   -.-  -.-   -.-  112
1861 10 19 12 00 0   -.-   -.-  99.9 138.9  -8.9 O 1  - 171      diercke      -.-   -.-  -.-   -.-   70
1861 10 15 12 00 0   -.-   -.-  99.9 180.3  -5.8 O 1  - 174      diercke      -.-   -.-  -.-   -.-  166
1861 10 11 12 00 0   -.-   -.-  99.9 243.1  -5.1 O 1  - 178      diercke      -.-   -.-  -.-   -.-   74
1861 10 16 12 00 0   -.-   -.-  99.9 172.8  -4.2 O 1  - 173      diercke      -.-   -.-  -.-   -.-   21
1861 10 16 12 00 0   -.-   -.-  99.9 171.3  -3.5 O 1  - 173      diercke      -.-   -.-  -.-   -.-   15
1861 10 16 12 00 0   -.-   -.-  99.9 172.9  -3.1 O 1  - 173      diercke      -.-   -.-  -.-   -.-   23
1861 10 16 12 00 0   -.-   -.-  99.9 173.5  -2.0 O 1  - 173      diercke      -.-   -.-  -.-   -.-  143
1861 10 16 12 00 0   -.-   -.-  99.9 171.7  -2.5 O 1  - 173      diercke      -.-   -.-  -.-   -.-   29
1861 10 14 12 00 0   -.-   -.-  99.9 199.4   1.8 O 1  - 177      diercke      -.-   -.-  -.-   -.-   14
1861 10 14 12 00 0   -.-   -.-  99.9 198.8   3.2 O 1  - 177      diercke      -.-   -.-  -.-   -.-   44
1861 10 14 12 00 0   -.-   -.-  99.9 200.5   3.6 O 1  - 177      diercke      -.-   -.-  -.-   -.-   64
1861 10 16 12 00 0   -.-   -.-  99.9 174.4   7.8 O 1  - 172      diercke      -.-   -.-  -.-   -.-   28
1861 10 16 12 00 0   -.-   -.-  99.9 173.0   8.3 O 1  - 172      diercke      -.-   -.-  -.-   -.-   35
1861 10 16 12 00 0   -.-   -.-  99.9 174.2   9.3 O 1  - 172      diercke      -.-   -.-  -.-   -.-   13
1861 10 27 12 00 0   -.-   -.-  99.9  35.1  11.5 O 1  - 166      diercke      -.-   -.-  -.-   -.-  549
1861 10 27 12 00 0   -.-   -.-  99.9  32.0  10.4 O 1  - 166      diercke      -.-   -.-  -.-   -.-   41
1861 10 16 12 00 0   -.-   -.-  99.9 174.2  10.1 O 1  - 172      diercke      -.-   -.-  -.-   -.-    5
1861 10 16 12 00 0   -.-   -.-  99.9 173.1  10.4 O 1  - 172      diercke      -.-   -.-  -.-   -.-   23
1861 10 27 12 00 0   -.-   -.-  99.9  29.5  11.1 O 1  - 166      diercke      -.-   -.-  -.-   -.-    6
1861 10 27 12 00 0   -.-   -.-  99.9  27.8  11.1 O 1  - 166      diercke      -.-   -.-  -.-   -.-   18
1861 10 28 12 00 0   -.-   -.-  99.9  15.5  11.3 O 1  - 165      diercke      -.-   -.-  -.-   -.-   31
1861 10 16 12 00 0   -.-   -.-  99.9 174.2  11.3 O 1  - 172      diercke      -.-   -.-  -.-   -.-   23
1861 10 27 12 00 0   -.-   -.-  99.9  31.5  11.4 O 1  - 166      diercke      -.-   -.-  -.-   -.-   24
1861 10 06 12 00 0   -.-   -.-  99.9 305.8  11.6 O 1  - 180      diercke      -.-   -.-  -.-   -.-   36
1861 10 06 12 00 0   -.-   -.-  99.9 303.0  11.6 O 1  - 180      diercke      -.-   -.-  -.-   -.-   34
1861 10 27 12 00 0   -.-   -.-  99.9  28.6  12.3 O 1  - 166      diercke      -.-   -.-  -.-   -.-   26
1861 10 16 12 00 0   -.-   -.-  99.9 174.8  12.4 O 1  - 172      diercke      -.-   -.-  -.-   -.-   10
1861 10 06 12 00 0   -.-   -.-  99.9 307.2  13.0 O 1  - 180      diercke      -.-   -.-  -.-   -.-   39
1861 10 27 12 00 0   -.-   -.-  99.9  31.2  13.0 O 1  - 166      diercke      -.-   -.-  -.-   -.-   37
1861 10 06 12 00 0   -.-   -.-  99.9 301.9  13.1 O 1  - 180      diercke      -.-   -.-  -.-   -.-   49
1861 10 06 12 00 0   -.-   -.-  99.9 304.2  13.1 O 1  - 180      diercke      -.-   -.-  -.-   -.-   29
1861 10 28 12 00 0   -.-   -.-  99.9  17.7  13.6 O 1  - 165      diercke      -.-   -.-  -.-   -.-   52
1861 10 28 12 00 0   -.-   -.-  99.9  15.1  14.0 O 1  - 165      diercke      -.-   -.-  -.-   -.-   73
1861 10 23 12 00 0   -.-   -.-  99.9  78.1  15.2 O 1  - 167      diercke      -.-   -.-  -.-   -.-  581
1861 10 27 12 00 0   -.-   -.-  99.9  32.8  13.8 O 1  - 166      diercke      -.-   -.-  -.-   -.-   33
1861 10 23 12 00 0   -.-   -.-  99.9  85.5  14.2 O 1  - 167      diercke      -.-   -.-  -.-   -.-   34
1861 10 27 12 00 0   -.-   -.-  99.9  36.1  14.5 O 1  - 166      diercke      -.-   -.-  -.-   -.-   50
1861 10 28 12 00 0   -.-   -.-  99.9  12.4  14.5 O 1  - 165      diercke      -.-   -.-  -.-   -.-   41
1861 10 23 12 00 0   -.-   -.-  99.9  74.4  14.5 O 1  - 167      diercke      -.-   -.-  -.-   -.-   20
1861 10 27 12 00 0   -.-   -.-  99.9  34.2  14.7 O 1  - 166      diercke      -.-   -.-  -.-   -.-   36
1861 10 23 12 00 0   -.-   -.-  99.9  83.3  14.9 O 1  - 167      diercke      -.-   -.-  -.-   -.-   34
1861 10 23 12 00 0   -.-   -.-  99.9  72.5  15.1 O 1  - 167      diercke      -.-   -.-  -.-   -.-   29
1861 10 23 12 00 0   -.-   -.-  99.9  84.6  15.4 O 1  - 167      diercke      -.-   -.-  -.-   -.-   38
1861 10 16 12 00 0   -.-   -.-  99.9 164.6  16.6 O 1  - 172      diercke      -.-   -.-  -.-   -.-  118
1861 10 23 12 00 0   -.-   -.-  99.9  74.6  16.4 O 1  - 167      diercke      -.-   -.-  -.-   -.-   26
1861 10 23 12 00 0   -.-   -.-  99.9  82.2  16.2 O 1  - 167      diercke      -.-   -.-  -.-   -.-   19
1861 10 28 12 00 0   -.-   -.-  99.9  11.6  16.5 O 1  - 165      diercke      -.-   -.-  -.-   -.-   47
1861 10 28 12 00 0   -.-   -.-  99.9  15.9  17.2 O 1  - 165      diercke      -.-   -.-  -.-   -.-   24
1861 10 23 12 00 0   -.-   -.-  99.9  84.0  17.4 O 1  - 167      diercke      -.-   -.-  -.-   -.-   30
1861 10 16 12 00 0   -.-   -.-  99.9 168.0  18.0 O 1  - 172      diercke      -.-   -.-  -.-   -.-   45
1861 10 29 12 00 0   -.-   -.-  99.9   1.7  19.8 O 1  - 163      diercke      -.-   -.-  -.-   -.-  391
1861 10 16 12 00 0   -.-   -.-  99.9 165.6  18.2 O 1  - 172      diercke      -.-   -.-  -.-   -.-   37
1861 10 23 12 00 0   -.-   -.-  99.9  76.2  18.4 O 1  - 167      diercke      -.-   -.-  -.-   -.-   30
1861 10 23 12 00 0   -.-   -.-  99.9  81.4  18.6 O 1  - 167      diercke      -.-   -.-  -.-   -.-   42
1861 10 23 12 00 0   -.-   -.-  99.9  79.5  18.9 O 1  - 167      diercke      -.-   -.-  -.-   -.-   10
1861 10 23 12 00 0   -.-   -.-  99.9  77.9  18.9 O 1  - 167      diercke      -.-   -.-  -.-   -.-   30
1861 10 28 12 00 0   -.-   -.-  99.9  15.2  19.2 O 1  - 165      diercke      -.-   -.-  -.-   -.-   64
1861 10 16 12 00 0   -.-   -.-  99.9 164.2  19.3 O 1  - 172      diercke      -.-   -.-  -.-   -.-   23
1861 10 19 12 00 0   -.-   -.-  99.9 129.6  22.4 O 1  - 169      diercke      -.-   -.-  -.-   -.-   42
1861 10 19 12 00 0   -.-   -.-  99.9 127.4  22.6 O 1  - 169      diercke      -.-   -.-  -.-   -.-   30
1861 10 30 12 00 0   -.-   -.-  99.9 347.5 -19.5 O 1  - 192      diercke      -.-   -.-  -.-   -.-   65
1861 10 30 12 00 0   -.-   -.-  99.9 345.6 -18.0 O 1  - 192      diercke      -.-   -.-  -.-   -.-   25
1861 11 25 12 00 0   -.-   -.-  99.9   5.1 -17.4 O 1  - 182      diercke      -.-   -.-  -.-   -.-   63
1861 10 30 12 00 0   -.-   -.-  99.9 348.3 -17.5 O 1  - 192      diercke      -.-   -.-  -.-   -.-   42
1861 11 20 12 00 0   -.-   -.-  99.9  72.1 -16.9 O 1  - 184      diercke      -.-   -.-  -.-   -.-  106
1861 11 15 12 00 0   -.-   -.-  99.9 132.6 -16.8 O 1  - 185      diercke      -.-   -.-  -.-   -.-  121
1861 11 20 12 00 0   -.-   -.-  99.9  74.0 -16.4 O 1  - 184      diercke      -.-   -.-  -.-   -.-   87
1861 11 20 12 00 0   -.-   -.-  99.9  70.6 -16.7 O 1  - 184      diercke      -.-   -.-  -.-   -.-   28
1861 10 30 12 00 0   -.-   -.-  99.9 346.9 -14.9 O 1  - 192      diercke      -.-   -.-  -.-   -.-  620
1861 11 25 12 00 0   -.-   -.-  99.9   4.2 -15.3 O 1  - 182      diercke      -.-   -.-  -.-   -.-   62
1861 11 25 12 00 0   -.-   -.-  99.9   6.2 -15.3 O 1  - 182      diercke      -.-   -.-  -.-   -.-   47
1861 11 09 12 00 0   -.-   -.-  99.9 215.0 -14.4 O 1  - 189      diercke      -.-   -.-  -.-   -.-  111
1861 11 12 12 00 0   -.-   -.-  99.9 178.0 -14.2 O 1  - 187      diercke      -.-   -.-  -.-   -.-   60
1861 11 06 12 00 0   -.-   -.-  99.9 249.4 -13.3 O 1  - 190      diercke      -.-   -.-  -.-   -.-   60
1861 11 09 12 00 0   -.-   -.-  99.9 213.2 -12.7 O 1  - 189      diercke      -.-   -.-  -.-   -.-   37
1861 10 30 12 00 0   -.-   -.-  99.9 358.6  -9.0 O 1  - 192      diercke      -.-   -.-  -.-   -.-  273
1861 10 30 12 00 0   -.-   -.-  99.9 357.4 -10.8 O 1  - 192      diercke      -.-   -.-  -.-   -.-    9
1861 11 09 12 00 0   -.-   -.-  99.9 211.6  -5.9 O 1  - 189      diercke      -.-   -.-  -.-   -.-   45
1861 11 06 12 00 0   -.-   -.-  99.9 243.7  -4.9 O 1  - 190      diercke      -.-   -.-  -.-   -.-   33
1861 11 10 12 00 0   -.-   -.-  99.9 205.3   3.5 O 1  - 188      diercke      -.-   -.-  -.-   -.-   36
1861 11 10 12 00 0   -.-   -.-  99.9 203.8   3.5 O 1  - 188      diercke      -.-   -.-  -.-   -.-   29
1861 11 10 12 00 0   -.-   -.-  99.9 204.8   5.2 O 1  - 188      diercke      -.-   -.-  -.-   -.-   27
1861 11 14 12 00 0   -.-   -.-  99.9 136.1  10.0 O 1  - 186      diercke      -.-   -.-  -.-   -.-  702
1861 11 14 12 00 0   -.-   -.-  99.9 150.4  12.1 O 1  - 186      diercke      -.-   -.-  -.-   -.- 1715
1861 11 14 12 00 0   -.-   -.-  99.9 144.6  10.1 O 1  - 186      diercke      -.-   -.-  -.-   -.-   30
1861 11 14 12 00 0   -.-   -.-  99.9 158.8  12.1 O 1  - 186      diercke      -.-   -.-  -.-   -.-  288
1861 11 23 12 00 0   -.-   -.-  99.9  36.6  12.6 O 1  - 183      diercke      -.-   -.-  -.-   -.-   63
1861 11 23 12 00 0   -.-   -.-  99.9  32.6  12.5 O 1  - 183      diercke      -.-   -.-  -.-   -.-   23
1861 11 23 12 00 0   -.-   -.-  99.9  35.1  12.9 O 1  - 183      diercke      -.-   -.-  -.-   -.-   39
1861 11 23 12 00 0   -.-   -.-  99.9  38.1  12.9 O 1  - 183      diercke      -.-   -.-  -.-   -.-   21
1861 11 14 12 00 0   -.-   -.-  99.9 161.4  15.2 O 1  - 186      diercke      -.-   -.-  -.-   -.-  396
1861 11 23 12 00 0   -.-   -.-  99.9  37.7  14.0 O 1  - 183      diercke      -.-   -.-  -.-   -.-   18
1861 11 23 12 00 0   -.-   -.-  99.9  28.6  14.2 O 1  - 183      diercke      -.-   -.-  -.-   -.-   29
1861 11 23 12 00 0   -.-   -.-  99.9  32.2  14.1 O 1  - 183      diercke      -.-   -.-  -.-   -.-   23
1861 11 23 12 00 0   -.-   -.-  99.9  40.8  15.9 O 1  - 183      diercke      -.-   -.-  -.-   -.-  572
1861 11 23 12 00 0   -.-   -.-  99.9  34.2  14.3 O 1  - 183      diercke      -.-   -.-  -.-   -.-   29
1861 11 23 12 00 0   -.-   -.-  99.9  30.4  14.7 O 1  - 183      diercke      -.-   -.-  -.-   -.-   43
1861 11 23 12 00 0   -.-   -.-  99.9  45.5  16.6 O 1  - 183      diercke      -.-   -.-  -.-   -.-  556
1861 11 23 12 00 0   -.-   -.-  99.9  35.8  15.1 O 1  - 183      diercke      -.-   -.-  -.-   -.-   34
1861 11 23 12 00 0   -.-   -.-  99.9  28.1  15.5 O 1  - 183      diercke      -.-   -.-  -.-   -.-   35
1861 11 23 12 00 0   -.-   -.-  99.9  29.5  15.8 O 1  - 183      diercke      -.-   -.-  -.-   -.-   23
1861 11 23 12 00 0   -.-   -.-  99.9  27.8  17.1 O 1  - 183      diercke      -.-   -.-  -.-   -.-  124
1861 10 29 12 00 0   -.-   -.-  99.9 357.9  20.0 O 1  - 163      diercke      -.-   -.-  -.-   -.-  592
1861 11 07 12 00 0   -.-   -.-  99.9 243.7  23.4 O 1  - 191      diercke      -.-   -.-  -.-   -.-  605
1861 12 21 12 00 0   -.-   -.-  99.9  12.1 -16.5 O 1  - 193      diercke      -.-   -.-  -.-   -.-   81
1861 11 27 12 00 0   -.-   -.-  99.9 332.7 -13.6 O 1  - 205      diercke      -.-   -.-  -.-   -.-  650
1861 11 27 12 00 0   -.-   -.-  99.9 336.5 -14.4 O 1  - 205      diercke      -.-   -.-  -.-   -.-   53
1861 12 10 12 00 0   -.-   -.-  99.9 161.9 -13.8 O 1  - 200      diercke      -.-   -.-  -.-   -.-   61
1861 12 10 12 00 0   -.-   -.-  99.9 164.1 -12.5 O 1  - 200      diercke      -.-   -.-  -.-   -.-   67
1861 11 27 12 00 0   -.-   -.-  99.9 336.2 -12.3 O 1  - 205      diercke      -.-   -.-  -.-   -.-   50
1861 12 10 12 00 0   -.-   -.-  99.9 161.6 -12.3 O 1  - 200      diercke      -.-   -.-  -.-   -.-   23
1861 12 10 12 00 0   -.-   -.-  99.9 163.5 -11.0 O 1  - 200      diercke      -.-   -.-  -.-   -.-   36
1861 12 10 12 00 0   -.-   -.-  99.9 165.3 -10.0 O 1  - 200      diercke      -.-   -.-  -.-   -.-   34
1861 12 10 12 00 0   -.-   -.-  99.9 167.8  -9.4 O 1  - 200      diercke      -.-   -.-  -.-   -.-   48
1861 12 10 12 00 0   -.-   -.-  99.9 164.1  -8.3 O 1  - 200      diercke      -.-   -.-  -.-   -.-   41
1861 12 10 12 00 0   -.-   -.-  99.9 161.9  -7.2 O 1  - 200      diercke      -.-   -.-  -.-   -.-   55
1861 12 08 12 00 0   -.-   -.-  99.9 178.5   3.6 O 1  - 201      diercke      -.-   -.-  -.-   -.- 1369
1861 12 08 12 00 0   -.-   -.-  99.9 184.3   2.7 O 1  - 201      diercke      -.-   -.-  -.-   -.-    9
1861 12 04 12 00 0   -.-   -.-  99.9 240.5   3.2 O 1  - 203      diercke      -.-   -.-  -.-   -.-    9
1861 12 04 12 00 0   -.-   -.-  99.9 237.3   3.3 O 1  - 203      diercke      -.-   -.-  -.-   -.-   32
1861 12 04 12 00 0   -.-   -.-  99.9 244.5   5.3 O 1  - 203      diercke      -.-   -.-  -.-   -.-  536
1861 12 07 12 00 0   -.-   -.-  99.9 212.0   5.6 O 1  - 202      diercke      -.-   -.-  -.-   -.-  220
1861 12 11 12 00 0   -.-   -.-  99.9 153.9   5.8 O 1  - 199      diercke      -.-   -.-  -.-   -.-  368
1861 12 04 12 00 0   -.-   -.-  99.9 236.7   4.9 O 1  - 203      diercke      -.-   -.-  -.-   -.-  110
1861 12 04 12 00 0   -.-   -.-  99.9 240.0   4.8 O 1  - 203      diercke      -.-   -.-  -.-   -.-    5
1861 12 07 12 00 0   -.-   -.-  99.9 208.2   5.0 O 1  - 202      diercke      -.-   -.-  -.-   -.-   34
1861 12 07 12 00 0   -.-   -.-  99.9 210.3   5.2 O 1  - 202      diercke      -.-   -.-  -.-   -.-   18
1861 12 04 12 00 0   -.-   -.-  99.9 240.3   6.3 O 1  - 203      diercke      -.-   -.-  -.-   -.-  142
1861 12 07 12 00 0   -.-   -.-  99.9 194.4   7.6 O 1  - 202      diercke      -.-   -.-  -.-   -.-  488
1861 12 04 12 00 0   -.-   -.-  99.9 237.0   6.4 O 1  - 203      diercke      -.-   -.-  -.-   -.-   41
1861 12 07 12 00 0   -.-   -.-  99.9 208.7   6.4 O 1  - 202      diercke      -.-   -.-  -.-   -.-   27
1861 12 15 12 00 0   -.-   -.-  99.9  96.7   8.4 O 1  - 198      diercke      -.-   -.-  -.-   -.-  557
1861 12 20 12 00 0   -.-   -.-  99.9  32.3   6.8 O 1  - 194      diercke      -.-   -.-  -.-   -.-   27
1861 12 20 12 00 0   -.-   -.-  99.9  34.4   7.1 O 1  - 194      diercke      -.-   -.-  -.-   -.-   31
1861 12 15 12 00 0   -.-   -.-  99.9  92.6   8.0 O 1  - 198      diercke      -.-   -.-  -.-   -.-   41
1861 12 20 12 00 0   -.-   -.-  99.9  31.6   8.8 O 1  - 194      diercke      -.-   -.-  -.-   -.-   27
1861 12 20 12 00 0   -.-   -.-  99.9  33.4   8.8 O 1  - 194      diercke      -.-   -.-  -.-   -.-   23
1861 12 03 12 00 0   -.-   -.-  99.9 257.2   8.8 O 1  - 204      diercke      -.-   -.-  -.-   -.-   25
1861 12 15 12 00 0   -.-   -.-  99.9  94.0   8.8 O 1  - 198      diercke      -.-   -.-  -.-   -.-   11
1861 12 03 12 00 0   -.-   -.-  99.9 255.9  11.7 O 1  - 204      diercke      -.-   -.-  -.-   -.-  393
1861 12 03 12 00 0   -.-   -.-  99.9 258.5  11.0 O 1  - 204      diercke      -.-   -.-  -.-   -.-   56
1861 12 15 12 00 0   -.-   -.-  99.9 102.2  10.7 O 1  - 198      diercke      -.-   -.-  -.-   -.-   51
1861 12 03 12 00 0   -.-   -.-  99.9 252.9  10.9 O 1  - 204      diercke      -.-   -.-  -.-   -.-   37
1861 12 15 12 00 0   -.-   -.-  99.9  93.8  11.2 O 1  - 198      diercke      -.-   -.-  -.-   -.-   58
1861 12 15 12 00 0   -.-   -.-  99.9  90.9  10.9 O 1  - 198      diercke      -.-   -.-  -.-   -.-   21
1861 12 15 12 00 0   -.-   -.-  99.9  92.2  11.0 O 1  - 198      diercke      -.-   -.-  -.-   -.-   18
1861 12 15 12 00 0   -.-   -.-  99.9 101.0  11.8 O 1  - 198      diercke      -.-   -.-  -.-   -.-   43
1861 12 15 12 00 0   -.-   -.-  99.9  98.6  12.9 O 1  - 198      diercke      -.-   -.-  -.-   -.-  202
1861 12 15 12 00 0   -.-   -.-  99.9  99.9  12.1 O 1  - 198      diercke      -.-   -.-  -.-   -.-    9
1861 12 03 12 00 0   -.-   -.-  99.9 251.9  12.1 O 1  - 204      diercke      -.-   -.-  -.-   -.-   25
1861 12 15 12 00 0   -.-   -.-  99.9  96.6  12.3 O 1  - 198      diercke      -.-   -.-  -.-   -.-   36
1861 12 03 12 00 0   -.-   -.-  99.9 253.3  12.7 O 1  - 204      diercke      -.-   -.-  -.-   -.-   45
1861 12 19 12 00 0   -.-   -.-  99.9  47.8  12.9 O 1  - 196      diercke      -.-   -.-  -.-   -.-   58
1861 12 03 12 00 0   -.-   -.-  99.9 262.1  14.6 O 1  - 204      diercke      -.-   -.-  -.-   -.-  760
1861 12 15 12 00 0   -.-   -.-  99.9 101.8  13.4 O 1  - 198      diercke      -.-   -.-  -.-   -.-   65
1861 12 15 12 00 0   -.-   -.-  99.9  92.0  13.1 O 1  - 198      diercke      -.-   -.-  -.-   -.-   39
1861 12 15 12 00 0   -.-   -.-  99.9  90.9  13.7 O 1  - 198      diercke      -.-   -.-  -.-   -.-   44
1861 12 15 12 00 0   -.-   -.-  99.9  94.2  14.7 O 1  - 198      diercke      -.-   -.-  -.-   -.-  317
1861 12 15 12 00 0   -.-   -.-  99.9  96.9  14.5 O 1  - 198      diercke      -.-   -.-  -.-   -.-   21
1861 12 03 12 00 0   -.-   -.-  99.9 255.0  14.8 O 1  - 204      diercke      -.-   -.-  -.-   -.-   36
1861 12 15 12 00 0   -.-   -.-  99.9 100.7  15.2 O 1  - 198      diercke      -.-   -.-  -.-   -.-   74
1861 12 03 12 00 0   -.-   -.-  99.9 256.8  15.6 O 1  - 204      diercke      -.-   -.-  -.-   -.-   57
1861 12 03 12 00 0   -.-   -.-  99.9 253.6  15.6 O 1  - 204      diercke      -.-   -.-  -.-   -.-   79
1861 12 19 12 00 0   -.-   -.-  99.9  44.5  15.5 O 1  - 196      diercke      -.-   -.-  -.-   -.-   34
1861 12 19 12 00 0   -.-   -.-  99.9  40.4  16.0 O 1  - 196      diercke      -.-   -.-  -.-   -.-   30
1861 12 03 12 00 0   -.-   -.-  99.9 255.6  16.7 O 1  - 204      diercke      -.-   -.-  -.-   -.-   26
1861 12 20 12 00 0   -.-   -.-  99.9  34.3  17.1 O 1  - 195      diercke      -.-   -.-  -.-   -.-   26
1861 12 18 12 00 0   -.-   -.-  99.9  56.6  18.5 O 1  - 197      diercke      -.-   -.-  -.-   -.-  291
1861 12 20 12 00 0   -.-   -.-  99.9  36.8  17.4 O 1  - 195      diercke      -.-   -.-  -.-   -.-   32
1861 12 19 12 00 0   -.-   -.-  99.9  41.1  18.0 O 1  - 196      diercke      -.-   -.-  -.-   -.-   50
1861 12 20 12 00 0   -.-   -.-  99.9  34.0  21.8 O 1  - 195      diercke      -.-   -.-  -.-   -.-   61
1861 12 26 12 00 0   -.-   -.-  99.9 319.0 -17.2 O 1  - 213      diercke      -.-   -.-  -.-   -.-  455
1861 12 26 12 00 0   -.-   -.-  99.9 316.0 -18.5 O 1  - 213      diercke      -.-   -.-  -.-   -.-   41
1861 12 26 12 00 0   -.-   -.-  99.9 313.4 -18.6 O 1  - 213      diercke      -.-   -.-  -.-   -.-   39
1861 12 26 12 00 0   -.-   -.-  99.9 305.9 -16.5 O 1  - 213      diercke      -.-   -.-  -.-   -.-  895
1861 12 26 12 00 0   -.-   -.-  99.9 322.0 -18.4 O 1  - 213      diercke      -.-   -.-  -.-   -.-   26
1861 12 26 12 00 0   -.-   -.-  99.9 311.5 -18.0 O 1  - 213      diercke      -.-   -.-  -.-   -.-   29
1861 12 26 12 00 0   -.-   -.-  99.9 322.2 -16.4 O 1  - 213      diercke      -.-   -.-  -.-   -.-   56
1861 12 26 12 00 0   -.-   -.-  99.9 310.5 -16.8 O 1  - 213      diercke      -.-   -.-  -.-   -.-   31
1861 12 26 12 00 0   -.-   -.-  99.9 316.7 -16.4 O 1  - 213      diercke      -.-   -.-  -.-   -.-   50
1861 12 26 12 00 0   -.-   -.-  99.9 314.1 -16.4 O 1  - 213      diercke      -.-   -.-  -.-   -.-   40
1861 12 24 12 00 0   -.-   -.-  99.9 334.8 -12.4 O 1  - 214      diercke      -.-   -.-  -.-   -.-  597
1861 12 24 12 00 0   -.-   -.-  99.9 342.0 -12.6 O 1  - 214      diercke      -.-   -.-  -.-   -.-   77
1861 12 31 12 00 0   -.-   -.-  99.9 244.9  -7.8 O 1  - 211      diercke      -.-   -.-  -.-   -.-   55
1862 01 14 12 00 0   -.-   -.-  99.9  51.3   2.9 O 1  - 206      diercke      -.-   -.-  -.-   -.-   43
1862 01 14 12 00 0   -.-   -.-  99.9  47.1   2.8 O 1  - 206      diercke      -.-   -.-  -.-   -.-   30
1862 01 14 12 00 0   -.-   -.-  99.9  48.6   6.3 O 1  - 206      diercke      -.-   -.-  -.-   -.-   37
1862 01 14 12 00 0   -.-   -.-  99.9  57.7   8.2 O 1  - 206      diercke      -.-   -.-  -.-   -.-   27
1862 01 14 12 00 0   -.-   -.-  99.9  59.4   9.6 O 1  - 206      diercke      -.-   -.-  -.-   -.-   33
1862 01 14 12 00 0   -.-   -.-  99.9  45.3   9.7 O 1  - 206      diercke      -.-   -.-  -.-   -.-   32
1862 01 14 12 00 0   -.-   -.-  99.9  55.2   9.6 O 1  - 206      diercke      -.-   -.-  -.-   -.-   29
