YYYY MM DD HH MI T    L0    B0   CMD LLL.L BBB.B M Q SS GROUP    MEASURER   MOD_L MOD_B SIGMA DELTA UMB A
1621 10 10 07 58 1 296.0   5.8   5.9 301.9 -36.1 E 1  4 332      schmiel      NaN   NaN   NaN 42.3   17  
1621 10 10 07 58 1 296.0   5.8   6.7 302.7 -32.0 E 1  6 332      schmiel      NaN   NaN   NaN 38.4   54  
1621 10 10 07 58 1 296.0   5.8   8.7 304.7 -34.0 E 1  3 332      schmiel      NaN   NaN   NaN 40.7    7  
1621 10 10 07 58 1 296.0   5.8   9.9 305.9 -32.8 E 1  3 332      schmiel      NaN   NaN   NaN 39.8    7  
1621 10 11 16 17 1 278.2   5.7  22.3 300.5 -30.2 E 1  2 332      schmiel      NaN   NaN   NaN 41.8    4  
1621 10 11 16 17 1 278.2   5.7  17.9 296.1 -38.9 E 1  2 332      schmiel      NaN   NaN   NaN 47.6    5  
1621 10 11 16 17 1 278.2   5.7  24.8 303.0 -30.2 E 1  2 332      schmiel      NaN   NaN   NaN 43.1    4  
1621 10 11 16 17 1 278.2   5.7  28.8 307.0 -36.2 E 1  2 332      schmiel      NaN   NaN   NaN 49.9    5  
1621 10 11 16 17 1 278.2   5.7  26.5 304.7 -31.5 E 1  3 332      schmiel      NaN   NaN   NaN 45.0    8  
1621 10 11 16 17 1 278.2   5.7  21.2 299.4 -35.1 E 1  4 332      schmiel      NaN   NaN   NaN 45.5   18  
1621 10 11 16 17 1 278.2   5.7  19.4 297.6 -30.8 E 1  2 332      schmiel      NaN   NaN   NaN 41.0    4  
1621 10 11 16 17 1 278.2   5.7  28.6 306.8 -33.5 E 1  2 332      schmiel      NaN   NaN   NaN 47.7    5  
1621 10 11 16 17 1 278.2   5.7  23.7 301.9 -33.5 E 1  4 332      schmiel      NaN   NaN   NaN 45.2   18  
1621 10 13 15 50 1 252.1   5.6  50.1 302.2 -35.1 E 1  5 332      schmiel      NaN   NaN   NaN 62.2   49  
1621 10 14 09 25 1 242.5   5.5  59.5 302.0 -33.4 E 1  6 332      schmiel      NaN   NaN   NaN 68.4  115  
1621 10 15 11 23 1 228.2   5.4  74.8 303.0 -31.3 E 1  6 332      schmiel      NaN   NaN   NaN 80.0  245  
1621 10 25 11 35 1  96.2   4.5 -51.3  44.9 -21.3 E 1  3 333      schmiel      NaN   NaN   NaN 56.5   10  
1621 10 26 14 56 1  81.2   4.4 -34.5  46.7 -22.6 E 1  3 333      schmiel      NaN   NaN   NaN 43.2    8  
1621 10 27 08 58 1  71.3   4.3 -25.7  45.6 -22.9 E 1  2 333      schmiel      NaN   NaN   NaN 37.0    4  
1621 10 28 12 25 1  56.2   4.2 -10.4  45.8 -23.0 E 1  3 333      schmiel      NaN   NaN   NaN 29.0    6  
1621 10 29 12 56 1  42.7   4.1   1.2  43.9 -22.8 E 1  3 333      schmiel      NaN   NaN   NaN 26.9    6  
1621 10 31 13 12 1  16.2   3.9  25.5  41.7 -23.0 E 1  5 333      schmiel      NaN   NaN   NaN 36.6   29  
1621 11 16 12 15 1 165.8   2.0 -51.8 114.0 -17.2 E 1  2 334      schmiel      NaN   NaN   NaN 54.6    5  
1621 11 16 12 15 1 165.8   2.0 -53.1 112.7 -20.4 E 1  5 334      schmiel      NaN   NaN   NaN 56.6   41  
1621 11 16 12 15 1 165.8   2.0 -49.3 116.5 -19.6 E 1  4 334      schmiel      NaN   NaN   NaN 53.0   22  
1621 11 17 09 15 1 154.3   1.9 -35.0 119.3 -14.7 E 1  2 334      schmiel      NaN   NaN   NaN 38.4    4  
1621 11 17 09 15 1 154.3   1.9 -43.8 110.5 -22.5 E 1  7 334      schmiel      NaN   NaN   NaN 49.2   91  
1621 11 17 09 15 1 154.3   1.9 -35.9 118.4 -16.0 E 1  2 334      schmiel      NaN   NaN   NaN 39.7    4  
1621 11 17 09 15 1 154.3   1.9 -36.9 117.4 -22.5 E 1  4 334      schmiel      NaN   NaN   NaN 43.5   18  
1621 11 17 09 15 1 154.3   1.9 -36.5 117.8 -17.6 E 1  2 334      schmiel      NaN   NaN   NaN 40.9    4  
1621 11 17 09 15 1 154.3   1.9 -38.7 115.6 -22.6 E 1  4 334      schmiel      NaN   NaN   NaN 45.0   18  
1621 11 17 09 15 1 154.3   1.9 -37.7 116.6 -19.3 E 1  2 334      schmiel      NaN   NaN   NaN 42.7    4  
1621 11 17 09 15 1 154.3   1.9 -39.7 114.6 -21.3 E 1  1 334      schmiel      NaN   NaN   NaN 45.2    2  
1621 11 17 09 15 1 154.3   1.9 -39.6 114.7 -19.6 E 1  2 334      schmiel      NaN   NaN   NaN 44.4    4  
1621 11 17 09 15 1 154.3   1.9 -41.4 112.9 -19.2 E 1  2 334      schmiel      NaN   NaN   NaN 45.8    4  
1621 11 20 10 00 1 114.3   1.6  -0.1 114.2 -23.1 E 1  3 334      schmiel      NaN   NaN   NaN 24.7    6  
1621 11 20 10 00 1 114.3   1.6  -1.6 112.7 -26.3 E 1  4 334      schmiel      NaN   NaN   NaN 27.9   15  
1621 11 20 10 00 1 114.3   1.6   3.3 117.6 -25.4 E 1 12 334      schmiel      NaN   NaN   NaN 27.2  213  
1621 11 20 10 00 1 114.3   1.6  -2.8 111.5 -26.2 E 1  5 334      schmiel      NaN   NaN   NaN 27.9   26  
1621 11 20 10 00 1 114.3   1.6  -3.3 111.0 -22.8 E 1  3 334      schmiel      NaN   NaN   NaN 24.6    6  
1621 11 21 09 30 1 101.4   1.4  15.4 116.8 -26.7 E 1  7 334      schmiel      NaN   NaN   NaN 31.8   70  
1621 11 21 09 30 1 101.4   1.4   9.9 111.3 -28.0 E 1  4 334      schmiel      NaN   NaN   NaN 30.9   15  
1621 11 21 09 30 1 101.4   1.4   9.8 111.2 -24.4 E 1  3 334      schmiel      NaN   NaN   NaN 27.5    6  
1621 11 21 09 30 1 101.4   1.4  12.3 113.7 -26.5 E 1  2 334      schmiel      NaN   NaN   NaN 30.4    4  
1621 11 21 09 30 1 101.4   1.4  11.2 112.6 -25.4 E 1  2 334      schmiel      NaN   NaN   NaN 28.9    3  
1621 11 21 09 30 1 101.4   1.4   8.3 109.7 -24.9 E 1  2 334      schmiel      NaN   NaN   NaN 27.5    3  
1621 11 24 09 36 1  61.8   1.1  55.0 116.8 -26.1 E 1  3 334      schmiel      NaN   NaN   NaN 59.6   11  
1621 11 24 09 36 1  61.8   1.1  41.9 103.7 -29.5 E 1  4 334      schmiel      NaN   NaN   NaN 50.3   20  
1621 11 24 09 36 1  61.8   1.1  49.3 111.1 -26.1 E 1  3 334      schmiel      NaN   NaN   NaN 54.7   10  
1621 11 24 09 36 1  61.8   1.1  48.3 110.1 -27.5 E 1  3 334      schmiel      NaN   NaN   NaN 54.5   10  
1621 11 25 10 46 1  48.0   0.9  69.4 117.4 -24.5 E 1  2 334      schmiel      NaN   NaN   NaN 71.7   10  
1621 11 25 10 46 1  48.0   0.9  53.8 101.8 -29.9 E 1  3 334      schmiel      NaN   NaN   NaN 59.7   11  
1621 11 25 10 46 1  48.0   0.9  68.5 116.5 -25.5 E 1  3 334      schmiel      NaN   NaN   NaN 71.1   17  
1621 11 25 10 46 1  48.0   0.9  62.6 110.6 -27.9 E 1  3 334      schmiel      NaN   NaN   NaN 66.5   14  
1622 02 16 10 29 1  35.0  -7.1 -17.9  17.1 -21.4 E 1  2 335      schmiel      NaN   NaN   NaN 22.5    3  
1622 02 16 10 29 1  35.0  -7.1 -22.1  12.9 -23.3 E 1  4 335      schmiel      NaN   NaN   NaN 26.7   15  
1622 02 16 10 29 1  35.0  -7.1 -23.7  11.3 -21.9 E 1  2 335      schmiel      NaN   NaN   NaN 27.3    3  
1622 02 21 07 15 1 331.0  -7.2  41.1  12.1 -20.1 E 1  2 335      schmiel      NaN   NaN   NaN 41.8    4  
1622 02 21 07 15 1 331.0  -7.2  46.4  17.4 -22.0 E 1  2 335      schmiel      NaN   NaN   NaN 47.1    5  
1622 02 27 08 10 1 251.4  -7.2 -55.3 196.1 -22.5 E 1  2 336      schmiel      NaN   NaN   NaN 55.3    5  
1622 02 27 08 10 1 251.4  -7.2 -56.8 194.6 -26.2 E 1  5 336      schmiel      NaN   NaN   NaN 57.1   42  
1622 02 27 08 10 1 251.4  -7.2 -52.0 199.4 -23.3 E 1  3 336      schmiel      NaN   NaN   NaN 52.4    9  
1622 02 27 08 10 1 251.4  -7.2 -57.7 193.7 -23.7 E 1  2 336      schmiel      NaN   NaN   NaN 57.6    6  
1622 02 27 08 10 1 251.4  -7.2 -36.4 215.0 -25.0 E 1  3 337      schmiel      NaN   NaN   NaN 39.0    7  
1622 02 27 08 10 1 251.4  -7.2  47.5 298.9 -20.3 E 1  4 338      schmiel      NaN   NaN   NaN 47.8   19  
1622 02 27 08 10 1 251.4  -7.2  56.0 307.4 -18.1 E 1  2 338      schmiel      NaN   NaN   NaN 55.5    5  
1622 02 27 08 10 1 251.4  -7.2  54.7 306.1 -19.4 E 1  1 338      schmiel      NaN   NaN   NaN 54.4    2  
1622 02 27 08 10 1 251.4  -7.2  52.5 303.9 -18.1 E 1  1 338      schmiel      NaN   NaN   NaN 52.2    2  
1622 02 27 08 10 1 251.4  -7.2  53.7 305.1 -18.5 E 1  1 338      schmiel      NaN   NaN   NaN 53.3    2  
1622 02 27 08 10 1 251.4  -7.2  50.5 301.9 -18.8 E 1  1 338      schmiel      NaN   NaN   NaN 50.4    2  
1622 02 27 08 10 1 251.4  -7.2  48.8 300.2 -19.3 E 1  1 338      schmiel      NaN   NaN   NaN 48.8    2  
1622 03 01 07 30 1 225.4  -7.2 -36.4 189.0 -20.6 E 1  2 336      schmiel      NaN   NaN   NaN 37.6    4  
1622 03 01 07 30 1 225.4  -7.2 -35.9 189.5 -22.4 E 1  2 336      schmiel      NaN   NaN   NaN 37.7    4  
1622 03 01 07 30 1 225.4  -7.2 -38.0 187.4 -22.1 E 1  2 336      schmiel      NaN   NaN   NaN 39.5    4  
1622 03 01 07 30 1 225.4  -7.2 -31.1 194.3 -22.3 E 1  5 336      schmiel      NaN   NaN   NaN 33.5   27  
1622 03 01 07 30 1 225.4  -7.2 -28.6 196.8 -21.1 E 1  2 336      schmiel      NaN   NaN   NaN 30.9    4  
1622 03 01 07 30 1 225.4  -7.2  -8.9 216.5 -23.5 E 1  3 337      schmiel      NaN   NaN   NaN 18.4    6  
1622 03 01 07 30 1 225.4  -7.2  -9.2 216.2 -22.4 E 1  1 337      schmiel      NaN   NaN   NaN 17.6    1  
1622 03 01 07 30 1 225.4  -7.2  -8.7 216.7 -22.8 E 1  1 337      schmiel      NaN   NaN   NaN 17.7    1  
1622 03 01 07 30 1 225.4  -7.2  75.1 300.5 -21.1 E 1  3 338      schmiel      NaN   NaN   NaN 73.5   20  
1622 03 02 15 49 1 207.7  -7.2 -13.5 194.2 -20.0 E 1  5 336      schmiel      NaN   NaN   NaN 18.3   24  
1622 03 02 15 49 1 207.7  -7.2   8.8 216.5 -21.8 E 1  4 337      schmiel      NaN   NaN   NaN 16.9   13  
1622 05 15 13 30 1 311.9  -2.0 -26.2 285.7 -17.3 E 1  6 339      schmiel      NaN   NaN   NaN 29.9   50  
1622 05 20 07 24 1 249.1  -1.5  37.6 286.7 -15.5 E 1  5 339      schmiel      NaN   NaN   NaN 39.6   30  
1622 05 20 07 25 1 249.1  -1.5 -41.9 207.2 -20.4 E 1  3 340      schmiel      NaN   NaN   NaN 45.1    8  
1622 05 20 07 25 1 249.1  -1.5 -40.7 208.4 -23.2 E 1  2 340      schmiel      NaN   NaN   NaN 45.0    4  
1622 05 20 07 25 1 249.1  -1.5 -40.7 208.4 -22.5 E 1  2 340      schmiel      NaN   NaN   NaN 44.8    4  
1622 05 20 07 25 1 249.1  -1.5 -37.6 211.5 -23.0 E 1  2 340      schmiel      NaN   NaN   NaN 42.3    4  
1622 05 20 07 25 1 249.1  -1.5 -36.9 212.2 -22.3 E 1  3 340      schmiel      NaN   NaN   NaN 41.5    7  
1622 05 21 08 27 1 235.3  -1.4  50.8 286.1 -15.7 E 1  5 339      schmiel      NaN   NaN   NaN 52.1   37  
1622 05 21 08 28 1 235.3  -1.4 -29.5 205.8 -19.3 E 1  3 340      schmiel      NaN   NaN   NaN 34.0    7  
1622 05 21 08 28 1 235.3  -1.4 -27.0 208.3 -22.3 E 1  3 340      schmiel      NaN   NaN   NaN 33.6    7  
1622 05 21 08 28 1 235.3  -1.4 -32.9 202.4 -19.8 E 1  3 340      schmiel      NaN   NaN   NaN 37.1    7  
1622 05 21 08 28 1 235.3  -1.4 -33.2 202.1 -22.2 E 1  2 340      schmiel      NaN   NaN   NaN 38.4    4  
1622 05 21 08 28 1 235.3  -1.4 -30.0 205.3 -22.4 E 1  2 340      schmiel      NaN   NaN   NaN 36.0    4  
1622 05 24 08 00 1 195.9  -1.0  13.7 209.6 -20.1 E 1  6 340      schmiel      NaN   NaN   NaN 23.3   46  
1622 05 24 08 00 1 195.9  -1.0   9.4 205.3 -23.1 E 1  2 340      schmiel      NaN   NaN   NaN 23.9    3  
1622 05 24 08 00 1 195.9  -1.0   6.4 202.3 -22.0 E 1  4 340      schmiel      NaN   NaN   NaN 21.9   14  
1622 05 24 08 00 1 195.9  -1.0   7.0 202.9 -23.4 E 1  2 340      schmiel      NaN   NaN   NaN 23.4    3  
1622 05 25 14 36 1 179.0  -0.9  30.8 209.8 -19.1 E 1  5 340      schmiel      NaN   NaN   NaN 35.3   28  
1622 05 25 14 36 1 179.0  -0.9  29.4 208.4 -19.1 E 1  5 340      schmiel      NaN   NaN   NaN 34.1   27  
1622 05 26 06 00 1 170.5  -0.8  40.6 211.1 -19.0 E 1  4 340      schmiel      NaN   NaN   NaN 43.8   18  
1622 05 26 06 00 1 170.5  -0.8  38.7 209.2 -19.1 E 1  5 340      schmiel      NaN   NaN   NaN 42.1   30  
1622 06 08 07 02 1 357.9   0.8 -73.0 284.9 -18.7 E 1  3 341      schmiel      NaN   NaN   NaN 74.2   20  
1622 06 08 07 02 1 357.9   0.8 -69.2 288.7 -19.9 E 1  3 341      schmiel      NaN   NaN   NaN 70.8   17  
1622 06 08 07 02 1 357.9   0.8   7.4   5.3 -24.4 E 1  2 342      schmiel      NaN   NaN   NaN 26.2    3  
1622 06 08 07 02 1 357.9   0.8   8.0   5.9 -29.1 E 1  1 342      schmiel      NaN   NaN   NaN 30.9    1  
1622 06 08 07 02 1 357.9   0.8   7.9   5.8 -27.6 E 1  1 342      schmiel      NaN   NaN   NaN 29.4    1  
1622 06 08 07 02 1 357.9   0.8  12.8  10.7 -26.7 E 1  1 342      schmiel      NaN   NaN   NaN 30.1    1  
1622 06 08 07 02 1 357.9   0.8  11.9   9.8 -26.0 E 1  1 342      schmiel      NaN   NaN   NaN 29.2    1  
1622 06 08 07 02 1 357.9   0.8  10.3   8.2 -25.4 E 1  1 342      schmiel      NaN   NaN   NaN 28.0    1  
1622 06 09 07 30 1 344.4   0.9 -76.7 267.7 -16.6 E 1  3 343      schmiel      NaN   NaN   NaN 77.5   26  
1622 06 09 07 30 1 344.4   0.9 -54.5 289.9 -17.4 E 1  3 341      schmiel      NaN   NaN   NaN 56.7   10  
1622 06 09 07 30 1 344.4   0.9  26.6  11.0 -25.4 E 1  2 342      schmiel      NaN   NaN   NaN 36.8    4  
1622 06 09 07 30 1 344.4   0.9  18.6   3.0 -24.0 E 1  4 342      schmiel      NaN   NaN   NaN 30.8   15  
1622 06 10 07 23 1 331.2   1.0 -42.5 288.7 -16.8 E 1  3 341      schmiel      NaN   NaN   NaN 45.5    8  
1622 06 10 07 23 1 331.2   1.0 -62.3 268.9 -17.9 E 1  3 343      schmiel      NaN   NaN   NaN 64.1   13  
1622 06 10 07 23 1 331.2   1.0  31.7   2.9 -22.3 E 1  1 342      schmiel      NaN   NaN   NaN 38.7    2  
1622 06 10 07 23 1 331.2   1.0  41.3  12.5 -26.1 E 1  3 342      schmiel      NaN   NaN   NaN 48.2    8  
1622 06 10 07 23 1 331.2   1.0  34.7   5.9 -23.3 E 1  2 342      schmiel      NaN   NaN   NaN 41.6    4  
1622 06 10 07 23 1 331.2   1.0  38.2   9.4 -25.6 E 1  4 342      schmiel      NaN   NaN   NaN 45.5   18  
1622 06 10 07 23 1 331.2   1.0  33.4   4.6 -23.5 E 1  2 342      schmiel      NaN   NaN   NaN 40.7    4  
1622 06 10 07 23 1 331.2   1.0  34.4   5.6 -25.1 E 1  1 342      schmiel      NaN   NaN   NaN 42.3    2  
1622 06 10 07 23 1 331.2   1.0  31.8   3.0 -23.4 E 1  1 342      schmiel      NaN   NaN   NaN 39.4    2  
1622 06 10 07 23 1 331.2   1.0  32.9   4.1 -25.0 E 1  1 342      schmiel      NaN   NaN   NaN 41.1    2  
1622 06 10 07 23 1 331.2   1.0  30.0   1.2 -24.1 E 1  3 342      schmiel      NaN   NaN   NaN 38.5    7  
1622 06 11 06 50 1 318.3   1.2 -31.8 286.5 -15.6 E 1  4 341      schmiel      NaN   NaN   NaN 35.6   16  
1622 06 11 06 50 1 318.3   1.2 -51.1 267.2 -17.8 E 1  2 343      schmiel      NaN   NaN   NaN 53.7    5  
1622 06 11 06 50 1 318.3   1.2 -50.9 267.4 -16.6 E 1  4 343      schmiel      NaN   NaN   NaN 53.2   21  
1622 06 11 06 50 1 318.3   1.2  53.5  11.8 -25.5 E 1  3 342      schmiel      NaN   NaN   NaN 58.1   10  
1622 06 11 06 50 1 318.3   1.2  52.4  10.7 -24.6 E 1  2 342      schmiel      NaN   NaN   NaN 56.9    6  
1622 06 11 06 50 1 318.3   1.2  49.1   7.4 -24.2 E 1  3 342      schmiel      NaN   NaN   NaN 53.9    9  
1622 06 11 06 50 1 318.3   1.2  43.4   1.7 -21.3 E 1  2 342      schmiel      NaN   NaN   NaN 48.0    5  
1622 06 11 06 50 1 318.3   1.2  42.3   0.6 -23.1 E 1  4 342      schmiel      NaN   NaN   NaN 47.8   19  
1622 06 11 06 50 1 318.3   1.2  43.7   2.0 -22.3 E 1  2 342      schmiel      NaN   NaN   NaN 48.6    5  
1622 06 11 06 50 1 318.3   1.2  40.7 359.0 -22.7 E 1  2 342      schmiel      NaN   NaN   NaN 46.3    4  
1622 06 13 07 38 1 291.4   1.4 -21.7 269.7 -14.8 E 1  3 345      schmiel      NaN   NaN   NaN 26.9    6  
1622 06 13 07 38 1 291.4   1.4 -22.9 268.5 -15.3 E 1  2 345      schmiel      NaN   NaN   NaN 28.1    3  
1622 06 13 07 38 1 291.4   1.4  -5.7 285.7 -11.7 E 1  2 347      schmiel      NaN   NaN   NaN 14.3    3  
1622 06 13 07 38 1 291.4   1.4  -5.6 285.8 -16.9 E 1  2 347      schmiel      NaN   NaN   NaN 19.1    3  
1622 06 13 07 38 1 291.4   1.4  -5.1 286.3 -13.1 E 1  1 347      schmiel      NaN   NaN   NaN 15.3    1  
1622 06 13 07 38 1 291.4   1.4  -4.6 286.8 -16.6 E 1  1 347      schmiel      NaN   NaN   NaN 18.6    1  
1622 06 13 07 38 1 291.4   1.4  -5.2 286.2 -14.9 E 1  2 347      schmiel      NaN   NaN   NaN 17.1    3  
1622 06 13 07 38 1 291.4   1.4  -6.4 285.0 -15.3 E 1  1 347      schmiel      NaN   NaN   NaN 17.8    1  
1622 06 13 07 38 1 291.4   1.4  -2.1 289.3 -13.8 E 1  1 347      schmiel      NaN   NaN   NaN 15.3    1  
1622 06 13 07 38 1 291.4   1.4   0.9 292.3 -17.5 E 1  2 346      schmiel      NaN   NaN   NaN 18.9    3  
1622 06 13 07 38 1 291.4   1.4   1.3 292.7 -15.2 E 1  2 346      schmiel      NaN   NaN   NaN 16.6    3  
1622 06 13 07 38 1 291.4   1.4  -0.3 291.1 -16.9 E 1  1 346      schmiel      NaN   NaN   NaN 18.3    1  
1622 06 13 07 38 1 291.4   1.4   0.4 291.8 -15.6 E 1  1 346      schmiel      NaN   NaN   NaN 17.0    1  
1622 06 13 07 38 1 291.4   1.4  -2.8 288.6 -14.6 E 1  2 347      schmiel      NaN   NaN   NaN 16.2    3  
1622 06 13 07 38 1 291.4   1.4   5.3 296.7 -15.8 E 1  1 346      schmiel      NaN   NaN   NaN 18.0    1  
1622 06 13 07 38 1 291.4   1.4   4.8 296.2 -17.0 E 1  1 346      schmiel      NaN   NaN   NaN 19.0    1  
1622 06 13 07 38 1 291.4   1.4   6.2 297.6 -15.3 E 1  1 346      schmiel      NaN   NaN   NaN 17.8    1  
1622 06 13 07 38 1 291.4   1.4   8.8 300.2 -17.6 E 1  1 346      schmiel      NaN   NaN   NaN 20.9    1  
1622 06 13 07 38 1 291.4   1.4   7.1 298.5 -17.2 E 1  1 346      schmiel      NaN   NaN   NaN 19.9    1  
1622 06 13 07 38 1 291.4   1.4  76.1   7.5 -26.2 E 1  2 342      schmiel      NaN   NaN   NaN 78.2   15  
1622 06 13 07 38 1 291.4   1.4  66.5 357.9 -23.9 E 1  2 342      schmiel      NaN   NaN   NaN 69.2    9  
1622 06 13 07 38 1 291.4   1.4  71.4   2.8 -24.8 E 1  2 342      schmiel      NaN   NaN   NaN 73.8   11  
1622 06 14 17 38 1 272.6   1.6  14.2 286.8 -14.5 E 1  2 347      schmiel      NaN   NaN   NaN 21.3    3  
1622 06 14 17 38 1 272.6   1.6  10.7 283.3 -17.6 E 1  2 347      schmiel      NaN   NaN   NaN 21.9    3  
1622 06 14 17 38 1 272.6   1.6  16.8 289.4 -14.0 E 1  2 347      schmiel      NaN   NaN   NaN 22.8    3  
1622 06 14 17 38 1 272.6   1.6  13.4 286.0 -16.1 E 1  2 347      schmiel      NaN   NaN   NaN 22.1    3  
1622 06 14 17 38 1 272.6   1.6  22.5 295.1 -14.1 E 1  3 346      schmiel      NaN   NaN   NaN 27.2    6  
1622 06 14 17 38 1 272.6   1.6  26.0 298.6 -17.7 E 1  3 346      schmiel      NaN   NaN   NaN 32.0    6  
1622 06 14 17 38 1 272.6   1.6  25.9 298.5 -14.9 E 1  2 346      schmiel      NaN   NaN   NaN 30.5    4  
1622 06 14 17 38 1 272.6   1.6  24.6 297.2 -16.9 E 1  2 346      schmiel      NaN   NaN   NaN 30.5    4  
1622 06 14 17 38 1 272.6   1.6  20.9 293.5 -14.2 E 1  2 346      schmiel      NaN   NaN   NaN 26.0    3  
1622 06 14 17 38 1 272.6   1.6  19.3 291.9 -15.3 E 1  3 347      schmiel      NaN   NaN   NaN 25.5    6  
1622 06 14 17 38 1 272.6   1.6  14.8 287.4 -15.6 E 1  1 347      schmiel      NaN   NaN   NaN 22.5    1  
1622 06 14 17 38 1 272.6   1.6  29.7 302.3 -14.5 E 1  2 346      schmiel      NaN   NaN   NaN 33.5    4  
1622 06 14 17 38 1 272.6   1.6  28.3 300.9 -14.4 E 1  2 346      schmiel      NaN   NaN   NaN 32.2    4  
1623 03 01 14 00 1  84.3  -7.2   3.9  88.2  -5.5 E 1  2 348      schmiel      NaN   NaN   NaN  4.2    3  
1623 03 04 14 00 1  44.8  -7.2  43.5  88.3  -4.2 E 1  2 348      schmiel      NaN   NaN   NaN 43.4    4  
1623 03 04 14 00 1  44.8  -7.2  44.5  89.3  -5.2 E 1  3 348      schmiel      NaN   NaN   NaN 44.3    8  
1623 03 05 09 00 1  34.3  -7.2  51.3  85.6  -4.9 E 1  2 348      schmiel      NaN   NaN   NaN 51.0    5  
1623 03 05 09 00 1  34.3  -7.2  52.2  86.5  -6.2 E 1  3 348      schmiel      NaN   NaN   NaN 51.8    9  
1623 03 06 13 00 1  19.0  -7.2  69.3  88.3  -6.2 E 1  2 348      schmiel      NaN   NaN   NaN 68.8    8  
1623 03 06 13 00 1  19.0  -7.2  70.6  89.6  -7.1 E 1  2 348      schmiel      NaN   NaN   NaN 70.0    9  
1623 03 26 09 00 1 117.5  -6.6 -20.8  96.7  24.9 E 1  3 405      schmiel      NaN   NaN   NaN 37.4    7  
1623 03 26 09 00 1 117.5  -6.6 -19.1  98.4  22.8 E 1  1 405      schmiel      NaN   NaN   NaN 34.8    2  
1623 03 26 09 00 1 117.5  -6.6 -17.9  99.6  24.0 E 1  1 405      schmiel      NaN   NaN   NaN 35.2    2  
1623 03 26 09 00 1 117.5  -6.6 -15.8 101.7  22.7 E 1  3 405      schmiel      NaN   NaN   NaN 33.1    7  
1623 03 26 09 00 1 117.5  -6.6  11.1 128.6 -11.2 E 1  5 406      schmiel      NaN   NaN   NaN 11.9   24  
1623 03 26 09 00 1 117.5  -6.6   8.7 126.2 -11.3 E 1  2 406      schmiel      NaN   NaN   NaN  9.8    3  
1623 03 26 09 00 1 117.5  -6.6   1.8 119.3 -11.3 E 1  2 406      schmiel      NaN   NaN   NaN  5.0    3  
1623 03 26 09 00 1 117.5  -6.6   3.7 121.2 -11.4 E 1  2 406      schmiel      NaN   NaN   NaN  6.0    3  
1623 03 26 09 00 1 117.5  -6.6   6.1 123.6 -11.1 E 1  1 406      schmiel      NaN   NaN   NaN  7.5    1  
1623 03 27 10 00 1 103.7  -6.5  -6.0  97.7  26.2 E 1  4 405      schmiel      NaN   NaN   NaN 33.2   16  
1623 03 27 10 00 1 103.7  -6.5   0.8 104.5  22.6 E 1  3 405      schmiel      NaN   NaN   NaN 29.1    7  
1623 03 27 10 00 1 103.7  -6.5   1.0 104.7  23.2 E 1  3 405      schmiel      NaN   NaN   NaN 29.7    7  
1623 03 27 10 00 1 103.7  -6.5  26.6 130.3 -10.8 E 1  5 406      schmiel      NaN   NaN   NaN 26.6   27  
1623 03 27 10 00 1 103.7  -6.5  15.9 119.6 -11.1 E 1  2 406      schmiel      NaN   NaN   NaN 16.4    3  
1623 03 27 10 00 1 103.7  -6.5  18.0 121.7 -11.1 E 1  2 406      schmiel      NaN   NaN   NaN 18.4    3  
1623 03 27 10 00 1 103.7  -6.5  22.9 126.6 -10.5 E 1  1 406      schmiel      NaN   NaN   NaN 23.0    1  
1623 03 27 10 00 1 103.7  -6.5  23.3 127.0 -11.2 E 1  1 406      schmiel      NaN   NaN   NaN 23.5    1  
1623 03 27 10 00 1 103.7  -6.5  21.2 124.9 -11.4 E 1  1 406      schmiel      NaN   NaN   NaN 21.5    1  
1623 03 28 07 00 1  92.2  -6.5  42.5 134.7 -12.1 E 1  5 406      schmiel      NaN   NaN   NaN 42.3   32  
1623 03 28 07 00 1  92.2  -6.5  16.1 108.3  21.3 E 1  4 405      schmiel      NaN   NaN   NaN 32.0   16  
1623 03 28 07 00 1  92.2  -6.5  10.2 102.4  23.9 E 1  5 405      schmiel      NaN   NaN   NaN 32.0   28  
1623 03 29 11 00 1  76.8  -6.4  28.4 105.2  18.9 E 1  4 405      schmiel      NaN   NaN   NaN 37.7   17  
1623 03 29 11 00 1  76.8  -6.4  20.1  96.9  19.8 E 1  4 405      schmiel      NaN   NaN   NaN 32.8   16  
1623 03 29 11 00 1  76.8  -6.4  56.6 133.4 -12.6 E 1  4 406      schmiel      NaN   NaN   NaN 56.1   24  
1623 03 30 15 00 1  61.4  -6.3  72.5 133.9 -13.9 E 1  2 406      schmiel      NaN   NaN   NaN 71.5   10  
1623 03 30 15 00 1  61.4  -6.3  76.7 138.1 -14.7 E 1  2 406      schmiel      NaN   NaN   NaN 75.6   13  
1623 03 30 15 00 1  61.4  -6.3  31.9  93.3  20.6 E 1  3 405      schmiel      NaN   NaN   NaN 41.3    8  
1623 03 30 15 00 1  61.4  -6.3  40.7 102.1  18.8 E 1  3 405      schmiel      NaN   NaN   NaN 47.3    9  
1624 04 30 13 00 1 222.3  -3.7 -59.8 162.5 -18.6 E 1  5 349      pavai        NaN   NaN   NaN 60.3   46  
1624 05 01 08 00 1 211.8  -3.6 -48.9 162.9 -18.2 E 1  5 349      schmiel      NaN   NaN   NaN 50.0   36  
