Supplementary data 2 of Hayakawa et al. (2022, Astrophysical Journal, DOI: 10.3847/1538-4357/ac6671) 'An Overview of the Sunspot Observations in 1727 – 1748'. 
The sunspot positions have been extracted from the contemporary records cited in this article.

Reference:
Hayakawa et al. (2022) An Overview of the Sunspot Observations in 1727 – 1748, Astrophysical Journal, DOI: 10.3847/1538-4357/ac6671

Abb. Meaning
------------------------------------------------------------------
Year - Year;
Month - Month;
Date - Date;
Chronology - Year in decimal value;
Observer - Observer;
G - Group number for the date;
LT- Local time of the observation(s); 
B0 - B0 angle;
P - P angle;
Latitude - Heliographic latitude of the measured group;
Longitude - Heliographic longitude of the measured group;
Wargentin - Wargentin's sunspot latitudes from Arlt (2018);
Staudach - Staudach's sunspot latitudes from Arlt (2008);
Note - special remarks.

The data blank shows the gap of observational data for the specified observational date.
------------------------------------------------------------------




Year	Month	Day	Chronology	OBSERVER	G	LT	B0	P	Latitude	Longitude	Wargentin	Staudach	Note		
1749	9	8	1749.63451	Staudach								-8.2			
1749	9	8	1749.63451	Staudach								-1.6			
1749	9	8	1749.63451	Staudach								-6.4			
1749	9	8	1749.63451	Staudach								-3.3			
1749	9	8	1749.63451	Staudach								26.9			
1749	9	8	1749.63451	Staudach								29			
1749	9	8	1749.63451	Staudach								29			
1749	9	8	1749.63451	Staudach								32.6			
1749	9	9	1749.637243	Staudach								-1.6			
1749	9	9	1749.637243	Staudach								-1.2			
1749	9	9	1749.637243	Staudach								-1.1			
1749	9	9	1749.637243	Staudach								-0.9			
1749	9	9	1749.637243	Staudach								16			
1749	9	9	1749.637243	Staudach								20.1			
1749	9	9	1749.637243	Staudach								27.6			
1749	9	9	1749.637243	Staudach								30.2			
1749	9	9	1749.637243	Staudach								27.8			
1749	9	10	1749.639975	Staudach								-1.1			
1749	9	10	1749.639975	Staudach								0.3			
1749	9	10	1749.639975	Staudach								0.3			
1749	9	10	1749.639975	Staudach								12			
1749	9	10	1749.639975	Staudach								18.8			
1749	9	10	1749.639975	Staudach								27.2			
1749	9	10	1749.639975	Staudach								27.1			
1749	9	10	1749.639975	Staudach								30			
1749	9	10	1749.639975	Staudach								-16.5			
1749	9	12	1749.645439	Staudach								-14.2			
1749	9	12	1749.645439	Staudach								-10			
1749	9	12	1749.645439	Staudach								-12.5			
1749	9	13	1749.648172	Staudach								-12.3			
1749	9	13	1749.648172	Staudach								-13.5			
1749	9	13	1749.648172	Staudach								-13.4			
1749	9	15	1749.653636	Staudach								-16.9			
1749	9	15	1749.653636	Staudach								-17.4			
1749	9	15	1749.653636	Staudach								-2.3			
1749	9	16	1749.656368	Staudach								-19.1			
1749	9	16	1749.656368	Staudach								-19.1			
1749	9	16	1749.656368	Staudach								0.8			
1749	9	16	1749.656368	Staudach								35.3			
1749	9	16	1749.656368	Staudach								32.7			
1749	9	17	1749.6591	Staudach								-9			
1749	9	17	1749.6591	Staudach								6.5			
1749	9	17	1749.6591	Staudach								7.3			
1749	9	17	1749.6591	Staudach								35.7			
1749	9	17	1749.6591	Staudach								15.5			
1749	9	17	1749.6591	Staudach								-20.1			
1749	9	17	1749.6591	Staudach								43.8			
1749	9	17	1749.6591	Staudach								17.4			
1749	9	19	1749.664565	Staudach								14.9			
1749	9	19	1749.664565	Staudach								-20.9			
1749	9	19	1749.664565	Staudach								7.7			
1749	9	19	1749.664565	Staudach								10.6			
1749	9	19	1749.664565	Staudach								46.1			
1749	9	19	1749.664565	Staudach								14.6			
1749	9	19	1749.664565	Staudach								14.7			
1749	9	19	1749.664565	Staudach								14.8			
1749	9	19	1749.664565	Staudach								-9.1			
1749	9	19	1749.664565	Staudach								17.8			
1749	9	19	1749.664565	Staudach								15.8			
1749	9	19	1749.664565	Staudach								12.7			
1749	9	19	1749.664565	Staudach								12.3			
1749	9	19	1749.664565	Staudach								11.4			
1749	9	19	1749.664565	Staudach								11			
1749	9	19	1749.664565	Staudach								42.4			
1749	9	19	1749.664565	Staudach								13.4			
1749	9	19	1749.664565	Staudach								29.9			
1749	9	19	1749.664565	Staudach								29.9			
1749	9	19	1749.664565	Staudach								8.1			
1749	9	19	1749.664565	Staudach								6.4			
1749	9	19	1749.664565	Staudach								4.8			
1749	9	19	1749.664565	Staudach								3.7			
1749	9	19	1749.664565	Staudach								29.8			
1749	9	20	1749.667297	Staudach								11.7			
1749	9	20	1749.667297	Staudach								27.8			
1749	9	20	1749.667297	Staudach								25.1			
1749	9	20	1749.667297	Staudach								28			
1749	9	20	1749.667297	Staudach								9.1			
1749	9	20	1749.667297	Staudach								8.6			
1749	9	20	1749.667297	Staudach								7.7			
1749	9	20	1749.667297	Staudach								29.9			
1749	9	20	1749.667297	Staudach								3.4			
1749	9	20	1749.667297	Staudach								21.3			
1749	9	20	1749.667297	Staudach								20.2			
1749	9	20	1749.667297	Staudach								22			
1749	9	20	1749.667297	Staudach								32.7			
1749	9	20	1749.667297	Staudach								9.1			
1749	9	20	1749.667297	Staudach								9			
1749	9	20	1749.667297	Staudach								8.3			
1749	9	22	1749.672762	Staudach								3			
1749	9	22	1749.672762	Staudach								35.1			
1749	9	26	1749.683691	Staudach								28.1			
1749	9	29	1749.691887	Staudach								17.5			
1749	9	29	1749.691887	Staudach								34.7			
1749	9	29	1749.691887	Staudach								36.3			
1749	9	29	1749.691887	Staudach								40.6			
1749	9	29	1749.691887	Staudach								38.8			
1749	9	29	1749.691887	Staudach								36.8			
1749	9	29	1749.691887	Staudach								-16.5			
1749	9	29	1749.691887	Staudach								-32.9			
1749	9	29	1749.691887	Staudach								-40.8			
1749	9	30	1749.69462	Staudach								37.4			
1749	9	30	1749.69462	Staudach								-5.2			
1749	9	30	1749.69462	Staudach								-8.5			
1749	9	30	1749.69462	Staudach								-30.8			
1749	9	30	1749.69462	Staudach								-40			
1749	10	8	1749.711433	Staudach								39.7			
1749	10	8	1749.711433	Staudach								-2			
1749	10	8	1749.711433	Staudach								-11.9			
1749	10	8	1749.711433	Staudach								-22.7			
1749	10	12	1749.722362	Staudach								-2.5			
1749	10	12	1749.722362	Staudach								-3.5			
1749	10	12	1749.722362	Staudach								-9			
1749	10	12	1749.722362	Staudach								-8.5			
1749	10	12	1749.722362	Staudach								15.2			
1749	10	12	1749.722362	Staudach								6.9			
1749	10	12	1749.722362	Staudach								2.7			
1749	10	12	1749.722362	Staudach								3.2			
1749	10	12	1749.722362	Staudach								3.1			
1749	10	12	1749.722362	Staudach								-9.8			
1749	10	12	1749.722362	Staudach								-9.4			
1749	10	12	1749.722362	Staudach								-10.4			
1749	10	12	1749.722362	Staudach								-9.2			
1749	10	12	1749.722362	Staudach								7.5			
1749	10	12	1749.722362	Staudach								7.7			
1749	10	12	1749.722362	Staudach								5			
1749	10	12	1749.722362	Staudach								4.8			
1749	10	12	1749.722362	Staudach								14.7			
1749	10	12	1749.722362	Staudach								8.8			
1749	10	14	1749.727827	Staudach								-12.7			
1749	10	14	1749.727827	Staudach								9.7			
1749	10	14	1749.727827	Staudach								5.1			
1749	10	14	1749.727827	Staudach								6.8			
1749	10	14	1749.727827	Staudach								7.7			
1749	10	14	1749.727827	Staudach								-10.4			
1749	10	30	1749.771543	Staudach								-12.1			
1749	10	30	1749.771543	Staudach								-12.4			
1749	10	30	1749.771543	Staudach								-14.3			
1749	10	30	1749.771543	Staudach								18.7			
1749	10	30	1749.771543	Staudach								16.1			
1749	10	30	1749.771543	Staudach								19.5			
1749	10	30	1749.771543	Staudach								17.8			
1749	11	2	1749.771963	Staudach								5.9			
1749	11	2	1749.771963	Staudach								7.2			
1749	11	2	1749.771963	Staudach								7.8			
1749	11	2	1749.771963	Staudach								15.3			
1749	11	2	1749.771963	Staudach								33.6			
1749	11	2	1749.771963	Staudach								-5.9			
1749	11	2	1749.771963	Staudach								-5.5			
1749	11	2	1749.771963	Staudach								-5.9			
1749	11	2	1749.771963	Staudach								12.8			
1749	11	2	1749.771963	Staudach								12.9			
1749	11	2	1749.771963	Staudach								-14.4			
1749	11	2	1749.771963	Staudach								-12.6			
1749	11	5	1749.78016	Staudach								-7			
1749	11	5	1749.78016	Staudach								-6.6			
1749	11	5	1749.78016	Staudach								20.5			
1749	11	5	1749.78016	Staudach								20.9			
1749	11	5	1749.78016	Staudach								21			
1749	11	5	1749.78016	Staudach								11.2			
1749	11	5	1749.78016	Staudach								11.2			
1749	11	5	1749.78016	Staudach								0.7			
1749	11	5	1749.78016	Staudach								0.2			
1749	11	5	1749.78016	Staudach								0.1			
1749	11	5	1749.78016	Staudach								19.9			
1749	11	5	1749.78016	Staudach								21.2			
1749	11	5	1749.78016	Staudach								21			
1749	11	5	1749.78016	Staudach								21			
1749	11	5	1749.78016	Staudach								-3.2			
1749	11	5	1749.78016	Staudach								-2.9			
1749	11	5	1749.78016	Staudach								-2.9			
1749	11	5	1749.78016	Staudach								19.9			
1749	11	5	1749.78016	Staudach								19.8			
1749	11	5	1749.78016	Staudach								20.1			
1749	11	5	1749.78016	Staudach								8.2			
1749	11	5	1749.78016	Staudach								7.9			
1749	11	6	1749.782892	Staudach								22.9			
1749	11	6	1749.782892	Staudach								11.2			
1749	11	6	1749.782892	Staudach								10.1			
1749	11	6	1749.782892	Staudach								-9.2			
1749	11	6	1749.782892	Staudach								-11.1			
1749	11	6	1749.782892	Staudach								-10.5			
1749	11	6	1749.782892	Staudach								-9.5			
1749	11	6	1749.782892	Staudach								12.7			
1749	11	6	1749.782892	Staudach								11.1			
1749	11	6	1749.782892	Staudach								11.6			
1749	11	6	1749.782892	Staudach								11.4			
1749	11	6	1749.782892	Staudach								10.9			
1749	11	6	1749.782892	Staudach								-9.9			
1749	11	6	1749.782892	Staudach								-9.5			
1749	11	6	1749.782892	Staudach								-8.9			
1749	11	6	1749.782892	Staudach								13.6			
1749	11	6	1749.782892	Staudach								12.8			
1749	11	6	1749.782892	Staudach								-4.6			
1749	11	11	1749.796553	Staudach								-17.8			
1749	11	11	1749.796553	Staudach								-15.3			
1749	11	11	1749.796553	Staudach								1.2			
1749	11	11	1749.796553	Staudach								2.2			
1749	11	11	1749.796553	Staudach								2.9			
1749	11	11	1749.796553	Staudach								3.9			
1749	11	11	1749.796553	Staudach								24.4			
1749	11	11	1749.796553	Staudach								2.3			
1749	11	11	1749.796553	Staudach								1.1			
1749	11	24	1749.832072	Staudach								22			
1749	11	24	1749.832072	Staudach								19.7			
1749	11	24	1749.832072	Staudach								11.1			
1749	11	24	1749.832072	Staudach								10.4			
1749	11	24	1749.832072	Staudach								2.4			
1749	11	24	1749.832072	Staudach								3.9			
1749	11	24	1749.832072	Staudach								-8.8			
1749	11	24	1749.832072	Staudach								21.1			
1749	12	19	1749.895334	Staudach								-9.6			
1749	12	19	1749.895334	Staudach								-9.3			
1749	12	19	1749.895334	Staudach								13			
1749	12	19	1749.895334	Staudach								13.8			
1749	12	20	1749.898066	Staudach								-14.4			
1749	12	20	1749.898066	Staudach								-12.8			
1749	12	20	1749.898066	Staudach								13			
1749	12	20	1749.898066	Staudach								15.3			
1749	12	20	1749.898066	Staudach								26			
1749	12	20	1749.898066	Staudach								-26.6			
1749	12	20	1749.898066	Staudach								-24.9			
1749	12	20	1749.898066	Staudach								3.5			
1749	12	20	1749.898066	Staudach								4.7			
1749	12	20	1749.898066	Staudach								33.2			
1749	12	21	1749.900799	Staudach								3.6			
1749	12	21	1749.900799	Staudach								4.8			
1749	12	21	1749.900799	Staudach								33.2			
1749	12	21	1749.900799	Staudach								44.2			
1749	12	21	1749.900799	Staudach								15.5			
1749	12	21	1749.900799	Staudach								17.5			
1749	12	21	1749.900799	Staudach								31.9			
1749	12	21	1749.900799	Staudach								28.4			
1749	12	25	1749.911728	Staudach								31.5			
1749	12	25	1749.911728	Staudach								28.7			
1749	12	25	1749.911728	Staudach								26.3			
1749	12	25	1749.911728	Staudach								21.4			
1749	12	25	1749.911728	Staudach								19.7			
1749	12	25	1749.911728	Staudach								13.3			
1749	12	25	1749.911728	Staudach								-6.9			
1749	12	25	1749.911728	Staudach								-3			
