
Outstanding sunspot characteristics on the onset of the Maunder Minimum described by Hevelius

Original source: V.M.S. Carrasco, J.M. Vaquero, M.C. Gallego, A. Muñoz-Jaramillo, G. de Toma, P. Galaviz, R. Arlt, V. Senthamizh Pavai, F. Sánchez-Bajo, J. Villalba Álvarez, J.M. Gómez: 2019, The Astrophysical Journal.

YYYY MM DD HH MI:  Date/time
T               :  Time flag 1= time known, 0= time presumed
L0              :  central meridian longitude
B0              :  centre of disk latitude
CMD             :  central meridian distance
LLL.L           :  longitude converted to carrington longitude
BBB.B           :  latitude
M               :  method
Q               :  quality flag 1=best
SS              :  cursor size used to estimate area
GROUP           :  group name (assigned by us)
MEASURER        :  person who measured
MOD_L MOD_B SIGMA: irrelevant, only for bayesian inference of spot locations
DELTA           :  distance from disk center in degrees
UMSD            :  uncorrected umbral area in millionths of solar disk
UMSH            :  corrected umbral area in millionths of solar hemisphere


YYYY MM DD HH MI T    L0    B0   CMD LLL.L BBB.B M Q SS GROUP    MEASURER   MOD_L MOD_B SIGMA DELTA UMSD  UMSH
1643 06 29 07 50 1  22.9   3.2  33.7  56.6  11.0 C 1  3 14       pavai        NaN   NaN   NaN 34.3  23.8  14.4
1643 06 29 07 50 1  22.9   3.2  32.1  55.0  11.0 C 1  0 14       pavai        NaN   NaN   NaN 32.8   1.1   0.7
1643 07 01 16 34 1  22.7   3.4  57.0  79.7   9.6 C 1  4 14       pavai        NaN   NaN   NaN 56.9  41.9  38.4
1643 07 01 16 34 1  22.7   3.4  62.8  85.5   8.6 C 1  3 14       pavai        NaN   NaN   NaN 62.6  23.8  25.9
1643 07 01 16 34 1  22.7   3.4  67.9  90.6  10.5 C 1  3 14       pavai        NaN   NaN   NaN 67.7  23.8  31.3
1643 07 01 16 34 1  22.7   3.4  59.4  82.1  11.8 C 1  1 14       pavai        NaN   NaN   NaN 59.4   5.7   5.6
1643 07 01 16 34 1  22.7   3.4  63.1  85.8  11.8 C 1  1 14       pavai        NaN   NaN   NaN 63.0   5.7   6.3
1643 07 02 08 06 1  22.6   3.5  64.3  86.9  10.3 C 1  4 14       pavai        NaN   NaN   NaN 64.1  41.9  48.0
1643 07 02 08 06 1  22.6   3.5  73.6  96.2  10.7 C 1  3 14       pavai        NaN   NaN   NaN 73.2  23.8  41.3
1643 07 02 08 06 1  22.6   3.5  72.4  95.0   8.6 C 1  2 14       pavai        NaN   NaN   NaN 72.1  10.2  16.6
1643 07 03 08 00 1  22.5   3.6  78.9 101.4   9.9 C 1  3 14       pavai        NaN   NaN   NaN 78.5  23.8  59.5
1643 07 07 18 10 1  22.0   4.1 -70.4 311.6   5.5 C 1  2 15       pavai        NaN   NaN   NaN 70.1  10.2  15.0
1643 07 07 18 10 1  22.0   4.1  36.7  58.7  -1.1 C 1  3 16       pavai        NaN   NaN   NaN 37.0  23.7  14.8
1643 07 07 18 10 1  22.0   4.1  36.4  58.4   0.1 C 1  2 16       pavai        NaN   NaN   NaN 36.6  10.2   6.4
1643 07 07 18 10 1  22.0   4.1  42.7  64.7  -0.5 C 1  1 17       pavai        NaN   NaN   NaN 42.9   5.6   3.8
1643 07 08 06 45 1  21.9   4.1 -63.5 318.4   5.5 C 1  3 15       pavai        NaN   NaN   NaN 63.3  23.7  26.3
1643 07 08 06 45 1  21.9   4.1 -62.7 319.2   4.2 C 1  0 15       pavai        NaN   NaN   NaN 62.5   1.1   1.2
1643 07 08 06 45 1  21.9   4.1  42.7  64.6   1.5 C 1  2 16       pavai        NaN   NaN   NaN 42.7  10.2   6.9
1643 07 08 17 51 1  21.8   4.1 -57.1 324.7   5.9 C 1  2 15       pavai        NaN   NaN   NaN 56.9  10.2   9.3
1643 07 08 17 51 1  21.8   4.1 -57.0 324.8   4.3 C 1  0 15       pavai        NaN   NaN   NaN 56.8   1.1   1.0
1643 07 09 07 18 1  21.7   4.2 -50.0 331.7   6.0 C 1  3 15       pavai        NaN   NaN   NaN 49.8  23.7  18.4
1643 07 09 07 18 1  21.7   4.2 -50.3 331.4   4.6 C 1  0 15       pavai        NaN   NaN   NaN 50.1   1.1   0.9
1643 07 09 17 34 1  21.7   4.2 -44.4 337.3   5.8 C 1  3 15       pavai        NaN   NaN   NaN 44.2  23.7  16.5
1643 07 09 17 34 1  21.7   4.2 -44.5 337.2   4.1 C 1  0 15       pavai        NaN   NaN   NaN 44.4   1.1   0.8
1643 07 11 15 32 1  21.4   4.4 -18.6   2.8   6.5 C 1  3 15       pavai        NaN   NaN   NaN 18.6  23.7  12.5
1643 07 11 15 32 1  21.4   4.4 -17.5   3.9   5.9 C 1  1 15       pavai        NaN   NaN   NaN 17.5   5.6   2.9
1643 07 13 07 09 1  21.1   4.6   2.3  23.4   6.7 C 1  3 15       pavai        NaN   NaN   NaN  3.1  23.7  11.9
1643 07 13 07 09 1  21.1   4.6   3.8  24.9   6.4 C 1  1 15       pavai        NaN   NaN   NaN  4.2   5.6   2.8
1643 07 14 15 23 1  20.8   4.7  21.1  41.9   6.7 C 1  2 15       pavai        NaN   NaN   NaN 21.1  10.2   5.5
1643 07 14 15 23 1  20.8   4.7  22.6  43.4   6.4 C 1  0 15       pavai        NaN   NaN   NaN 22.6   1.1   0.6
1643 07 15 16 06 1  20.7   4.8  35.3  56.0   5.4 C 1  2 15       pavai        NaN   NaN   NaN 35.2  10.2   6.2
1643 07 17 07 26 1  20.3   5.0  58.5  78.8   6.1 C 1  1 15       pavai        NaN   NaN   NaN 58.2   5.6   5.3
1643 07 17 07 26 1  20.3   5.0 -72.3 308.0  15.6 C 1  2 18       pavai        NaN   NaN   NaN 71.6  10.2  16.2
1643 07 17 17 19 1  20.3   5.0  62.7  83.0   6.1 C 1  1 15       pavai        NaN   NaN   NaN 62.4   5.6   6.0
1643 07 17 17 19 1  20.3   5.0 -66.0 314.3  15.3 C 1  3 18       pavai        NaN   NaN   NaN 65.6  23.8  28.8
1643 07 17 17 19 1  20.3   5.0 -58.1 322.2  10.3 C 1  2 19       pavai        NaN   NaN   NaN 57.8  10.2   9.6
1643 07 18 07 18 1  20.1   5.0  71.6  91.7   6.2 C 1  1 15       pavai        NaN   NaN   NaN 71.2   5.6   8.7
1643 07 18 07 18 1  20.1   5.0 -58.4 321.7  14.2 C 1  3 18       pavai        NaN   NaN   NaN 58.2  23.8  22.6
1643 07 18 07 18 1  20.1   5.0 -48.5 331.6   8.6 C 1  3 19       pavai        NaN   NaN   NaN 48.3  23.8  17.9
1643 07 18 07 18 1  20.1   5.0 -52.1 328.0  10.6 C 1  2 19       pavai        NaN   NaN   NaN 51.9  10.2   8.3
1643 07 20 07 47 1  19.7   5.2 -27.7 352.0  16.6 C 1  3 18       pavai        NaN   NaN   NaN 29.4  23.8  13.7
1643 07 20 07 47 1  19.7   5.2 -19.8 359.9   7.7 C 1  3 19       pavai        NaN   NaN   NaN 19.8  23.8  12.7
1643 07 20 07 47 1  19.7   5.2 -21.9 357.8  11.1 C 1  2 19       pavai        NaN   NaN   NaN 22.5  10.2   5.5
1643 07 20 07 47 1  19.7   5.2 -25.2 354.5  11.4 C 1  2 19       pavai        NaN   NaN   NaN 25.7  10.2   5.7
1643 07 20 07 47 1  19.7   5.2 -26.5 353.2  10.7 C 1  1 19       pavai        NaN   NaN   NaN 26.8   5.7   3.2
1643 07 20 07 47 1  19.7   5.2 -54.2 325.5   2.5 C 1  2 20       pavai        NaN   NaN   NaN 54.1  10.2   8.7
1643 07 21 06 30 1  19.5   5.3 -15.0   4.5  16.2 C 1  3 18       pavai        NaN   NaN   NaN 18.3  23.8  12.5
1643 07 21 06 30 1  19.5   5.3 -12.5   7.0  16.4 C 1  1 18       pavai        NaN   NaN   NaN 16.5   5.7   3.0
1643 07 21 06 30 1  19.5   5.3  -6.1  13.4   7.1 C 1  4 19       pavai        NaN   NaN   NaN  6.3  41.9  21.1
1643 07 21 06 30 1  19.5   5.3 -12.4   7.1  10.8 C 1  2 19       pavai        NaN   NaN   NaN 13.5  10.2   5.2
1643 07 21 06 30 1  19.5   5.3 -12.5   7.0   9.9 C 1  1 19       pavai        NaN   NaN   NaN 13.2   5.7   2.9
1643 07 21 06 30 1  19.5   5.3  -9.1  10.4   9.8 C 1  1 19       pavai        NaN   NaN   NaN 10.1   5.7   2.9
1643 07 21 06 30 1  19.5   5.3 -45.2 334.3   2.4 C 1  3 20       pavai        NaN   NaN   NaN 45.2  23.8  16.9
1643 07 21 06 30 1  19.5   5.3 -41.0 338.5   1.8 C 1  2 20       pavai        NaN   NaN   NaN 41.1  10.2   6.8
1643 07 21 06 30 1  19.5   5.3 -41.2 338.3   2.9 C 1  2 20       pavai        NaN   NaN   NaN 41.2  10.2   6.8
1643 07 22 06 29 1  19.3   5.4  -2.0  17.3  14.9 C 1  2 18       pavai        NaN   NaN   NaN  9.7  10.2   5.2
1643 07 22 06 29 1  19.3   5.4   7.0  26.3   6.4 C 1  4 19       pavai        NaN   NaN   NaN  7.0  41.9  21.1
1643 07 22 06 29 1  19.3   5.4   0.9  20.2   8.5 C 1  3 19       pavai        NaN   NaN   NaN  3.3  23.8  11.9
1643 07 22 06 29 1  19.3   5.4   4.1  23.4   8.1 C 1  2 19       pavai        NaN   NaN   NaN  4.9  10.2   5.1
1643 07 22 06 29 1  19.3   5.4 -32.0 347.3   1.9 C 1  3 20       pavai        NaN   NaN   NaN 32.1  23.8  14.1
1643 07 22 06 29 1  19.3   5.4 -26.4 352.9   2.1 C 1  4 20       pavai        NaN   NaN   NaN 26.5  41.9  23.4
1643 07 24 07 04 1  18.8   5.5  24.3  43.1  15.1 C 1  2 18       pavai        NaN   NaN   NaN 25.7  10.2   5.7
1643 07 24 07 04 1  18.8   5.5  35.6  54.4   5.6 C 1  3 19       pavai        NaN   NaN   NaN 35.4  23.8  14.6
1643 07 24 07 04 1  18.8   5.5  30.2  49.0   8.5 C 1  1 19       pavai        NaN   NaN   NaN 30.1   5.7   3.3
1643 07 24 07 04 1  18.8   5.5  32.9  51.7   9.6 C 1  2 19       pavai        NaN   NaN   NaN 32.9  10.2   6.1
1643 07 24 07 04 1  18.8   5.5  -3.8  15.0   1.6 C 1  3 20       pavai        NaN   NaN   NaN  5.5  23.8  12.0
1643 07 24 07 04 1  18.8   5.5   1.7  20.5   1.4 C 1  3 20       pavai        NaN   NaN   NaN  4.5  23.8  11.9
1643 07 24 07 04 1  18.8   5.5  -0.2  18.6   2.1 C 1  2 20       pavai        NaN   NaN   NaN  3.4  10.2   5.1
1643 07 24 07 04 1  18.8   5.5   3.1  21.9   0.2 C 1  0 20       pavai        NaN   NaN   NaN  6.2   1.1   0.6
1643 07 25 06 45 1  18.6   5.6  49.4  68.0   5.2 C 1  3 19       pavai        NaN   NaN   NaN 49.2  23.8  18.2
1643 07 25 06 45 1  18.6   5.6  10.2  28.8   1.2 C 1  3 20       pavai        NaN   NaN   NaN 11.1  23.8  12.1
1643 07 25 06 45 1  18.6   5.6   9.9  28.5   0.3 C 1  2 20       pavai        NaN   NaN   NaN 11.2  10.2   5.2
1643 07 25 06 45 1  18.6   5.6  14.4  33.0   0.0 C 1  2 20       pavai        NaN   NaN   NaN 15.4  10.2   5.3
1643 07 25 06 45 1  18.6   5.6  14.6  33.2   0.9 C 1  2 20       pavai        NaN   NaN   NaN 15.3  10.2   5.3
1643 07 26 07 05 1  18.3   5.7  62.7  81.0   6.4 C 1  3 19       pavai        NaN   NaN   NaN 62.3  23.8  25.6
1643 07 26 07 05 1  18.3   5.7  28.1  46.4   1.3 C 1  3 20       pavai        NaN   NaN   NaN 28.4  23.8  13.5
1643 07 26 07 05 1  18.3   5.7  24.6  42.9   0.8 C 1  2 20       pavai        NaN   NaN   NaN 25.0  10.2   5.6
1643 07 27 07 15 1  18.1   5.8  76.2  94.3   6.9 C 1  3 19       pavai        NaN   NaN   NaN 75.7  23.8  48.0
1643 07 27 07 15 1  18.1   5.8  43.0  61.1   1.7 C 1  2 20       pavai        NaN   NaN   NaN 43.1  10.2   7.0
1643 07 27 07 15 1  18.1   5.8  38.0  56.1   1.0 C 1  1 20       pavai        NaN   NaN   NaN 38.2   5.7   3.6
1643 07 30 07 31 1  17.3   6.0 -73.2 304.1 -10.7 C 1  2 21       pavai        NaN   NaN   NaN 74.7  10.2  19.4
1643 07 30 07 31 1  17.3   6.0 -74.2 303.1  -6.5 C 1  3 23       pavai        NaN   NaN   NaN 75.1  23.7  46.1
1643 07 31 07 33 1  17.0   6.0 -61.2 315.8  -5.2 C 1  3 23       pavai        NaN   NaN   NaN 62.1  23.7  25.3
1643 07 31 07 33 1  17.0   6.0 -60.7 316.3 -10.2 C 1  3 21       pavai        NaN   NaN   NaN 62.6  23.7  25.7
1643 08 01 07 32 1  16.8   6.1 -45.3 331.5  -9.9 C 1  3 21       pavai        NaN   NaN   NaN 47.9  23.7  17.7
1643 08 02 09 49 1  16.5   6.2 -32.1 344.4  -9.7 C 1  3 21       pavai        NaN   NaN   NaN 35.7  23.7  14.6
1643 08 03 09 59 1  16.2   6.2 -19.5 356.7  -9.5 C 1  3 21       pavai        NaN   NaN   NaN 25.0  23.7  13.1
1643 08 03 09 59 1  16.2   6.2 -24.2 352.0 -10.2 C 1  1 21       pavai        NaN   NaN   NaN 29.2   5.6   3.2
1643 08 04 07 41 1  15.9   6.3  -6.0   9.9  -9.2 C 1  3 21       pavai        NaN   NaN   NaN 16.6  23.7  12.4
1643 08 04 07 41 1  15.9   6.3 -10.8   5.1 -10.8 C 1  1 21       pavai        NaN   NaN   NaN 20.2   5.6   3.0
1643 08 04 07 41 1  15.9   6.3  -8.5   7.4  -8.7 C 1  1 21       pavai        NaN   NaN   NaN 17.2   5.6   2.9
1643 08 05 07 49 1  15.6   6.4   7.0  22.6  -9.2 C 1  3 21       pavai        NaN   NaN   NaN 17.0  23.7  12.4
1643 08 05 07 49 1  15.6   6.4   4.4  20.0  -8.8 C 1  0 21       pavai        NaN   NaN   NaN 15.8   1.1   0.6
1643 08 05 07 49 1  15.6   6.4   1.7  17.3 -11.0 C 1  1 21       pavai        NaN   NaN   NaN 17.4   5.6   2.9
1643 08 05 07 49 1  15.6   6.4   2.3  17.9 -11.6 C 1  1 21       pavai        NaN   NaN   NaN 18.1   5.6   2.9
1643 08 06 07 45 1  15.3   6.4  20.2  35.5  -9.0 C 1  3 21       pavai        NaN   NaN   NaN 25.4  23.7  13.1
1643 08 06 07 45 1  15.3   6.4  14.8  30.1 -10.0 C 1  0 21       pavai        NaN   NaN   NaN 22.1   1.1   0.6
1643 08 06 07 45 1  15.3   6.4  15.3  30.6 -10.9 C 1  0 21       pavai        NaN   NaN   NaN 23.1   1.1   0.6
1643 08 06 07 45 1  15.3   6.4  18.0  33.3  -8.1 C 1  0 21       pavai        NaN   NaN   NaN 23.1   1.1   0.6
1643 08 07 07 54 1  15.0   6.5  34.5  49.5  -8.8 C 1  3 21       pavai        NaN   NaN   NaN 37.6  23.7  15.0
1643 08 07 07 54 1  15.0   6.5  30.3  45.3 -10.2 C 1  0 21       pavai        NaN   NaN   NaN 34.5   1.1   0.7
1643 08 07 07 54 1  15.0   6.5  30.0  45.0  -9.3 C 1  0 21       pavai        NaN   NaN   NaN 33.8   1.1   0.7
1643 08 07 07 54 1  15.0   6.5  33.4  48.4  -7.7 C 1  0 21       pavai        NaN   NaN   NaN 36.2   1.1   0.7
1643 08 08 06 30 1  14.7   6.5  47.1  61.8  -8.2 C 1  3 21       pavai        NaN   NaN   NaN 49.2  23.7  18.1
1643 08 08 06 30 1  14.7   6.5  47.8  62.5  -7.0 C 1  0 21       pavai        NaN   NaN   NaN 49.6   1.1   0.8
1643 08 09 06 56 1  14.4   6.6  62.0  76.4  -8.4 C 1  2 21       pavai        NaN   NaN   NaN 63.6  10.2  11.5
1643 08 09 06 56 1  14.4   6.6 -56.4 318.0   9.9 C 1  2 22       pavai        NaN   NaN   NaN 55.9  10.2   9.1
1643 08 10 07 10 1  14.1   6.6  73.7  87.8  -9.0 C 1  2 21       pavai        NaN   NaN   NaN 75.1  10.2  19.8
1643 08 10 07 10 1  14.1   6.6 -43.3 330.8  10.0 C 1  2 22       pavai        NaN   NaN   NaN 42.9  10.2   7.0
1643 08 12 06 38 1  13.5   6.7 -17.8 355.7  10.1 C 1  3 22       pavai        NaN   NaN   NaN 17.9  23.7  12.5
1643 08 12 06 38 1  13.5   6.7 -75.4 298.1  -5.3 C 1  3 25       pavai        NaN   NaN   NaN 76.2  23.8  49.9
1643 08 13 07 31 1  13.2   6.8  -3.9   9.3  10.1 C 1  3 22       pavai        NaN   NaN   NaN  5.1  23.7  11.9
1643 08 13 07 31 1  13.2   6.8  43.6  56.8  13.6 C 1  2 24       pavai        NaN   NaN   NaN 43.4  10.2   7.0
1643 08 13 07 31 1  13.2   6.8 -62.0 311.2  -5.1 C 1  3 25       pavai        NaN   NaN   NaN 63.0  23.8  26.2
1643 08 14 07 46 1  12.8   6.8  58.1  70.9  13.6 C 1  1 24       pavai        NaN   NaN   NaN 57.5   5.6   5.2
1643 08 14 07 46 1  12.8   6.8   9.2  22.0  10.4 C 1  2 22       pavai        NaN   NaN   NaN  9.8  10.2   5.2
1643 08 14 07 46 1  12.8   6.8 -47.8 325.0  -5.1 C 1  3 25       pavai        NaN   NaN   NaN 49.2  23.8  18.2
1643 08 15 07 56 1  12.5   6.8 -34.3 338.2  -5.4 C 1  3 25       pavai        NaN   NaN   NaN 36.4  23.8  14.8
1643 08 15 07 56 1  12.5   6.8 -53.2 319.3  14.8 C 1  2 26       pavai        NaN   NaN   NaN 52.7  10.2   8.4
1643 08 15 07 56 1  12.5   6.8 -52.1 320.4  15.8 C 1  2 26       pavai        NaN   NaN   NaN 51.7  10.2   8.2
1643 08 15 07 56 1  12.5   6.8 -49.8 322.7  15.8 C 1  2 26       pavai        NaN   NaN   NaN 49.5  10.2   7.9
1643 08 15 07 56 1  12.5   6.8 -50.9 321.6  14.0 C 1  3 26       pavai        NaN   NaN   NaN 50.5  23.8  18.7
1643 08 15 07 56 1  12.5   6.8 -46.9 325.6  15.4 C 1  2 26       pavai        NaN   NaN   NaN 46.7  10.2   7.4
1643 08 15 07 56 1  12.5   6.8 -46.2 326.3  14.3 C 1  2 26       pavai        NaN   NaN   NaN 45.9  10.2   7.3
1643 08 16 07 30 1  12.2   6.9 -21.5 350.7  -4.8 C 1  3 25       pavai        NaN   NaN   NaN 24.4  23.8  13.1
1643 08 16 07 30 1  12.2   6.9 -30.5 341.7  14.9 C 1  4 26       pavai        NaN   NaN   NaN 31.0  41.9  24.4
1643 08 16 07 30 1  12.2   6.9 -37.0 335.2  15.1 C 1  4 26       pavai        NaN   NaN   NaN 37.2  41.9  26.3
1643 08 16 07 30 1  12.2   6.9 -33.5 338.7  14.5 C 1  1 26       pavai        NaN   NaN   NaN 33.7   5.7   3.4
1643 08 16 07 30 1  12.2   6.9 -32.4 339.8  15.9 C 1  1 26       pavai        NaN   NaN   NaN 33.0   5.7   3.4
1643 08 16 07 30 1  12.2   6.9 -38.7 333.5  15.6 C 1  1 26       pavai        NaN   NaN   NaN 38.9   5.7   3.7
1643 08 16 07 30 1  12.2   6.9 -39.1 333.1  16.7 C 1  3 26       pavai        NaN   NaN   NaN 39.4  23.8  15.4
1643 08 17 07 26 1  11.8   6.9  -7.3   4.5  -4.3 C 1  3 25       pavai        NaN   NaN   NaN 13.4  23.8  12.2
1643 08 17 07 26 1  11.8   6.9 -16.4 355.4  15.3 C 1  4 26       pavai        NaN   NaN   NaN 18.1  41.9  22.0
1643 08 17 07 26 1  11.8   6.9 -24.2 347.6  17.2 C 1  2 26       pavai        NaN   NaN   NaN 25.8  10.2   5.7
1643 08 17 07 26 1  11.8   6.9 -25.6 346.2  17.9 C 1  0 26       pavai        NaN   NaN   NaN 27.3   1.1   0.6
1643 08 17 07 26 1  11.8   6.9 -25.1 346.7  16.3 C 1  0 26       pavai        NaN   NaN   NaN 26.3   1.1   0.6
1643 08 17 07 26 1  11.8   6.9 -24.5 347.3  17.4 C 1  2 26       pavai        NaN   NaN   NaN 26.1  10.2   5.7
1643 08 17 07 26 1  11.8   6.9 -26.3 345.5  17.5 C 1  2 26       pavai        NaN   NaN   NaN 27.7  10.2   5.8
1643 08 17 07 26 1  11.8   6.9 -25.6 346.2  17.4 C 1  2 26       pavai        NaN   NaN   NaN 27.1  10.2   5.7
1643 08 17 07 26 1  11.8   6.9 -25.8 346.0  15.9 C 1  3 26       pavai        NaN   NaN   NaN 26.8  23.8  13.3
1643 08 17 07 26 1  11.8   6.9 -25.7 346.1  16.3 C 1  1 26       pavai        NaN   NaN   NaN 26.8   5.7   3.2
1643 08 17 07 26 1  11.8   6.9 -24.3 347.5  15.1 C 1  4 26       pavai        NaN   NaN   NaN 25.2  41.9  23.2
1643 08 17 07 26 1  11.8   6.9 -22.7 349.1  15.3 C 1  1 26       pavai        NaN   NaN   NaN 23.8   5.7   3.1
1643 08 17 07 26 1  11.8   6.9 -22.3 349.5  15.8 C 1  1 26       pavai        NaN   NaN   NaN 23.6   5.7   3.1
1643 08 17 07 26 1  11.8   6.9 -21.9 349.9  15.0 C 1  1 26       pavai        NaN   NaN   NaN 22.9   5.7   3.1
1643 08 17 07 26 1  11.8   6.9 -21.4 350.4  14.4 C 1  0 26       pavai        NaN   NaN   NaN 22.3   1.1   0.6
1643 08 17 07 26 1  11.8   6.9 -19.0 352.8  16.2 C 1  0 26       pavai        NaN   NaN   NaN 20.8   1.1   0.6
1643 08 17 07 26 1  11.8   6.9 -20.2 351.6  15.2 C 1  3 26       pavai        NaN   NaN   NaN 21.5  23.8  12.8
1643 08 18 07 14 1  11.5   7.0   5.4  16.9  -4.1 C 1  3 25       pavai        NaN   NaN   NaN 12.3  23.8  12.2
1643 08 18 07 14 1  11.5   7.0  -3.5   8.0  16.0 C 1  3 26       pavai        NaN   NaN   NaN  9.7  23.8  12.1
1643 08 18 07 14 1  11.5   7.0  -4.5   7.0  16.9 C 1  3 26       pavai        NaN   NaN   NaN 10.9  23.8  12.1
1643 08 18 07 14 1  11.5   7.0 -13.1 358.4  16.2 C 1  3 26       pavai        NaN   NaN   NaN 15.8  23.8  12.4
1643 08 18 07 14 1  11.5   7.0 -12.3 359.2  18.3 C 1  3 26       pavai        NaN   NaN   NaN 16.5  23.8  12.4
1643 08 18 07 14 1  11.5   7.0 -13.9 357.6  17.5 C 1  2 26       pavai        NaN   NaN   NaN 17.2  10.2   5.3
1643 08 18 07 14 1  11.5   7.0 -13.7 357.8  18.8 C 1  2 26       pavai        NaN   NaN   NaN 17.8  10.2   5.4
1643 08 18 07 14 1  11.5   7.0  -9.8   1.7  17.2 C 1  2 26       pavai        NaN   NaN   NaN 14.0  10.2   5.3
1643 08 18 07 14 1  11.5   7.0  -9.5   2.0  15.3 C 1  2 26       pavai        NaN   NaN   NaN 12.5  10.2   5.2
1643 08 19 07 21 1  11.2   7.0  19.7  30.9  -4.3 C 1  3 25       pavai        NaN   NaN   NaN 22.7  23.8  12.9
1643 08 19 07 21 1  11.2   7.0  10.4  21.6  16.4 C 1  3 26       pavai        NaN   NaN   NaN 13.9  23.8  12.3
1643 08 19 07 21 1  11.2   7.0  11.1  22.3  15.6 C 1  3 26       pavai        NaN   NaN   NaN 13.9  23.8  12.3
1643 08 19 07 21 1  11.2   7.0   1.7  12.9  15.4 C 1  3 26       pavai        NaN   NaN   NaN  8.6  23.8  12.0
1643 08 19 07 21 1  11.2   7.0   0.9  12.1  15.5 C 1  3 26       pavai        NaN   NaN   NaN  8.6  23.8  12.0
1643 08 19 07 21 1  11.2   7.0   0.0  11.2  15.7 C 1  2 26       pavai        NaN   NaN   NaN  8.7  10.2   5.2
1643 08 19 07 21 1  11.2   7.0   0.1  11.3  16.9 C 1  2 26       pavai        NaN   NaN   NaN  9.9  10.2   5.2
1643 08 19 07 21 1  11.2   7.0   1.0  12.2  17.1 C 1  2 26       pavai        NaN   NaN   NaN 10.2  10.2   5.2
1643 08 19 07 21 1  11.2   7.0   2.0  13.2  16.7 C 1  1 26       pavai        NaN   NaN   NaN  9.9   5.7   2.9
1643 08 19 07 21 1  11.2   7.0   2.3  13.5  16.4 C 1  1 26       pavai        NaN   NaN   NaN  9.7   5.7   2.9
1643 08 20 07 46 1  10.8   7.0  33.7  44.5  -4.4 C 1  3 25       pavai        NaN   NaN   NaN 35.5  23.8  14.6
1643 08 20 07 46 1  10.8   7.0  23.8  34.6  15.4 C 1  3 26       pavai        NaN   NaN   NaN 24.8  23.8  13.1
1643 08 20 07 46 1  10.8   7.0  24.4  35.2  14.5 C 1  3 26       pavai        NaN   NaN   NaN 25.1  23.8  13.1
1643 08 20 07 46 1  10.8   7.0  14.6  25.4  15.0 C 1  3 26       pavai        NaN   NaN   NaN 16.4  23.8  12.4
1643 08 20 07 46 1  10.8   7.0  15.7  26.5  16.7 C 1  3 26       pavai        NaN   NaN   NaN 18.1  23.8  12.5
1643 08 20 07 46 1  10.8   7.0  13.8  24.6  15.7 C 1  2 26       pavai        NaN   NaN   NaN 16.1  10.2   5.3
1643 08 20 07 46 1  10.8   7.0  14.5  25.3  16.2 C 1  2 26       pavai        NaN   NaN   NaN 16.9  10.2   5.3
1643 08 21 06 51 1  10.5   7.1  46.2  56.7  -4.8 C 1  2 25       pavai        NaN   NaN   NaN 47.6  10.2   7.6
1643 08 21 06 51 1  10.5   7.1  37.2  47.7  14.3 C 1  3 26       pavai        NaN   NaN   NaN 37.2  23.8  14.9
1643 08 21 06 51 1  10.5   7.1  25.6  36.1  14.4 C 1  2 26       pavai        NaN   NaN   NaN 26.2  10.2   5.7
1643 08 21 06 51 1  10.5   7.1  25.6  36.1  16.0 C 1  2 26       pavai        NaN   NaN   NaN 26.6  10.2   5.7
1643 08 21 06 51 1  10.5   7.1  27.7  38.2  16.4 C 1  2 26       pavai        NaN   NaN   NaN 28.6  10.2   5.8
1643 08 22 16 36 1  10.0   7.1  64.1  74.1  -4.7 C 1  2 25       pavai        NaN   NaN   NaN 65.0  10.2  12.1
1643 08 22 16 36 1  10.0   7.1  43.9  53.9   2.2 C 1  3 27       pavai        NaN   NaN   NaN 44.0  23.8  16.5
1643 08 22 16 36 1  10.0   7.1  45.7  55.7   0.0 C 1  3 27       pavai        NaN   NaN   NaN 46.1  23.8  17.2
1643 08 22 16 36 1  10.0   7.1  55.9  65.9  13.8 C 1  3 26       pavai        NaN   NaN   NaN 55.3  23.8  20.9
1643 08 23 07 18 1   9.8   7.1  72.8  82.6  -4.8 C 1  2 25       pavai        NaN   NaN   NaN 73.6  10.2  18.1
1643 08 23 07 18 1   9.8   7.1  51.5  61.3   1.6 C 1  2 27       pavai        NaN   NaN   NaN 51.6  10.2   8.2
1643 08 23 07 18 1   9.8   7.1  62.6  72.4  14.1 C 1  3 26       pavai        NaN   NaN   NaN 61.8  23.8  25.2
1643 08 23 16 15 1   9.6   7.1  79.7  89.3  -4.7 C 1  2 25       pavai        NaN   NaN   NaN 80.4  10.2  30.6
1643 08 23 16 15 1   9.6   7.1  56.9  66.5   1.5 C 1  2 27       pavai        NaN   NaN   NaN 57.0  10.2   9.4
1643 08 23 16 15 1   9.6   7.1  68.8  78.4  14.3 C 1  2 26       pavai        NaN   NaN   NaN 67.8  10.2  13.5
1643 08 24 07 36 1   9.4   7.1  64.6  74.0   2.0 C 1  1 27       pavai        NaN   NaN   NaN 64.6   5.7   6.6
1643 08 24 07 36 1   9.4   7.1  73.9  83.3  14.5 C 1  2 26       pavai        NaN   NaN   NaN 72.7  10.2  17.1
1643 09 03 07 58 1   5.7   7.2  63.1  68.8 -13.3 C 1  2 29       pavai        NaN   NaN   NaN 65.9  10.2  12.5
1643 09 03 07 58 1   5.7   7.2  65.6  71.3 -12.6 C 1  2 29       pavai        NaN   NaN   NaN 68.1  10.2  13.7
