
Outstanding sunspot characteristics on the onset of the Maunder Minimum described by Hevelius

Original source: V.M.S. Carrasco, J.M. Vaquero, M.C. Gallego, A. Muñoz-Jaramillo, G. de Toma, P. Galaviz, R. Arlt, V. Senthamizh Pavai, F. Sánchez-Bajo, J. Villalba Álvarez, J.M. Gómez: 2019, The Astrophysical Journal.

YYYY MM DD HH MI:  Date/time
T               :  Time flag 1= time known, 0= time presumed
L0              :  central meridian longitude
B0              :  centre of disk latitude
CMD             :  central meridian distance
LLL.L           :  longitude converted to carrington longitude
BBB.B           :  latitude
M               :  method
Q               :  quality flag 1=best
SS              :  cursor size used to estimate area
GROUP           :  group name (assigned by us)
MEASURER        :  person who measured
MOD_L MOD_B SIGMA: irrelevant, only for bayesian inference of spot locations
DELTA           :  distance from disk center in degrees
UMSD            :  uncorrected umbral area in millionths of solar disk
UMSH            :  corrected umbral area in millionths of solar hemisphere


YYYY MM DD HH MI T    L0    B0   CMD LLL.L BBB.B M Q SS GROUP    MEASURER   MOD_L MOD_B SIGMA DELTA UMSD  UMSH
1643 09 04 08 18 1   5.3   7.2 -53.0 312.3   6.7 C 1  2 28       pavai        NaN   NaN   NaN 52.6  10.2   8.4
1643 09 04 08 18 1   5.3   7.2  81.6  86.9 -12.9 C 1  2 29       pavai        NaN   NaN   NaN 83.5  10.2  45.1
1643 09 05 08 23 1   5.0   7.2 -37.3 327.7   8.2 C 1  2 28       pavai        NaN   NaN   NaN 37.0  10.2   6.4
1643 09 05 08 23 1   5.0   7.2 -35.0 330.0   9.1 C 1  2 28       pavai        NaN   NaN   NaN 34.7  10.2   6.2
1643 09 07 09 16 1   4.2   7.2 -10.2 354.0   9.8 C 1  2 28       pavai        NaN   NaN   NaN 10.4  10.2   5.2
1643 09 10 08 09 1   3.1   7.2  29.9  33.0   9.4 C 1  2 28       pavai        NaN   NaN   NaN 29.7  10.2   5.9
1643 09 10 08 09 1   3.1   7.2  30.8  33.9  10.4 C 1  2 28       pavai        NaN   NaN   NaN 30.6  10.2   5.9
1643 09 10 08 09 1   3.1   7.2 -59.3 303.8  15.6 C 1  3 30       pavai        NaN   NaN   NaN 58.6  23.8  22.8
1643 09 11 14 10 1   2.6   7.2 -42.8 319.8  16.5 C 1  3 30       pavai        NaN   NaN   NaN 42.8  23.8  16.2
1643 09 12 13 38 1   2.2   7.2 -29.9 332.3  16.4 C 1  3 30       pavai        NaN   NaN   NaN 30.6  23.8  13.8
1643 09 12 13 38 1   2.2   7.2 -19.4 342.8  -9.0 C 1  1 31       pavai        NaN   NaN   NaN 25.2   5.7   3.1
1643 09 13 12 41 1   1.8   7.2  -5.8 356.0  -8.9 C 1  2 31       pavai        NaN   NaN   NaN 17.1  10.2   5.3
1643 09 13 12 41 1   1.8   7.2 -17.4 344.4  16.5 C 1  3 30       pavai        NaN   NaN   NaN 19.4  23.8  12.6
1643 09 14 09 16 1   1.5   7.1  -5.3 356.2  16.6 C 1  2 30       pavai        NaN   NaN   NaN 10.8  10.2   5.2
1643 09 14 09 16 1   1.5   7.1  -4.6 356.9  16.3 C 1  2 30       pavai        NaN   NaN   NaN 10.2  10.2   5.2
1643 09 14 09 16 1   1.5   7.1   8.9  10.4  -9.4 C 1  1 31       pavai        NaN   NaN   NaN 18.8   5.7   3.0
1643 09 14 09 16 1   1.5   7.1 -77.9 283.6 -14.9 C 1  1 32       pavai        NaN   NaN   NaN 80.3   5.7  16.9
1643 09 15 08 13 1   1.1   7.1   6.5   7.6  16.3 C 1  3 30       pavai        NaN   NaN   NaN 11.2  23.8  12.1
1643 09 15 08 13 1   1.1   7.1   7.4   8.5  16.1 C 1  2 30       pavai        NaN   NaN   NaN 11.5  10.2   5.2
1643 09 15 08 13 1   1.1   7.1 -67.6 293.5 -13.9 C 1  2 32       pavai        NaN   NaN   NaN 70.3  10.3  15.3
1643 09 15 08 13 1   1.1   7.1 -62.3 298.8 -14.2 C 1  2 32       pavai        NaN   NaN   NaN 65.4  10.3  12.4
1643 09 15 08 13 1   1.1   7.1 -63.1 298.0 -14.9 C 1  0 32       pavai        NaN   NaN   NaN 66.3   1.1   1.4
1643 09 16 07 57 1   0.7   7.1  20.5  21.2  16.4 C 1  2 30       pavai        NaN   NaN   NaN 22.1  10.2   5.5
1643 09 16 07 57 1   0.7   7.1 -53.2 307.5 -13.0 C 1  2 32       pavai        NaN   NaN   NaN 56.5  10.3   9.3
1643 09 16 07 57 1   0.7   7.1 -48.7 312.0 -13.9 C 1  2 32       pavai        NaN   NaN   NaN 52.7  10.3   8.5
1643 09 17 10 20 1   0.3   7.1  34.6  34.9  16.4 C 1  1 30       pavai        NaN   NaN   NaN 35.1   5.7   3.5
1643 09 17 10 20 1   0.3   7.1  34.3  34.6  16.0 C 1  1 30       pavai        NaN   NaN   NaN 34.7   5.7   3.5
1643 09 17 10 20 1   0.3   7.1 -35.1 325.2 -14.7 C 1  2 32       pavai        NaN   NaN   NaN 41.0  10.3   6.8
1643 09 17 10 20 1   0.3   7.1 -40.7 319.6 -15.1 C 1  1 32       pavai        NaN   NaN   NaN 46.0   5.7   4.1
1643 09 17 10 20 1   0.3   7.1 -38.2 322.1 -13.7 C 1  1 32       pavai        NaN   NaN   NaN 43.2   5.7   3.9
1643 09 17 10 20 1   0.3   7.1 -35.7 324.6 -14.9 C 1  0 32       pavai        NaN   NaN   NaN 41.6   1.1   0.7
1643 09 18 09 30 1  -0.1   7.0 -21.4 338.5 -14.9 C 1  2 32       pavai        NaN   NaN   NaN 30.5  10.3   6.0
1643 09 18 09 30 1  -0.1   7.0 -23.3 336.6 -13.6 C 1  2 32       pavai        NaN   NaN   NaN 31.0  10.3   6.0
1643 09 18 09 36 1  -0.1   7.0  46.7  46.6  16.0 C 1  2 30       pavai        NaN   NaN   NaN 46.5  10.2   7.4
1643 09 19 15 51 1  -0.6   7.0  -5.4 354.0 -14.1 C 1  2 32       pavai        NaN   NaN   NaN 21.8  10.3   5.5
1643 09 19 15 51 1  -0.6   7.0  -5.2 354.2 -14.6 C 1  0 32       pavai        NaN   NaN   NaN 22.2   1.1   0.6
1643 09 20 09 35 1  -0.9   7.0   3.5   2.6 -14.4 C 1  2 32       pavai        NaN   NaN   NaN 21.6  10.3   5.5
1643 09 20 09 35 1  -0.9   7.0   4.0   3.1 -14.0 C 1  0 32       pavai        NaN   NaN   NaN 21.3   1.1   0.6
1643 09 21 09 24 1  -1.2   6.9  16.9  15.7 -14.5 C 1  2 32       pavai        NaN   NaN   NaN 27.2  10.3   5.8
1643 09 22 07 44 1  -1.6   6.9  29.4  27.8 -14.3 C 1  2 32       pavai        NaN   NaN   NaN 36.1  10.3   6.4
1643 09 23 11 29 1  -2.1   6.9  46.5  44.4 -13.8 C 1  1 32       pavai        NaN   NaN   NaN 50.6   5.7   4.5
1643 09 26 08 04 1  -3.2   6.7  12.9   9.7  11.0 C 1  2 33       pavai        NaN   NaN   NaN 13.4  10.3   5.3
1643 10 11 10 04 1  -8.9   5.8   0.1 351.2   1.8 C 1  3 34       pavai        NaN   NaN   NaN  4.0  24.0  12.0
1643 10 11 10 04 1  -8.9   5.8   1.9 353.0   3.9 C 1  1 34       pavai        NaN   NaN   NaN  2.7   5.7   2.9
1643 10 15 08 57 1 -10.4   5.5  13.1   2.7  14.3 C 1  3 35       pavai        NaN   NaN   NaN 15.6  24.0  12.5
1643 10 15 08 57 1 -10.4   5.5  18.9   8.5  14.3 C 1  3 35       pavai        NaN   NaN   NaN 20.6  24.0  12.8
1643 10 15 08 57 1 -10.4   5.5  19.3   8.9  14.3 C 1  2 35       pavai        NaN   NaN   NaN 20.9  10.3   5.5
1643 10 16 11 57 1 -10.8   5.4  28.9  18.1  13.9 C 1  3 35       pavai        NaN   NaN   NaN 29.7  24.0  13.8
1643 10 16 11 57 1 -10.8   5.4  35.6  24.8  14.5 C 1  4 35       pavai        NaN   NaN   NaN 36.2  42.4  26.3
1643 10 16 11 57 1 -10.8   5.4  32.2  21.4  14.2 C 1  2 35       pavai        NaN   NaN   NaN 32.9  10.3   6.1
1643 10 19 10 20 1 -11.8   5.1 -55.0 293.2  -7.5 C 1  3 36       pavai        NaN   NaN   NaN 56.3  23.4  21.1
1643 10 19 10 20 1 -11.8   5.1 -50.1 298.1  -7.1 C 1  4 36       pavai        NaN   NaN   NaN 51.5  41.3  33.2
1643 10 20 08 58 1 -12.1   5.1 -43.4 304.5  -7.9 C 1  3 36       pavai        NaN   NaN   NaN 45.2  23.4  16.6
1643 10 20 08 58 1 -12.1   5.1 -36.4 311.5  -7.0 C 1  4 36       pavai        NaN   NaN   NaN 38.3  41.3  26.3
1643 10 21 11 34 1 -12.5   5.0 -24.9 322.6  -7.2 C 1  2 36       pavai        NaN   NaN   NaN 27.7  10.0   5.6
1643 10 21 11 34 1 -12.5   5.0 -25.3 322.2  -8.5 C 1  2 36       pavai        NaN   NaN   NaN 28.6  10.0   5.7
1643 10 21 11 34 1 -12.5   5.0 -20.3 327.2  -6.8 C 1  4 36       pavai        NaN   NaN   NaN 23.4  41.3  22.5
1643 10 21 11 34 1 -12.5   5.0  -7.2 340.3   7.3 C 1  3 37       pavai        NaN   NaN   NaN  7.5  23.4  11.8
1643 10 21 11 34 1 -12.5   5.0  -3.7 343.8   6.7 C 1  2 37       pavai        NaN   NaN   NaN  4.1  10.0   5.0
1643 10 22 12 50 1 -12.9   4.9 -13.3 333.8  -7.0 C 1  3 36       pavai        NaN   NaN   NaN 17.8  23.4  12.3
1643 10 22 12 50 1 -12.9   4.9  -5.5 341.6  -6.0 C 1  3 36       pavai        NaN   NaN   NaN 12.2  23.4  12.0
1643 10 22 12 50 1 -12.9   4.9  -9.5 337.6  -7.4 C 1  2 36       pavai        NaN   NaN   NaN 15.5  10.0   5.2
1643 10 22 12 50 1 -12.9   4.9   5.1 352.2   6.2 C 1  3 37       pavai        NaN   NaN   NaN  5.3  23.4  11.7
1643 10 22 12 50 1 -12.9   4.9   8.9 356.0   6.2 C 1  2 37       pavai        NaN   NaN   NaN  9.0  10.0   5.1
1643 10 23 10 24 1 -13.2   4.8  -0.9 345.9  -8.1 C 1  1 36       pavai        NaN   NaN   NaN 12.9   5.6   2.9
1643 10 23 10 24 1 -13.2   4.8   0.7 347.5  -7.3 C 1  2 36       pavai        NaN   NaN   NaN 12.1  10.0   5.1
1643 10 23 10 24 1 -13.2   4.8  17.4   4.2   7.0 C 1  3 37       pavai        NaN   NaN   NaN 17.4  23.4  12.3
1643 10 25 12 23 1 -13.9   4.6 -33.0 313.1  11.0 C 1  3 38       pavai        NaN   NaN   NaN 33.3  23.4  14.0
1643 10 25 12 23 1 -13.9   4.6 -29.8 316.3  10.4 C 1  3 38       pavai        NaN   NaN   NaN 30.1  23.4  13.5
1643 10 25 12 23 1 -13.9   4.6 -26.3 319.8   9.7 C 1  3 38       pavai        NaN   NaN   NaN 26.6  23.4  13.1
1643 10 26 13 09 1 -14.2   4.5 -19.7 326.1   9.6 C 1  3 38       pavai        NaN   NaN   NaN 20.2  23.4  12.5
1643 10 26 13 09 1 -14.2   4.5 -11.3 334.5   7.8 C 1  3 38       pavai        NaN   NaN   NaN 11.7  23.4  11.9
1643 10 26 13 09 1 -14.2   4.5 -16.3 329.5   8.5 C 1  2 38       pavai        NaN   NaN   NaN 16.7  10.0   5.2
1643 10 28 10 55 1 -14.8   4.3   6.6 351.8   9.7 C 1  3 38       pavai        NaN   NaN   NaN  8.5  23.4  11.8
1643 10 28 10 55 1 -14.8   4.3  16.3   1.5   8.3 C 1  3 38       pavai        NaN   NaN   NaN 16.7  23.4  12.2
1643 10 28 10 55 1 -14.8   4.3  10.5 355.7   8.5 C 1  1 38       pavai        NaN   NaN   NaN 11.3   5.6   2.9
1643 10 29 09 15 1 -15.1   4.2  22.2   7.1  11.1 C 1  2 38       pavai        NaN   NaN   NaN 23.0  10.0   5.4
1643 10 29 09 15 1 -15.1   4.2  30.0  14.9   9.1 C 1  3 38       pavai        NaN   NaN   NaN 30.2  23.4  13.5
1643 10 30 10 23 1 -15.4   4.1  46.0  30.6   8.6 C 1  2 38       pavai        NaN   NaN   NaN 45.9  10.0   7.2
1643 10 30 10 23 1 -15.4   4.1  45.1  29.7   9.8 C 1  1 38       pavai        NaN   NaN   NaN 45.1   5.6   4.0
1643 10 31 09 01 1 -15.7   4.0  56.4  40.7   8.6 C 1  1 38       pavai        NaN   NaN   NaN 56.2   5.6   5.0
1643 11 24 10 00 1 -21.5   1.1 -67.8 270.7   6.3 C 1  3 39       pavai        NaN   NaN   NaN 67.8  24.0  31.8
1643 11 24 10 00 1 -21.5   1.1 -57.3 281.2   0.8 C 1  3 40       pavai        NaN   NaN   NaN 57.3  24.0  22.2
1643 11 24 10 00 1 -21.5   1.1 -50.4 288.1  -9.1 C 1  3 42       pavai        NaN   NaN   NaN 51.2  24.0  19.2
1643 11 24 10 00 1 -21.5   1.1 -52.2 286.3  -9.9 C 1  2 42       pavai        NaN   NaN   NaN 53.1  10.3   8.6
1643 11 24 10 00 1 -21.5   1.1 -54.9 283.6 -11.5 C 1  2 42       pavai        NaN   NaN   NaN 56.0  10.3   9.2
1643 11 25 10 36 1 -21.7   1.0 -54.2 284.1   8.4 C 1  4 39       pavai        NaN   NaN   NaN 54.5  42.3  36.4
1643 11 25 10 36 1 -21.7   1.0 -44.8 293.5   3.4 C 1  3 40       pavai        NaN   NaN   NaN 44.8  24.0  16.9
1643 11 25 10 36 1 -21.7   1.0   6.9 345.2  -3.4 C 1  3 41       pavai        NaN   NaN   NaN  8.2  24.0  12.1
1643 11 25 10 36 1 -21.7   1.0   5.6 343.9  -5.5 C 1  2 41       pavai        NaN   NaN   NaN  8.6  10.3   5.2
1643 11 25 10 36 1 -21.7   1.0   4.3 342.6  -3.7 C 1  2 41       pavai        NaN   NaN   NaN  6.4  10.3   5.2
1643 11 25 10 36 1 -21.7   1.0   2.8 341.1  -4.2 C 1  1 41       pavai        NaN   NaN   NaN  5.9   5.7   2.9
1643 11 25 10 36 1 -21.7   1.0   4.9 343.2  -2.6 C 1  1 41       pavai        NaN   NaN   NaN  6.1   5.7   2.9
1643 11 25 10 36 1 -21.7   1.0 -36.2 302.1  -5.5 C 1  4 42       pavai        NaN   NaN   NaN 36.7  42.3  26.4
1643 11 25 10 36 1 -21.7   1.0 -38.7 299.6  -5.8 C 1  1 42       pavai        NaN   NaN   NaN 39.2   5.7   3.7
1643 11 25 10 36 1 -21.7   1.0 -41.6 296.7  -8.9 C 1  1 42       pavai        NaN   NaN   NaN 42.6   5.7   3.9
1643 11 25 10 36 1 -21.7   1.0 -43.4 294.9  -8.0 C 1  0 42       pavai        NaN   NaN   NaN 44.2   1.1   0.8
1643 11 25 10 36 1 -21.7   1.0 -38.3 300.0  -6.4 C 1  0 42       pavai        NaN   NaN   NaN 38.9   1.1   0.7
1643 11 27 11 21 1 -22.0   0.8 -27.1 310.9   7.7 C 1  4 39       pavai        NaN   NaN   NaN 27.9  42.3  23.9
1643 11 27 11 21 1 -22.0   0.8 -17.1 320.9   2.6 C 1  4 40       pavai        NaN   NaN   NaN 17.2  42.3  22.1
1643 11 27 11 21 1 -22.0   0.8 -10.8 327.2 -12.6 C 1  1 42       pavai        NaN   NaN   NaN 17.1   5.7   3.0
1643 11 27 11 21 1 -22.0   0.8 -15.6 322.4 -10.8 C 1  2 42       pavai        NaN   NaN   NaN 19.3  10.3   5.5
1643 11 27 11 21 1 -22.0   0.8 -14.8 323.2 -13.3 C 1  3 42       pavai        NaN   NaN   NaN 20.3  24.0  12.8
1643 11 27 11 21 1 -22.0   0.8 -11.3 326.7 -10.4 C 1  3 42       pavai        NaN   NaN   NaN 15.8  24.0  12.5
1643 11 27 11 21 1 -22.0   0.8  31.8   9.8  -8.1 C 1  2 43       pavai        NaN   NaN   NaN 32.9  10.3   6.1
1643 11 27 11 21 1 -22.0   0.8  34.2  12.2  -7.1 C 1  2 43       pavai        NaN   NaN   NaN 35.0  10.3   6.3
1643 11 28 09 53 1 -22.2   0.6 -14.0 323.8   7.3 C 1  3 39       pavai        NaN   NaN   NaN 15.5  24.0  12.5
1643 11 28 09 53 1 -22.2   0.6 -14.7 323.1   7.8 C 1  1 39       pavai        NaN   NaN   NaN 16.3   5.7   3.0
1643 11 28 09 53 1 -22.2   0.6  -4.2 333.6   1.5 C 1  4 40       pavai        NaN   NaN   NaN  4.3  42.3  21.2
1643 11 28 09 53 1 -22.2   0.6  -0.5 337.3  -8.7 C 1  3 42       pavai        NaN   NaN   NaN  9.4  24.0  12.2
1643 11 28 09 53 1 -22.2   0.6   0.8 338.6 -11.7 C 1  3 42       pavai        NaN   NaN   NaN 12.4  24.0  12.3
1643 11 28 09 53 1 -22.2   0.6   0.4 338.2  -9.9 C 1  3 42       pavai        NaN   NaN   NaN 10.5  24.0  12.2
1643 11 28 09 53 1 -22.2   0.6  -1.1 336.7 -11.0 C 1  2 42       pavai        NaN   NaN   NaN 11.7  10.3   5.3
1643 11 28 09 53 1 -22.2   0.6  -2.9 334.9 -10.1 C 1  3 42       pavai        NaN   NaN   NaN 11.1  24.0  12.2
1643 11 28 09 53 1 -22.2   0.6  -2.5 335.3 -12.2 C 1  3 42       pavai        NaN   NaN   NaN 13.1  24.0  12.3
1643 11 28 09 53 1 -22.2   0.6   5.4 343.2  -8.2 C 1  2 44       pavai        NaN   NaN   NaN 10.4  10.3   5.2
1643 12 03 10 25 1 -22.8  -0.0  65.0  42.2 -11.2 C 1  2 42       pavai        NaN   NaN   NaN 65.5  10.3  12.4
1643 12 03 10 25 1 -22.8  -0.0  62.6  39.8   1.0 C 1  3 39       pavai        NaN   NaN   NaN 62.6  24.0  26.1
1643 12 25 11 35 1 -23.2  -2.8  -3.2 333.6 -12.8 C 1  4 47       pavai        NaN   NaN   NaN 10.5  42.0  21.4
1643 12 25 11 35 1 -23.2  -2.8  -3.6 333.2 -11.9 C 1  2 47       pavai        NaN   NaN   NaN  9.8  10.2   5.2
1643 12 26 10 00 1 -23.1  -2.9   9.1 346.0 -12.8 C 1  4 47       pavai        NaN   NaN   NaN 13.4  42.0  21.6
1643 12 26 10 00 1 -23.1  -2.9   9.7 346.6 -13.5 C 1  3 47       pavai        NaN   NaN   NaN 14.3  23.8  12.3
1643 12 29 09 55 1 -22.9  -3.2  50.5  27.6 -12.6 C 1  4 47       pavai        NaN   NaN   NaN 50.8  42.0  33.2
1643 12 30 11 26 1 -22.8  -3.3  63.7  40.9 -12.6 C 1  4 47       pavai        NaN   NaN   NaN 63.6  42.0  47.3
1643 12 31 09 53 1 -22.7  -3.4  77.1  54.4 -12.3 C 1  2 47       pavai        NaN   NaN   NaN 76.7  10.2  22.1
1643 12 31 09 53 1 -22.7  -3.4  78.9  56.2 -12.6 C 1  2 47       pavai        NaN   NaN   NaN 78.4  10.2  25.4
1643 12 31 09 53 1 -22.7  -3.4  74.3  51.6 -11.8 C 1  0 47       pavai        NaN   NaN   NaN 73.9   1.1   2.0
1644 01 22 09 43 1 -18.5  -5.6   8.3 349.8 -12.4 C 1  3 46       pavai        NaN   NaN   NaN 10.6  23.8  12.1
1644 01 22 09 43 1 -18.5  -5.6   9.5 351.0 -10.6 C 1  3 46       pavai        NaN   NaN   NaN 10.6  23.8  12.1
1644 01 23 09 20 1 -18.3  -5.7  23.9   5.6  -9.4 C 1  2 46       pavai        NaN   NaN   NaN 24.0  10.2   5.6
1644 01 24 10 00 1 -18.0  -5.8 -34.1 307.9   7.5 C 1  3 45       pavai        NaN   NaN   NaN 36.5  23.8  14.8
1644 01 24 10 00 1 -18.0  -5.8 -30.5 311.5   7.5 C 1  3 45       pavai        NaN   NaN   NaN 33.2  23.8  14.2
1644 01 24 10 00 1 -18.0  -5.8 -30.9 311.1   8.9 C 1  2 45       pavai        NaN   NaN   NaN 34.1  10.2   6.2
1644 01 25 10 21 1 -17.7  -5.9 -21.0 321.3   7.2 C 1  3 45       pavai        NaN   NaN   NaN 24.7  23.8  13.1
1644 01 25 10 21 1 -17.7  -5.9 -16.6 325.7   6.1 C 1  3 45       pavai        NaN   NaN   NaN 20.4  23.8  12.7
1644 02 16 10 05 1 -10.6  -7.0 -82.6 266.8  -3.9 C 1  2 49       pavai        NaN   NaN   NaN 82.2  10.3  37.9
1644 02 16 10 05 1 -10.6  -7.0 -44.3 305.1 -10.7 C 1  3 48       pavai        NaN   NaN   NaN 43.9  24.0  16.7
1644 02 16 10 05 1 -10.6  -7.0 -45.6 303.8 -10.7 C 1  2 48       pavai        NaN   NaN   NaN 45.2  10.3   7.3
1644 02 16 10 05 1 -10.6  -7.0 -44.7 304.7 -10.3 C 1  2 48       pavai        NaN   NaN   NaN 44.3  10.3   7.2
1644 02 17 09 37 1 -10.3  -7.1 -30.4 319.3 -10.5 C 1  4 48       pavai        NaN   NaN   NaN 30.2  42.2  24.4
1644 02 17 09 37 1 -10.3  -7.1 -67.6 282.1  -5.6 C 1  4 49       pavai        NaN   NaN   NaN 67.1  42.2  54.3
1644 02 17 09 37 1 -10.3  -7.1 -68.6 281.1  -4.2 C 1  3 49       pavai        NaN   NaN   NaN 68.3  24.0  32.4
1644 02 18 08 17 1  -9.9  -7.1 -17.3 332.8 -10.6 C 1  3 48       pavai        NaN   NaN   NaN 17.4  24.0  12.6
1644 02 18 08 17 1  -9.9  -7.1 -20.2 329.9 -11.2 C 1  1 48       pavai        NaN   NaN   NaN 20.4   5.7   3.0
1644 02 18 08 17 1  -9.9  -7.1 -63.9 286.2  -5.8 C 1  2 49       pavai        NaN   NaN   NaN 63.5  10.3  11.5
1644 02 18 08 17 1  -9.9  -7.1 -61.8 288.3  -5.4 C 1  2 49       pavai        NaN   NaN   NaN 61.4  10.3  10.8
1644 02 18 08 17 1  -9.9  -7.1 -61.7 288.4  -5.8 C 1  2 49       pavai        NaN   NaN   NaN 61.3  10.3  10.7
1644 02 18 08 17 1  -9.9  -7.1 -53.3 296.8  -5.3 C 1  4 49       pavai        NaN   NaN   NaN 53.0  42.2  35.1
1644 02 18 08 17 1  -9.9  -7.1 -58.9 291.2   6.8 C 1  2 50       pavai        NaN   NaN   NaN 60.4  10.3  10.4
1644 02 18 08 17 1  -9.9  -7.1 -58.5 291.6   8.6 C 1  2 50       pavai        NaN   NaN   NaN 60.4  10.3  10.4
1644 02 18 08 17 1  -9.9  -7.1 -56.8 293.3   6.2 C 1  2 50       pavai        NaN   NaN   NaN 58.2  10.3   9.8
1644 02 18 08 17 1  -9.9  -7.1 -56.2 293.9   6.6 C 1  2 50       pavai        NaN   NaN   NaN 57.7  10.3   9.6
1644 02 18 08 17 1  -9.9  -7.1 -55.8 294.3   6.2 C 1  2 50       pavai        NaN   NaN   NaN 57.2  10.3   9.5
1644 02 20 09 26 1  -9.2  -7.1   2.2 353.0  -6.2 C 1  2 48       pavai        NaN   NaN   NaN  2.4  10.3   5.2
1644 02 20 09 26 1  -9.2  -7.1   2.3 353.1  -9.0 C 1  2 48       pavai        NaN   NaN   NaN  2.9  10.3   5.2
1644 02 20 09 26 1  -9.2  -7.1  10.2   1.0 -10.9 C 1  2 48       pavai        NaN   NaN   NaN 10.8  10.3   5.2
1644 02 20 09 26 1  -9.2  -7.1 -26.6 324.2  -5.1 C 1  3 49       pavai        NaN   NaN   NaN 26.5  24.0  13.4
1644 02 20 09 26 1  -9.2  -7.1 -27.6 323.2  -5.0 C 1  3 49       pavai        NaN   NaN   NaN 27.5  24.0  13.5
1644 02 20 09 26 1  -9.2  -7.1 -36.1 314.7  -5.2 C 1  3 49       pavai        NaN   NaN   NaN 35.9  24.0  14.8
1644 02 20 09 26 1  -9.2  -7.1 -37.9 312.9  -5.4 C 1  3 49       pavai        NaN   NaN   NaN 37.7  24.0  15.2
1644 02 20 09 26 1  -9.2  -7.1 -35.4 315.4  -6.4 C 1  2 49       pavai        NaN   NaN   NaN 35.2  10.3   6.3
1644 02 20 09 26 1  -9.2  -7.1 -32.7 318.1   7.1 C 1  2 50       pavai        NaN   NaN   NaN 35.6  10.3   6.3
1644 02 20 09 26 1  -9.2  -7.1 -32.4 318.4   8.2 C 1  2 50       pavai        NaN   NaN   NaN 35.8  10.3   6.3
1644 02 20 09 26 1  -9.2  -7.1 -33.2 317.6   9.7 C 1  1 50       pavai        NaN   NaN   NaN 37.1   5.7   3.6
1644 02 20 09 26 1  -9.2  -7.1 -32.7 318.1  10.4 C 1  0 50       pavai        NaN   NaN   NaN 37.0   1.1   0.7
1644 02 20 09 26 1  -9.2  -7.1 -35.1 315.7   7.5 C 1  3 50       pavai        NaN   NaN   NaN 37.9  24.0  15.2
1644 02 20 09 26 1  -9.2  -7.1 -35.6 315.2   9.3 C 1  4 50       pavai        NaN   NaN   NaN 39.1  42.2  27.2
1644 02 20 09 26 1  -9.2  -7.1 -29.6 321.2   7.3 C 1  5 50       pavai        NaN   NaN   NaN 32.9  78.7  46.8
1644 02 21 09 39 1  -8.8  -7.2  19.0  10.2 -10.1 C 1  2 48       pavai        NaN   NaN   NaN 19.0  10.3   5.4
1644 02 21 09 39 1  -8.8  -7.2 -13.1 338.1  -5.0 C 1  3 49       pavai        NaN   NaN   NaN 13.2  24.0  12.3
1644 02 21 09 39 1  -8.8  -7.2 -12.2 339.0  -4.9 C 1  3 49       pavai        NaN   NaN   NaN 12.3  24.0  12.3
1644 02 21 09 39 1  -8.8  -7.2 -16.1 335.1   7.4 C 1  5 50       pavai        NaN   NaN   NaN 21.7  78.7  42.3
1644 02 21 09 39 1  -8.8  -7.2 -21.8 329.4   9.0 C 1  3 50       pavai        NaN   NaN   NaN 27.1  24.0  13.5
1644 02 21 09 39 1  -8.8  -7.2 -18.8 332.4   7.7 C 1  1 50       pavai        NaN   NaN   NaN 23.9   5.7   3.1
1644 02 21 09 39 1  -8.8  -7.2 -18.6 332.6   6.9 C 1  1 50       pavai        NaN   NaN   NaN 23.3   5.7   3.1
1644 02 21 09 39 1  -8.8  -7.2 -20.1 331.1   7.2 C 1  1 50       pavai        NaN   NaN   NaN 24.7   5.7   3.1
1644 02 21 09 39 1  -8.8  -7.2 -19.9 331.3   8.4 C 1  1 50       pavai        NaN   NaN   NaN 25.2   5.7   3.2
1644 02 23 07 30 1  -8.1  -7.2  12.9   4.8  -5.6 C 1  3 49       pavai        NaN   NaN   NaN 12.9  24.0  12.3
1644 02 23 07 30 1  -8.1  -7.2  12.4   4.3  -5.6 C 1  3 49       pavai        NaN   NaN   NaN 12.4  24.0  12.3
1644 02 23 07 30 1  -8.1  -7.2   8.5   0.4   8.0 C 1  4 50       pavai        NaN   NaN   NaN 17.4  42.2  22.1
1644 02 23 07 30 1  -8.1  -7.2   3.5 355.4   8.4 C 1  1 50       pavai        NaN   NaN   NaN 16.0   5.7   3.0
1644 02 26 10 41 1  -6.9  -7.2  53.9  47.0  -6.2 C 1  4 49       pavai        NaN   NaN   NaN 53.5  42.2  35.5
1644 02 26 10 41 1  -6.9  -7.2  53.0  46.1   9.2 C 1  4 50       pavai        NaN   NaN   NaN 55.3  42.2  37.1
1644 03 17 12 00 1   1.0  -6.9 -42.2 318.8   9.6 C 1  2 51       pavai        NaN   NaN   NaN 45.2  10.3   7.3
1644 03 17 12 00 1   1.0  -6.9  54.6  55.6 -10.7 C 1  2 52       pavai        NaN   NaN   NaN 54.0  10.3   8.8
1644 03 17 12 00 1   1.0  -6.9  58.3  59.3  -9.6 C 1  2 52       pavai        NaN   NaN   NaN 57.7  10.3   9.6
1644 03 17 12 00 1   1.0  -6.9  63.6  64.6  -9.7 C 1  3 52       pavai        NaN   NaN   NaN 62.9  24.0  26.3
1644 03 25 10 11 1   4.1  -6.6 -76.7 287.4 -13.0 C 1  1 53       pavai        NaN   NaN   NaN 75.6   5.6  11.3
